,Pretreatment_Quercetin1,Pretreatment_Quercetin2,Pretreatment_Quercetin3,Pretreatment_Quercetin4,Pretreatment_Quercetin5,Pretreatment_Quercetin6,Pretreatment_Quercetin7
ID_REF,GSM1922995,GSM1923002,GSM1923008,GSM1923015,GSM1923018,GSM1923022,GSM1923017
7896250,10.03231,9.619318,10.04861,9.968295,9.642815,10.00285,9.730372
7896251,8.41217,8.083824,8.562385,8.833706,8.071942,8.701719,8.35714
7896252,11.79718,11.75515,11.70218,12.08336,11.89547,11.61121,11.52762
7896253,12.78335,12.70082,12.62525,12.60083,12.81972,12.54839,12.1812
7896254,5.330753,4.25001,4.578858,4.670975,3.87629,4.229107,3.953291
7896255,6.514506,5.514874,5.278369,5.891269,5.24242,5.744153,5.855794
7896256,6.302046,6.789269,7.278429,6.538608,6.675909,7.239174,7.555547
7896257,5.900026,7.078256,6.255047,5.629959,6.554626,5.501951,5.690304
7896258,11.48923,11.37974,11.37891,11.59658,11.12516,11.48721,11.64563
7896259,9.293839,9.416926,9.118493,9.424577,8.547437,8.832907,9.060811
7896260,6.110962,5.07637,5.583078,6.407021,5.018557,6.120862,5.009883
7896261,6.080083,6.151186,5.622852,5.391025,5.926168,4.903153,5.522218
7896262,6.896934,6.547728,7.531937,6.978885,6.980462,7.530861,6.62486
7896263,7.39017,7.313846,7.684878,7.579041,7.863726,7.730426,7.667897
7896264,3.177006,4.003639,3.170261,4.67498,4.202455,4.021052,4.048923
7896265,4.368546,3.892035,2.53938,3.263639,3.038493,3.115624,3.56886
7896266,11.13146,11.00441,10.95563,11.12203,11.09236,10.78227,11.16703
7896267,2.354302,3.32234,2.09047,2.29111,2.182849,3.918056,2.268733
7896268,3.478902,3.208506,3.214647,3.22969,4.723057,3.297778,3.711156
7896269,8.591121,8.435427,8.530002,8.781437,8.18864,8.645088,8.911741
7896270,4.164082,4.133911,4.51285,4.468103,5.527,3.802368,3.840144
7896271,6.564719,6.759828,7.11616,6.643017,7.500819,7.076332,6.563079
7896272,5.088655,4.487871,3.834212,4.591516,4.516205,4.39607,4.071622
7896273,6.433012,5.561449,6.106668,5.782349,6.208721,5.138341,5.968109
7896274,5.321622,5.428457,5.230223,5.119441,5.335384,5.436595,4.64521
7896275,6.560534,5.572426,6.380333,7.088774,6.969272,6.024816,6.565927
7896276,5.538853,5.706247,5.975018,5.520902,5.878833,5.658626,5.578335
7896277,7.579624,7.01565,7.326489,7.31252,7.614229,7.36659,7.363894
7896278,9.280774,9.752062,9.516087,9.395185,9.373713,9.698808,9.51556
7896279,9.120378,8.683729,8.174765,9.665278,8.68058,8.022381,7.873352
7896280,6.444445,5.093723,5.780955,6.440951,5.948843,6.221063,6.957184
7896281,8.031427,8.171667,8.428182,7.277166,8.193574,8.333966,8.635511
7896282,11.01916,11.2239,11.30637,11.52947,11.3079,11.3567,10.98677
7896283,1.704383,2.25317,5.512503,5.665968,1.868101,5.179444,2.677765
7896284,3.938194,4.961358,4.78444,6.379866,4.508824,4.746016,4.082063
7896285,5.230183,5.023768,5.619158,4.890826,5.816525,5.175864,5.361061
7896286,6.767758,5.645297,6.126491,6.677813,4.839593,6.533298,4.537663
7896287,9.965216,10.15337,10.20412,10.50297,10.34712,10.17995,9.685221
7896288,7.578855,7.3552,7.330585,7.461793,6.7671,7.679997,7.81072
7896289,5.157465,5.026945,4.5424,6.046462,4.77687,5.537261,4.782724
7896290,7.336732,7.504993,7.649066,7.555349,7.924716,7.398854,7.012963
7896291,8.714357,8.937691,8.635601,8.934259,8.87603,8.58605,8.8093
7896292,13.02197,13.14153,13.10675,13.1205,13.12336,13.02139,12.86141
7896293,6.498679,6.267005,5.435657,6.609643,6.770233,5.886068,6.089275
7896294,6.542501,6.907188,7.019937,6.808899,6.811684,7.053064,6.872406
7896295,7.620462,7.681248,7.433754,7.603486,7.51025,7.349057,6.624857
7896296,6.421034,6.414664,6.823477,6.433146,6.642217,6.292647,6.336071
7896297,7.845039,8.296586,7.935248,8.113873,8.123313,8.461126,7.790944
7896298,7.574312,7.979237,8.424365,8.488985,7.83182,7.666422,7.581834
7896299,5.351027,3.066081,3.093084,5.823418,5.434535,5.138208,2.369534
7896300,7.317581,7.454257,7.815335,6.877418,7.597083,7.065895,7.516933
7896301,6.701618,6.895816,6.586563,6.925066,6.526293,7.105803,6.94568
7896302,10.30129,10.66685,10.28295,10.5852,10.61481,10.43418,10.64517
7896303,3.841468,3.318317,2.394728,2.841292,2.78788,2.214415,2.806395
7896304,7.046208,6.005479,6.270834,6.2145,6.607966,6.573259,5.398058
7896305,4.005931,5.319521,3.812738,6.292554,6.259058,4.324633,4.170063
7896306,4.782579,2.849193,2.848572,4.077324,3.937195,3.500044,1.913651
7896307,5.116617,5.775015,5.203023,5.708192,5.55702,6.348165,4.814507
7896308,11.463,10.96765,11.22388,11.03613,11.15468,10.92561,11.23125
7896309,6.069926,6.000932,6.088031,6.523235,6.009314,6.60343,5.445034
7896310,9.671364,9.456044,9.559296,9.421726,9.768346,9.395301,9.154144
7896311,8.812849,8.088243,8.151002,8.111498,7.98244,8.277658,7.625133
7896312,6.315348,6.519459,6.517834,7.228631,7.065176,6.972029,5.394635
7896313,7.659203,7.750191,7.694279,7.545777,6.290823,7.930375,7.739662
7896314,7.408232,7.106938,7.083301,7.802921,7.355065,7.825523,7.404244
7896315,4.144673,3.846944,3.65797,3.5962,5.133641,3.916412,3.028279
7896316,4.656404,3.376235,4.176097,3.368612,3.688923,3.131439,3.717832
7896317,5.548184,5.97954,5.068472,5.908777,6.236645,4.35097,4.307165
7896318,6.624498,6.52489,6.284522,6.852172,6.290941,6.655239,6.207958
7896319,8.652896,8.644794,8.786955,9.036881,9.020328,8.829368,8.397617
7896320,5.887341,5.919678,6.110036,6.39878,4.758565,5.849627,5.056639
7896321,10.22578,10.36534,10.0168,10.17352,9.936255,9.982474,9.978935
7896322,6.363708,5.72704,6.203358,6.610531,6.392262,6.410464,6.042902
7896323,6.633586,6.765146,6.477655,6.727642,7.125622,6.483577,6.47516
7896324,8.746435,8.466578,8.603256,8.762686,8.852501,8.717275,7.902322
7896325,8.6668,8.248416,8.566361,8.28682,8.487665,8.57611,8.850859
7896326,3.110952,3.042899,2.784906,2.536909,2.85341,3.230214,4.815997
7896327,5.802121,6.67515,5.814396,6.933653,6.669485,6.544827,6.475746
7896328,8.147478,7.80468,8.503436,7.925701,7.288157,8.258734,7.689585
7896329,8.425913,8.034928,8.323059,8.659914,8.679123,8.473536,8.386237
7896330,8.620932,8.879227,8.656366,9.023944,7.963332,8.871298,8.548329
7896331,10.31422,9.611097,9.756196,9.807274,9.732631,9.910665,9.820955
7896332,6.05661,6.021021,5.517818,5.768417,6.047309,6.154822,5.856886
7896333,9.95085,9.642233,10.19697,10.24258,10.09979,10.14827,10.19776
7896334,5.679642,4.651213,4.063735,5.343939,5.367232,4.11745,4.866266
7896335,8.927982,9.292067,9.485363,9.950642,8.98754,9.170759,9.467488
7896336,7.026831,7.166915,6.870057,7.060437,6.222972,6.543158,6.579825
7896337,6.899442,7.347086,6.964125,7.01178,7.037712,6.976238,5.938892
7896338,7.303091,7.057228,7.397805,7.213523,7.648904,7.098731,7.343472
7896339,9.47,9.915981,9.83472,9.691372,9.83948,9.598429,9.659937
7896340,5.843394,5.906891,5.825058,6.110733,5.827487,5.704401,5.905616
7896341,7.417629,8.011449,8.015226,8.608114,7.816584,6.937546,7.379227
7896342,5.765494,6.064885,5.329691,5.909456,5.720664,5.523108,4.389911
7896343,7.270951,7.489207,6.722773,7.303467,7.211198,6.938876,6.630202
7896344,4.254412,3.385654,4.60897,5.492824,4.079451,3.775997,4.728213
7896345,12.23281,12.13956,12.23518,12.15734,12.11566,12.3617,12.43403
7896346,12.31549,12.2367,12.28095,12.53144,12.28334,12.15679,12.2218
7896347,5.772445,5.036865,4.544621,6.357472,6.127539,4.827453,4.916631
7896348,7.350467,7.514465,7.454789,7.424237,7.492703,7.166171,6.620658
7896349,12.52795,12.81976,12.46029,12.76674,12.7767,12.585,12.5554
7896350,6.174643,6.622982,6.938578,7.112487,6.897462,6.151957,6.637461
7896351,9.035617,9.148609,8.987175,9.054812,8.871778,9.15125,9.277598
7896352,8.728292,8.673513,8.334963,8.122505,8.768595,8.921999,9.392079
7896353,5.186741,4.436003,4.030862,4.27948,4.774374,4.706348,3.469444
7896354,2.417488,2.977169,2.582997,2.760114,3.027347,2.434381,2.804385
7896355,6.62147,5.559058,5.777221,6.695682,6.160873,6.461673,5.583214
7896356,9.122693,8.548893,8.535355,8.597256,8.907831,8.679143,7.888168
7896357,2.377407,3.635096,2.810432,2.944454,2.319114,2.194557,2.072761
7896358,8.835749,8.169436,8.603065,7.99508,8.357916,8.820773,8.577753
7896359,6.12127,6.283011,6.256363,6.336627,6.671482,6.828701,6.346367
7896360,11.57433,12.40014,12.10651,11.57682,11.81432,12.24679,11.55035
7896361,10.03379,10.03026,10.34207,10.43894,10.15227,10.16971,10.04852
7896362,9.884674,10.1454,10.04989,10.0571,10.01245,10.21554,10.31563
7896363,8.266258,8.243235,8.167852,7.954483,8.267595,8.489896,8.099043
7896364,5.546394,5.253304,4.796173,6.148,5.396293,5.758583,5.15292
7896365,7.802085,7.334576,7.657847,7.904173,7.790361,7.259892,6.543178
7896366,11.78458,11.95525,11.68168,11.80988,11.81543,11.64615,11.41895
7896367,10.0558,9.462974,9.592621,9.720737,9.291553,9.749713,9.893911
7896368,7.623733,7.641255,7.419368,8.239813,8.032092,8.239588,7.813422
7896369,8.6854,8.905684,8.713062,8.727116,9.150073,8.529438,8.19588
7896370,8.271313,8.332163,8.561593,8.882123,8.357562,8.568817,8.518018
7896371,9.719081,10.73666,10.04042,9.705254,9.505686,9.828521,9.193303
7896372,6.445498,6.165141,5.158115,5.02981,5.093162,4.594442,5.306508
7896373,7.086564,7.340074,6.259011,6.228908,6.999145,6.829912,6.60834
7896374,2.689952,2.116278,1.983633,2.090985,2.166206,2.10798,2.309032
7896375,12.49503,12.73011,12.66226,12.53512,12.54575,12.76504,12.66744
7896376,7.008758,7.328442,7.172019,6.789495,7.315259,7.052322,7.388391
7896377,2.738095,2.092057,2.231299,2.02106,2.065309,2.189757,3.387507
7896378,7.523021,7.904172,6.919365,7.605037,7.276421,7.546979,7.03378
7896379,5.110996,5.21445,5.040741,5.506339,5.156255,6.047743,4.3992
7896380,8.651344,8.660543,8.761154,8.433966,8.665755,8.771784,8.608825
7896381,9.570342,9.26336,9.378804,9.288831,9.690868,9.147882,9.363513
7896382,3.596111,2.41093,2.260219,2.172755,3.289997,2.618292,2.369534
7896383,4.134081,4.315165,4.70181,4.347011,5.562291,3.648001,4.158363
7896384,9.15202,9.153387,8.940372,8.800003,8.713663,9.281744,8.430753
7896385,12.32971,11.93588,11.79577,11.90725,11.8582,11.82066,11.80477
7896386,5.999945,6.632584,5.428583,6.687078,6.528814,6.524324,5.852889
7896387,11.4697,10.48358,10.88539,10.41148,10.74952,11.0318,10.87306
7896388,8.162143,8.458767,8.273953,7.380162,8.292919,7.949375,8.638639
7896389,4.105219,4.808595,4.475197,5.216014,4.631827,4.26223,3.605405
7896390,5.310544,3.117815,5.190592,4.750604,4.786203,5.285482,5.752211
7896391,5.190207,4.464153,5.526507,4.542815,6.038033,5.135637,6.340882
7896392,7.481422,7.292048,7.348642,7.941238,8.230742,7.232471,7.128887
7896393,7.027116,6.603593,6.323943,7.038975,6.831211,6.81436,6.093208
7896394,7.547266,8.02208,7.472979,7.538501,7.18841,7.624247,6.3584
7896395,9.250242,9.158417,9.550066,9.366491,9.534947,9.301989,9.400597
7896396,2.52237,3.399959,2.872348,2.163327,3.656824,1.98596,2.165184
7896397,11.84786,11.97323,11.99216,11.30255,11.65816,12.05614,11.74398
7896398,8.076412,8.403417,8.305011,8.520034,8.638668,8.334535,8.53146
7896399,6.030531,5.474103,6.25909,6.388047,6.01157,6.27247,5.904014
7896400,4.270713,4.533541,5.512503,5.139419,4.161012,4.040824,3.437496
7896401,6.783065,6.141899,5.399047,6.855033,7.498954,6.424804,5.442736
7896402,6.779908,6.854426,6.696301,7.364224,6.988781,7.19157,6.73243
7896403,12.01496,11.82048,12.08732,12.32533,12.05163,12.06017,11.76357
7896404,9.144672,9.153892,9.583425,9.255075,9.323402,9.214539,9.38301
7896405,7.867504,7.09109,7.048559,7.446424,7.44355,7.329883,7.035154
7896406,7.898272,7.810368,7.395409,8.034858,8.399265,8.12886,8.149714
7896407,5.466504,4.453962,4.02817,5.583469,5.858473,3.626378,4.417387
7896408,6.309999,6.791477,6.993615,7.027583,6.654078,7.080068,6.86485
7896409,6.038646,5.497284,5.402407,5.846709,6.069314,5.46341,4.999529
7896410,5.183289,3.800721,3.350918,6.327347,4.858357,3.453099,4.743416
7896411,6.468759,6.826181,6.356893,6.979207,6.157468,6.089958,6.455252
7896412,10.46159,10.14285,10.69724,10.68623,10.02383,10.59973,10.36215
7896413,8.671236,8.857627,9.581715,9.446233,9.231643,8.975737,9.16214
7896414,3.846182,3.055948,4.206597,4.718572,3.628656,3.866052,3.935249
7896415,6.092085,6.006133,6.230203,5.862194,6.621346,6.372536,6.997897
7896416,7.145406,7.356862,7.370889,7.396128,7.192485,7.267898,7.162999
7896417,6.168935,6.073489,6.476193,6.123874,6.36725,6.272107,5.955971
7896418,8.058852,7.545841,7.579836,7.730427,6.92078,7.081821,7.170224
7896419,3.491428,3.750945,3.813661,3.385404,3.618974,3.561055,3.769482
7896420,7.991453,8.127978,8.279632,8.114019,8.670891,8.109512,8.142466
7896421,11.54973,11.5814,11.16459,11.38535,11.76921,11.36532,11.11747
7896422,10.37731,10.57239,10.71324,10.72315,10.6708,10.7731,10.64395
7896423,8.533843,8.174246,7.864508,8.609599,8.073445,7.82905,8.448245
7896424,5.907208,6.038011,6.699838,6.021334,6.441695,5.85478,5.949054
7896425,8.243263,8.594799,8.532191,8.701797,8.3104,8.630535,8.89618
7896426,5.746911,6.705796,5.139699,6.10737,5.574,6.302038,5.188586
7896427,11.00709,10.99354,10.65814,11.17919,10.42741,10.95854,10.98539
7896429,4.54185,4.853429,3.835058,5.830043,4.094901,4.368672,4.531941
7896430,8.407618,8.033466,8.020015,8.508748,8.390167,8.089302,7.818739
7896431,2.92258,3.709078,3.363532,3.29523,2.712208,2.283188,2.842638
7896432,8.179942,8.386406,8.383356,8.419295,9.093259,8.134562,8.421861
7896433,6.201785,6.36689,5.716367,6.392467,6.480543,5.960792,5.076943
7896434,11.50719,11.63259,11.61887,11.34977,11.95588,10.97264,11.23934
7896435,6.470755,5.968237,5.769014,6.31633,6.622726,5.463387,5.463646
7896436,4.095494,4.911242,4.373321,4.698686,4.491437,4.224239,4.270713
7896437,6.896934,7.201409,6.942137,6.953397,6.142392,6.440692,6.473611
7896438,11.98886,11.57549,11.55474,12.01672,11.79454,11.277,11.53325
7896439,7.553499,7.840931,7.942043,7.72002,7.660501,7.609153,8.022083
7896440,5.898017,5.126412,5.685464,6.330846,6.481712,6.199547,5.764286
7896441,5.265358,3.206604,3.215952,4.484165,4.691973,4.328316,4.051708
7896442,4.897427,4.071587,4.284869,4.05542,3.663979,3.522688,4.155775
7896443,9.863176,11.28678,10.12873,9.81655,10.11395,9.960869,10.13928
7896444,9.063666,9.033045,8.768368,9.157894,8.104021,8.7803,8.445689
7896445,8.807013,8.535919,8.731596,9.04902,8.792506,8.365269,8.480917
7896446,7.387218,6.225538,7.204261,7.181926,7.511836,6.203513,6.086111
7896447,7.842947,8.691248,8.1546,8.536545,8.078106,8.316883,7.261498
7896448,9.329699,9.119101,9.208164,9.523903,9.431048,9.149969,8.947826
7896449,5.495767,5.313177,6.06362,6.052719,6.447083,5.560646,5.513545
7896450,6.918502,7.028244,6.867526,7.626355,7.363649,7.459137,7.176877
7896451,3.755297,4.226329,4.063809,3.719001,3.712535,3.493265,3.512655
7896452,6.066934,6.590961,5.759004,6.026584,6.188559,5.777477,6.03896
7896453,6.138114,4.273748,4.909643,6.18796,6.352447,5.586122,5.23771
7896454,3.113701,2.939409,3.347853,3.65415,2.81712,3.067335,1.908457
7896455,2.069156,1.940828,1.897861,1.998968,2.159906,2.069895,1.869562
7896456,8.885586,8.659037,8.603971,8.657057,9.225268,8.185855,8.604435
7896457,7.426968,6.462987,7.400363,7.248471,6.351311,7.432447,7.4695
7896458,11.80454,11.86893,11.91055,11.955,12.07563,11.99926,11.88766
7896459,4.174623,4.46284,4.475322,4.257473,4.952541,4.747143,3.702552
7896460,6.125779,3.422322,2.494996,1.809812,1.963904,2.315042,1.750085
7896461,5.70821,6.48628,4.914513,6.425929,6.059338,5.568359,5.550244
7896462,8.592839,8.917877,8.826842,9.328138,9.187911,8.943607,9.151405
7896463,3.880621,6.142251,5.834844,5.838183,5.493889,5.037244,5.007951
7896464,9.373724,8.868657,9.016727,8.764469,8.672166,8.898285,8.799183
7896465,2.350361,2.452094,2.809224,2.804474,2.832153,2.330646,2.7058
7896466,9.021136,9.714874,9.672872,9.966459,9.861167,9.376629,9.354166
7896467,6.217257,6.61061,6.103166,5.052664,6.521828,6.513907,6.396156
7896468,8.396896,8.497706,8.332838,8.420579,8.86207,8.508118,8.768506
7896469,2.54334,3.079075,2.546918,2.594799,2.24891,3.368092,2.459298
7896470,6.009597,6.069368,5.524906,5.504243,5.284611,6.391839,4.621648
7896471,5.647603,5.632018,5.504487,5.850506,4.893898,6.03884,5.8521
7896472,9.225225,10.17206,9.677049,9.272201,9.720354,9.460147,9.544119
7896473,2.564353,2.109941,1.99464,2.136616,2.419941,2.322953,2.084661
7896474,9.129236,8.8046,9.285332,9.480536,9.92149,9.030764,9.231721
7896475,5.339643,5.307828,3.324326,3.586071,3.921924,3.534106,3.508834
7896476,8.846079,7.954405,8.037522,8.186662,8.234377,8.13802,8.242359
7896477,7.459598,7.940999,7.899664,7.974548,7.974443,7.250552,8.029072
7896478,5.329559,5.409311,5.540174,6.546041,6.247223,5.740379,4.817005
7896479,6.000559,5.289538,5.556072,6.199377,5.012807,5.833972,5.884065
7896480,6.313104,6.163669,6.021996,5.582937,6.747155,6.072301,6.757895
7896481,9.893772,9.822786,10.09331,10.16569,9.93184,9.942674,9.854964
7896482,9.962472,9.61062,9.320169,9.610816,9.221377,9.161772,9.376798
7896483,9.913655,9.906234,9.717381,9.767938,9.911032,9.937014,9.59676
7896484,10.69285,10.46598,10.62725,10.94518,10.91164,10.55106,10.58014
7896485,9.396665,10.48415,9.543605,9.427511,9.092277,9.382364,9.295167
7896486,5.631142,4.796596,4.384913,5.491762,5.861176,5.04847,5.462766
7896487,4.896677,2.967278,3.184466,5.035751,4.780203,4.115718,3.738276
7896488,10.52304,10.56432,10.85177,10.80358,10.62088,10.50847,10.32188
7896489,4.883044,2.624076,5.648275,3.343607,5.505964,4.083891,5.2842
7896490,7.636286,7.850099,7.349197,7.68744,8.381202,8.122034,7.573768
7896491,10.37989,10.34814,10.48294,10.1914,10.29297,10.75088,10.4839
7896492,6.185696,5.326088,5.750307,5.649595,5.79727,5.725833,5.355704
7896493,10.19994,10.17407,10.23514,10.0658,10.49001,10.14178,10.2602
7896494,9.127976,9.251003,9.476356,9.550194,9.209839,9.408328,9.535275
7896495,2.076129,1.815007,1.76289,2.121965,1.735834,1.743411,1.771455
7896496,11.81512,11.72491,11.88315,11.9886,11.83012,11.75847,11.76852
7896497,9.941846,9.957498,10.36178,10.31897,10.16891,10.07599,9.575059
7896498,10.73343,10.26164,10.26381,10.28387,10.11044,10.48969,10.38524
7896499,8.083262,7.200117,7.765055,7.91682,7.631382,7.528301,7.324871
7896500,8.32204,8.100116,8.448532,8.730835,8.209037,8.269513,8.625373
7896501,10.65236,10.47375,10.7024,10.75219,10.9343,10.23163,10.3971
7896502,7.369863,7.409006,7.271888,7.665822,8.005373,6.550996,6.966821
7896503,6.924942,6.769157,6.710297,6.282928,6.385249,7.147213,6.596295
7896504,7.154224,5.88804,6.459717,6.970723,6.18021,6.252646,7.297881
7896505,5.718197,5.656476,5.141297,4.976526,4.249654,5.53456,5.424326
7896506,5.368687,5.528433,6.659787,5.771158,5.312118,5.934078,6.02661
7896507,3.610614,4.133911,3.223807,3.840495,3.54815,4.189545,4.499913
7896508,10.53978,10.65584,10.41492,10.80964,11.23844,9.99369,10.2806
7896509,5.448331,5.231185,5.080794,5.095948,4.8403,5.403311,5.907674
7896510,6.569419,5.947799,5.908784,6.51731,6.053638,5.239233,7.104433
7896511,10.05985,10.0178,10.14822,10.2272,9.487978,10.41574,10.55896
7896512,10.16478,10.51916,10.58108,10.17886,10.29833,10.66974,10.10919
7896513,4.13986,4.585738,3.790646,5.172734,5.144377,3.877272,4.164618
7896514,6.811347,6.941582,7.345461,7.420642,7.568186,7.21629,7.541331
7896515,3.703928,1.800645,2.088735,1.893935,2.630326,1.94259,1.750085
7896516,5.31454,4.755636,4.547357,5.844332,5.845063,4.952162,5.070598
7896517,9.646361,9.919323,9.862597,9.347744,9.665949,9.80135,9.536581
7896518,6.073062,5.716874,4.909643,6.116705,5.276116,6.243807,5.962951
7896519,4.503431,3.886866,4.807929,4.308522,4.509486,5.428168,5.129855
7896520,9.51705,9.338196,9.26102,9.358799,9.289814,9.049953,9.067192
7896521,6.598811,6.459357,6.128376,6.580658,6.858404,6.981996,6.538924
7896522,10.11366,9.734758,9.78705,10.03677,9.950938,9.781497,9.395303
7896523,6.732144,6.90634,6.808569,6.84661,7.131537,6.956861,6.553556
7896524,3.424576,4.099342,3.913205,3.742053,3.193711,4.098699,4.274253
7896525,5.775739,6.614072,5.711842,5.927899,5.628872,5.377218,6.442066
7896526,5.033945,6.527643,4.893502,6.026032,6.714981,5.688257,5.896604
7896527,2.385104,2.871623,2.334061,4.455641,2.122742,2.71948,2.531792
7896528,10.98311,10.64025,10.55855,10.23064,10.43517,11.05332,10.68064
7896529,10.71158,12.08871,11.73185,10.9951,11.47826,11.58604,11.37334
7896530,2.570144,3.647778,2.417506,2.44881,2.161384,3.754364,2.101998
7896531,10.20013,10.962,10.34604,10.88194,10.6299,10.63581,10.14628
7896532,4.407448,3.885924,3.324822,3.309412,3.835595,3.293362,2.67821
7896533,11.63069,11.50133,11.37529,11.6689,11.4694,11.51908,11.45949
7896534,10.17967,9.787886,10.18805,10.21385,10.26597,9.972869,9.727075
7896535,3.63194,3.936143,4.754908,5.04641,3.376812,5.763384,3.453971
7896536,3.867773,3.779774,2.447295,3.425196,4.436047,3.322799,4.14306
7896537,6.215182,6.302505,6.918905,6.066546,6.834531,6.048544,6.128403
7896538,5.186223,4.556099,4.454906,4.469427,5.23453,3.152838,3.557467
7896540,5.258979,6.49647,6.470688,6.367034,6.337336,6.145069,5.812947
7896541,12.76663,12.99105,13.09268,13.26561,13.21504,12.84615,12.95625
7896542,11.20288,11.5098,11.38515,11.33688,11.24899,11.36114,11.33282
7896544,11.57068,11.59291,11.54027,11.49427,11.35716,11.57778,11.24554
7896545,6.095465,6.562424,6.019157,5.809609,6.757243,6.221762,5.203661
7896546,9.467425,9.562007,9.413354,9.856298,9.689142,9.415014,9.610334
7896547,9.078199,9.234819,9.414439,9.238112,9.508451,9.230669,9.042043
7896548,7.710968,8.26685,7.340636,7.389676,7.964886,7.87036,8.040939
7896549,10.77521,10.92946,10.85348,10.75492,10.69831,10.76708,10.41082
7896550,5.654919,5.297009,5.004889,5.411795,5.41083,5.267973,4.645077
7896551,3.017164,3.780912,3.40572,3.321221,3.540685,3.000942,3.045022
7896552,6.822847,7.564889,7.455204,7.236118,6.934226,7.416125,7.150471
7896553,6.902131,7.418784,6.725694,7.1573,6.933621,6.854088,7.193178
7896554,10.01397,10.41404,9.636372,9.526637,10.2931,10.07618,9.149419
7896555,5.842484,5.104019,4.650813,5.25549,4.342626,4.016763,4.876049
7896556,2.374806,2.423638,2.193333,2.07913,2.281732,2.052279,2.151109
7896557,3.285381,3.561345,3.2913,2.84549,2.771743,3.631968,3.452608
7896558,5.467203,5.247642,5.586357,5.083662,5.479672,4.98942,5.221987
7896559,6.188113,5.454466,5.863302,5.892664,6.590667,6.304093,5.138583
7896561,8.197888,9.521799,9.009081,8.895135,9.122409,9.197904,8.556552
7896562,5.180409,4.742647,5.962614,4.257397,6.221018,4.556975,4.90081
7896563,7.741922,6.979229,6.930307,6.880924,7.286061,7.519032,6.965883
7896564,4.259808,4.877113,4.937222,5.292165,5.298017,4.676807,4.248924
7896565,7.934186,8.122763,7.907059,8.670733,8.612927,7.633226,7.983312
7896566,8.362401,8.006233,7.599916,8.220942,8.302503,8.054124,7.761961
7896567,5.634687,6.237202,6.421374,6.638105,6.461589,6.264248,6.230996
7896568,4.355412,3.135773,3.893494,4.670924,4.75278,3.48774,2.842853
7896569,7.755265,7.918599,7.944537,8.110438,8.671956,8.061583,8.409875
7896570,3.656844,3.174193,4.176638,3.803097,3.062244,3.577588,4.23569
7896571,3.955692,3.922437,3.113262,3.915588,4.894241,2.604347,3.493084
7896572,4.722003,4.040413,4.948382,4.78324,4.605555,4.762343,4.319506
7896573,4.412207,4.7062,4.767944,4.265407,4.525845,4.554646,4.743605
7896574,7.101746,7.5522,7.845171,7.908195,7.218023,7.522622,7.439416
7896575,7.903651,7.489519,7.854619,7.689425,7.273858,7.577471,6.834572
7896576,5.598595,5.799274,4.26421,5.222207,5.221669,5.172913,5.056708
7896577,7.214258,7.044767,7.130413,6.675067,6.827655,6.470121,7.279435
7896578,4.094293,4.346653,4.609113,4.746948,4.131546,5.432274,4.611303
7896579,6.752451,6.61217,6.582461,6.679945,5.447938,6.878886,5.495155
7896580,8.440235,8.137274,8.31535,8.570173,9.079219,8.118053,8.049446
7896581,5.637795,5.508492,5.408682,6.983891,5.919188,5.92164,6.08703
7896582,7.764884,7.957713,7.79819,7.462613,8.264175,7.497045,8.033673
7896583,3.187974,3.305323,3.076948,2.751156,2.840763,2.758599,2.85657
7896584,9.819723,9.673223,9.803854,10.06924,9.627074,9.530071,9.673118
7896585,6.905169,7.286061,6.792027,6.624356,6.468312,6.039931,5.785177
7896586,11.39213,11.59239,11.4991,11.17509,11.2932,11.50268,11.52858
7896587,2.45491,2.102364,2.120384,2.180602,2.386163,2.426469,2.063661
7896588,7.058619,7.442838,6.359035,7.522223,6.774397,7.215462,6.054275
7896589,4.693599,4.290523,4.888524,4.870975,3.572981,5.464286,5.185201
7896590,3.62179,3.31681,3.983644,3.319657,3.073938,2.724768,3.240993
7896591,5.066551,5.896254,5.424279,6.11152,6.015974,6.087411,5.519771
7896592,6.729463,7.513487,7.202123,6.908348,7.694305,7.13276,7.72418
7896593,6.074123,4.410505,5.463025,5.941678,6.307373,5.024665,4.297462
7896594,12.2405,11.91361,12.08516,12.15129,12.22421,11.86926,12.192
7896595,4.318018,2.920369,3.216512,3.449273,2.736746,3.153801,3.802488
7896596,9.72444,9.676089,9.595977,9.534064,9.043092,9.692923,9.156014
7896597,6.046765,4.813278,4.85587,5.529003,5.109431,4.861164,4.452477
7896598,6.453216,5.52766,5.898084,5.650177,6.107184,6.332863,5.196603
7896599,9.705969,9.624287,9.66109,9.806218,9.865813,9.494139,9.18483
7896600,9.244481,8.834725,9.145935,9.056813,9.303267,8.946829,8.938045
7896601,7.765003,7.433812,8.269138,8.205117,7.732955,8.090079,8.268473
7896602,10.51822,10.71763,10.58008,10.72826,10.43424,10.57984,10.46637
7896603,7.953487,8.476788,8.563196,8.445361,8.032989,8.068544,8.230947
7896604,5.182058,5.429708,5.443649,5.482807,6.095748,5.724896,5.574134
7896605,11.89543,12.08596,11.78299,11.51121,11.51019,11.92896,11.36068
7896606,10.36159,10.32138,10.44906,10.10845,10.06835,10.60466,10.66263
7896607,6.158383,6.145507,5.440142,5.05819,5.970487,5.774611,5.768417
7896608,7.109324,7.254818,6.905008,7.758948,6.584809,7.631311,7.584908
