"","preEGCG_Means","Post_EGCG_Means","Post_EGCG_Quercentin_Means","MI_Male_Means","HealthyMale_Means","Fold_Change_Post_EGCG_to_Overweight_Females","Fold_Change_MI_Males_to_Healthy_Males","Fold_Change_MI_Males_to_Overweight_Females","Fold_Change_Overweight_Females_to_Healthy_Males","Fold_Change_MI_Males_to_Post_EGCG_Females"
"TGFBRAP1",8.31832635714286,8.362432,8.31079942857143,7.15986047,7.18101044916667,1.00530222558763,0.997054734940662,0.860733296891135,1.15837825554316,0.856193565460383
"TGIF1",6.07013107142857,6.103059,6.04596685714286,5.29758075866667,5.32156004766667,1.00542458279466,0.995493936216972,0.872729220560293,1.14066758940174,0.868020571104862
"TGIF2",7.89960971428571,7.930709,7.86684714285714,6.2923494865,6.35714929616667,1.00393681293622,0.989806781837617,0.796539286633474,1.24263397731577,0.793415757216662
"TGIF2LY",3.88011728571429,3.88982078571429,3.83695857142857,2.9128462105,2.86664678866667,1.00250082646618,1.01611618913637,0.750710866711282,1.35353867140325,0.748838152440772
"TGM1",5.47399678571429,5.40968557142857,5.311437,4.82272052383333,4.79722356666667,0.988251506750323,1.00531494036339,0.881023630927109,1.1410760223372,0.891497381900472
"TGM2",8.75089764285714,8.424576,8.88751142857143,5.02597456116667,4.95321920383333,0.962709923464423,1.01468849940601,0.574338172640962,1.76670914060996,0.596584868029758
"TGM3",6.28903742857143,6.17683342857143,6.28325471428571,4.14144036466667,4.0777778645,0.982158795956556,1.01561205692956,0.658517366402033,1.5422707262507,0.670479528476535
"TGM4",4.39746478571429,4.44070342857143,4.38905985714286,3.74071795283333,3.7324112575,1.0098326297001,1.00222555735696,0.850653304828163,1.17818334645678,0.842370586778121
"TGM5",5.46084671428571,5.49624042857143,5.38356071428571,3.77236498483333,3.73998893933333,1.00648136015119,1.00865672225912,0.690802211123182,1.46012376048875,0.686353705566304
"TGM6",5.7225865,5.80846214285714,5.65154214285714,5.19607060666667,5.14142502033333,1.01500643858457,1.01062849037324,0.907993370946279,1.11303509773425,0.89456907506171
"TGM7",4.39359135714286,4.45411528571429,4.42683885714286,3.64575630333333,3.59252668633333,1.01377550246521,1.01481676314403,0.829789574628114,1.22298085463274,0.818514131196017
"TGOLN2",10.4543242857143,10.4510742857143,10.4183528571429,8.71027064833333,8.63147023933333,0.999689123858111,1.00912943065492,0.83317394891182,1.21118696998737,0.833433043360863
"TGS1",7.69883614285714,7.75940371428571,7.738,6.86893985783333,7.00533422766667,1.00786710748283,0.980529926852788,0.8922049684362,1.09899626379732,0.885240684820541
"TH",5.52483221428571,5.59423185714286,5.553544,5.35455163666667,5.29636700366667,1.01256140280201,1.01098576306357,0.969179049966669,1.04313621213577,0.957155830041231
"THADA",8.530414,8.54892271428571,8.56318942857143,6.33537867566667,6.38821262333333,1.0021697322411,0.991729463187609,0.74268126677869,1.335336580508,0.741073336068404
"THAP1",7.58271128571429,7.57861685714286,7.64521971428571,6.17000393033333,6.32436593666667,0.999460031060507,0.975592492926698,0.813693637783298,1.19896782723342,0.814133244447909
"THAP10",4.737912,4.77232528571429,4.68925371428571,3.39946404233333,3.43856067966667,1.00726338642725,0.988629941136554,0.717502571245167,1.37787651327976,0.712328652975406
"THAP11",7.71857964285714,7.69190785714286,7.75160128571429,5.51389472516667,5.46819314683333,0.996544469714844,1.00835771105851,0.714366500094262,1.41154114999157,0.716843574776622
"THAP2",4.942653,5.05495985714286,5.01022971428571,5.1084520375,5.12876608166667,1.02272197889329,0.996039194643857,1.03354454328475,0.963711918480363,1.01058211773562
"THAP3",5.92498578571429,5.86663871428571,5.87722714285714,5.40712483833333,5.3953363955,0.990152369383019,1.00218493194292,0.912597098776242,1.09816800128645,0.921673397948739
"THAP4",7.26490414285714,7.20995871428571,7.24829314285714,6.400974424,6.3840819975,0.992436868058961,1.00264602279648,0.881081745626808,1.13797162155844,0.887796265922744
"THAP5",8.17585435714286,8.27673107142857,8.20416,6.30601918466667,6.49272793616667,1.01233836977509,0.971243404415582,0.771297886337395,1.25923255025066,0.761897315527765
"THAP6",7.97969585714286,8.101222,8.06141414285714,5.70122449833333,5.829642846,1.01522942039807,0.97797148966771,0.714466390749717,1.36881384811046,0.703748705853676
"THAP7",7.39334835714286,7.44496142857143,7.25684842857143,6.495821451,6.5423558815,1.00698101441125,0.992887205871575,0.878603460463791,1.13007431742581,0.872512438556239
"THAP8",6.9068385,6.86261885714286,6.85268485714286,5.25081430866667,5.22070421283333,0.993597701342352,1.00576743952652,0.760234122843132,1.3229706603607,0.765132731100378
"THAP9",5.40714921428571,5.44664228571429,5.41028971428571,3.86051168366667,3.90162499266667,1.00730386195451,0.989462516495749,0.713964333269587,1.38587107280909,0.708787447597248
"THBD",8.204313,8.17814442857143,8.28456285714286,6.3280380025,6.2129621895,0.996810388459269,1.01852189173056,0.771306263242273,1.32051552057816,0.773774302688048
"THBS1",8.37345135714286,8.01628428571428,8.38279371428571,8.0976103125,6.95077838666667,0.957345298110091,1.16499330895562,0.967057664411276,1.20467822326277,1.01014510262949
"THBS2",4.79252342857143,4.93677228571429,4.84755314285714,4.17873753883333,4.14256707116667,1.0300987275895,1.00873141389029,0.871928452956763,1.15689700280983,0.846451344520283
"THBS3",6.30566478571429,6.35818785714286,6.31449,5.14850772083333,5.09553750083333,1.00832950580366,1.01039541363229,0.816489283175576,1.23748766144554,0.809744511566993
"THBS4",4.47562771428571,4.411805,4.24547928571429,3.7670222295,3.73302263266667,0.985739941219419,1.00910779284749,0.841674614149895,1.19892863094928,0.853850573518095
"THEG",4.82892842857143,4.86400042857143,4.81764728571429,3.7653228915,3.73340785666667,1.00726289497117,1.00854849940286,0.779742948605663,1.29343715285447,0.774120592050582
"THEGL",6.04038792857143,5.82856128571429,6.05681771428571,2.7306903175,2.676398037,0.964931616087903,1.02028557776139,0.452072010902422,2.25690941521619,0.468501605051812
"THEM4",8.88356457142857,9.01114371428571,8.92989985714286,6.372817692,6.54671606133333,1.01436125575847,0.973437313043035,0.717371685741592,1.35694972688632,0.707215187556817
"THEM5",6.19792035714286,5.80049114285714,6.40678542857143,3.37685985716667,3.40356582083333,0.935877005288121,0.992153533948663,0.544837568503921,1.82100793209439,0.582167918888216
"THEM6",7.02848821428571,7.10277714285714,7.03764557142857,5.5363384055,5.481288324,1.01056968814722,1.01004327418044,0.787699749463498,1.28226938610604,0.779461088831652
"THEMIS",9.25504228571429,9.45657228571429,9.45962585714286,7.42480411133333,7.7078483095,1.02177515712825,0.963278442076005,0.802244212627095,1.20072968668926,0.785147502393623
"THEMIS2",10.6375757142857,10.5738457142857,10.6800871428571,8.245224241,8.22554641216667,0.994008973311991,1.00239228226884,0.775103694907393,1.29323636160527,0.77977534983893
"THG1L",6.69954778571429,6.70766985714286,6.70837842857143,5.709958684,5.66897570616667,1.00121233129285,1.00722934441027,0.85229016444596,1.18179158510533,0.851258157543276
"THNSL1",5.64536214285714,5.73238942857143,5.76645214285714,4.53752863583333,4.591195546,1.01541571355602,0.988310907337975,0.803762189388415,1.22960612030031,0.791559731308089
"THNSL2",5.53991071428571,5.55983385714286,5.53087814285714,4.54223988483333,4.5097418305,1.00359629313263,1.00720618952365,0.819912110337862,1.22843189754645,0.816974032236197
"THOC1",7.65241178571429,7.64006585714286,7.64695042857143,7.18632684516667,7.39925544483333,0.998386661758783,0.971222969492783,0.939093065872681,1.03421375877187,0.940610588905856
"THOC2",8.48558592857143,8.50927442857143,8.63560271428571,7.26244031516667,7.43474612733333,1.0027916163008,0.976824250725497,0.855856080687798,1.14134171944012,0.853473510124637
"THOC3",8.00630664285714,7.98364735714286,8.0192475,6.93117570666667,6.98861291816667,0.997169820402208,0.991781314522272,0.865714494316845,1.14562170442221,0.868171575798052
"THOC5",9.252957,9.184777,9.21361971428571,6.84761343583333,6.84358180783333,0.992631544705114,1.00058911080677,0.740045958911657,1.35206347492023,0.745539432893507
"THOC6",8.92625542857143,8.90587671428571,8.847552,6.68205975766667,6.644930784,0.997716991805938,1.00558756364416,0.74858486978521,1.34331804479657,0.750297805823893
"THOC7",7.39993328571429,7.38036771428571,7.57405957142857,6.30448301316667,6.2862100675,0.997355980023989,1.00290683026346,0.851964844782803,1.17716926514631,0.854223428591977
"THOP1",6.01239242857143,6.03062471428571,5.93351971428571,5.574321459,5.60179712233333,1.00303245104688,0.995095205568265,0.927138659896903,1.0732970682928,0.924335657265359
"THPO",5.2093295,5.33215542857143,5.21618028571429,3.90965649816667,3.85631949966667,1.02357806864999,1.01383106314314,0.750510502007345,1.35085526509157,0.73322253083949
"THRA",8.24219992857143,8.197711,8.14107814285714,6.89641046966667,6.93545863633333,0.994602299269979,0.994369778739348,0.83671962939899,1.18841454628428,0.841260501823823
"THRAP3",9.36155392857143,9.274982,9.44780728571429,8.3945648225,8.52306422233333,0.990752397600658,0.984923333148585,0.896706346676038,1.09837890274732,0.90507613087551
"THRB",5.04903792857143,5.10547985714286,5.05607971428571,4.04201620233333,4.014927254,1.01117874917359,1.00674705832001,0.800551760457259,1.25756647858094,0.791701527659211
"THRSP",4.96076542857143,4.97828571428571,5.02823657142857,4.22680522166667,4.17508368983333,1.00353177064438,1.01238814253216,0.852046983984058,1.18818347058558,0.849048339981253
"THSD1",5.42845164285714,5.36362028571429,5.398634,5.92466106616667,5.88898769383333,0.98805711804983,1.0060576408354,1.09140901604281,0.921797077032706,1.10460113702431
"THSD4",5.16695842857143,5.19607414285714,5.11798157142857,3.64369457566667,3.61498549283333,1.00563498133151,1.00794168687267,0.705191386003484,1.42931650453781,0.701239912189384
"THSD7A",4.83043642857143,4.81537885714286,4.82783885714286,3.20468113216667,3.15235022166667,0.996882772053575,1.01660060171624,0.663435111827863,1.53232860846836,0.665509657129683
"THSD7B",3.63073992857143,3.69259828571429,3.60993842857143,3.13220368783333,3.08913108283333,1.01703739688323,1.0139432752593,0.862690181465502,1.1753272461463,0.848238407072607
"THTPA",7.23837335714286,7.10467285714286,7.13505057142857,5.398506477,5.373920526,0.981528930133444,1.0045750492366,0.745817632033685,1.34694462304053,0.759852928565525
"THUMPD1",7.74582885714286,7.81421557142857,7.82962271428571,7.38301393933333,7.6221972765,1.0088288439555,0.968620159188992,0.95315996202589,1.01621993975727,0.944818308612849
"THUMPD2",6.36733414285714,6.51159628571429,6.533454,5.9162396165,5.94929264883333,1.02265660001823,0.994444208028695,0.92915488393786,1.07026742819683,0.908569781802899
"THUMPD3",7.57823278571429,7.593028,7.57953614285714,6.3148129785,6.3738081265,1.00195233040526,0.990744128654466,0.833283056493598,1.1889646872498,0.831659382594138
"THY1",5.26201085714286,5.19741471428571,5.19831428571429,4.53044754616667,4.5034777465,0.987724057473301,1.00598866058295,0.860972671695814,1.16843274316885,0.871673282817744
"THYN1",7.265823,7.285597,7.3394,5.94275530216667,6.14750478716667,1.0027215086302,0.966693887668469,0.817905322241771,1.18191416705651,0.815685427311814
"TIA1",9.82297821428572,9.87559485714286,9.78961557142857,7.31148397066667,7.49318575483333,1.00535648575303,0.975751063684834,0.744324563403129,1.31092148729259,0.740358841814819
"TIAL1",7.55572864285714,7.50282185714286,7.60474985714286,6.98084736583333,7.1808400565,0.992997791713405,0.972149123348648,0.923914515171574,1.0522067868672,0.93042957686479
"TIAM1",8.69890714285714,8.59273742857143,8.62903485714286,7.4766144415,7.30037482783333,0.987795051430927,1.02414117327164,0.859488935646268,1.19156993277822,0.870108565943113
"TIAM2",6.29486221428571,6.17699057142857,6.19259457142857,3.44172561516667,3.4267320955,0.981274944733558,1.0043754572137,0.546751540860725,1.83698697150914,0.557184858122698
"TICAM1",7.19457692857143,7.18366971428571,7.216566,6.19985180666667,6.118506945,0.998483967244494,1.01329488752696,0.861739594728015,1.17587133482798,0.863048003771306
"TICRR",4.755477,4.709882,4.63972057142857,3.240580571,3.2559958595,0.990412107975709,0.995265568764462,0.68144175042798,1.46052919143769,0.688038590138776
"TIE1",4.76831964285714,4.67238614285714,4.69472071428571,4.67594106466667,4.648227898,0.979881067716652,1.00596209292548,0.980626596975551,1.02583602772764,1.00076083647645
"TIFA",6.81790671428571,6.98158071428571,6.978818,6.1075814955,6.21650134683333,1.02400648862752,0.982478914544302,0.895814764186,1.09674338247489,0.874813562350238
"TIGD1",7.72436364285714,7.79684371428571,7.60159485714286,6.92003469733333,6.87969917683333,1.0093833064806,1.00586297735747,0.895871170401514,1.12277636627894,0.887543081651636
"TIGD2",4.76579314285714,4.84013442857143,4.86090014285714,3.93444180633333,4.09426308116667,1.01559893253565,0.96096458100885,0.825558661149651,1.1640173209141,0.812878622359789
"TIGD4",4.39592757142857,4.43629028571429,4.39632757142857,2.974856846,2.95329230416667,1.00918184242799,1.00730186504157,0.67673017757052,1.48848373905507,0.670573081202466
"TIGD5",6.31513657142857,6.28392728571429,6.300122,5.54663762433333,5.3595959545,0.995058018878724,1.03489846462704,0.878308420031303,1.17828594264205,0.882670561281463
"TIGD6",5.3732345,5.39657714285714,5.241941,5.2416824825,5.16572377216667,1.00434424420843,1.01470436935529,0.975517164289033,1.0401706976574,0.971297610270955
"TIGD7",5.30157857142857,5.50461071428571,5.35488942857143,3.95232597625,3.89461646608333,1.0382965450991,1.01481776464236,0.745499839906174,1.36125819258402,0.718002812804331
"TIGIT",7.33713907142857,7.38002757142857,7.35692828571429,6.15022162916667,6.15065322266667,1.00584539826525,0.999929829648271,0.838231573545627,1.1929040389384,0.833360250980222
"TIMD4",5.79639035714286,5.83431142857143,5.75881685714286,3.26066244766667,3.322067374,1.00654218730832,0.981516050272215,0.562533274462541,1.74481420891943,0.558876996469327
"TIMELESS",5.58766071428571,5.537819,5.64133842857143,5.09058418616667,5.13373101083333,0.991080039244637,0.991595425514969,0.911040316594709,1.0884210143645,0.91923990043132
"TIMM10",6.24017128571429,6.26672271428571,6.21673157142857,7.34394165083333,7.31689899266667,1.00425491983404,1.00369591792831,1.17688142113117,0.852843710425479,1.17189510142071
"TIMM10B",8.97530885714286,9.079425,9.00237714285714,7.8778180675,7.9615878965,1.01160028523969,0.989478251061346,0.877721111650722,1.1273264798205,0.867656053935133
"TIMM13",5.76746264285714,5.91125471428571,5.721127,6.657147598,6.63035332233333,1.02493159996565,1.00404115351989,1.15425933555802,0.869857511730231,1.12618182091049
"TIMM17A",5.96131092857143,6.05653442857143,6.05995871428571,5.867197218,5.857407133,1.01597358385445,1.0016714025127,0.984212581477614,1.01773887203197,0.96873835808177
"TIMM17B",6.66870085714286,6.61861814285714,6.66908814285714,6.7246215755,6.6890410385,0.992489884407984,1.00531922839092,1.00838554908296,0.996959178267846,1.01601594628287
"TIMM21",6.05956807142857,6.10697971428571,6.204969,5.63725148,5.74686063933333,1.00782426111866,0.98092712417922,0.930305826017562,1.05441360974633,0.923083380613349
"TIMM22",8.98078271428571,9.12655542857143,9.001557,7.28297149666667,7.341962628,1.01623162689972,0.99196520953289,0.810950640758925,1.22321280689114,0.797997837592344
"TIMM23",9.69057014285714,9.69040642857143,9.74214828571429,8.46445753233333,8.4798725755,0.999983105814901,0.998182160990107,0.873473635457087,1.14277308492289,0.873488392331669
"TIMM44",7.27472664285714,7.30726057142857,7.21728928571429,5.83258273816667,5.82665531883333,1.00447218571482,1.00101729362885,0.801759712015231,1.24852531079765,0.798190057840842
"TIMM50",8.02453535714286,8.08799014285714,8.08190714285714,6.73208153783333,6.754197834,1.00790759625201,0.996725548065036,0.83893723913135,1.18808118363784,0.832355309406346
"TIMM8A",6.683983,6.86675871428571,6.934728,5.0783076285,5.11884869533333,1.027345329018,0.992080041969146,0.759772672746176,1.30575904814173,0.739549449718542
"TIMM8B",7.533107,7.53882685714286,7.59228757142857,6.36108324066667,6.41052940533333,1.00075929588453,0.992286726798956,0.844416950491566,1.1751146471199,0.843776274638765
"TIMM9",6.21110871428571,6.20033742857143,6.24155142857143,4.67873519016667,4.78967695333333,0.998265803061939,0.976837318205886,0.75328502613478,1.29676986043143,0.754593640114948
"TIMMDC1",9.50017671428571,9.68907642857143,9.57335214285714,8.05054790133333,8.05054593066667,1.01988381058235,1.00000024478671,0.847410331770721,1.18006614658231,0.830889090480661
"TIMP1",11.1808214285714,11.1652371428571,11.1134414285714,6.92258525183333,6.61931722516667,0.998606159143685,1.04581560549986,0.619148181201016,1.68912004792003,0.620012379787385
"TIMP3",5.28432314285714,5.34282557142857,5.28952657142857,4.82422375583333,4.7725059035,1.01107094077895,1.01083662406691,0.912931254469983,1.10724287192223,0.902934915493306
"TIMP4",5.00223821428571,5.03215685714286,4.980813,3.36798561633333,3.26254275866667,1.00598105119658,1.03231922628035,0.673295727243621,1.53323299778913,0.669292653616842
"TINAG",3.35914421428571,3.28746028571429,3.29258257142857,2.74350756483333,2.71960385566667,0.978660062206748,1.00878940847096,0.816728127707584,1.23515938076293,0.8345370974534
"TINAGL1",5.43593378571429,5.36239328571429,5.33996285714286,4.950341263,4.905582869,0.986471413578792,1.00912397062597,0.910669897416625,1.10811170270219,0.923158932819788
"TINCR",4.66219107142857,4.61093014285714,4.53910228571429,6.13475332716667,6.16060172883333,0.989004970455721,0.995804240753678,1.31585197457102,0.756775275637154,1.33048064861059
"TINF2",9.90979914285714,9.944099,9.87478285714286,7.95136729516667,7.99703738733333,1.00346120608989,0.994289123589819,0.802374213699166,1.23918379555827,0.79960661042963
"TIPARP",8.7728655,8.85968,8.82112685714286,6.98445269583333,7.024135824,1.00989579744497,0.994350461158356,0.7961426851732,1.24896011691929,0.788341418181394
"TIPIN",6.04654314285714,6.114544,6.20635614285714,4.47225834533333,4.48613038266667,1.01124623698802,0.99690779443528,0.739638871280769,1.34783045232469,0.731413224818291
"TIPRL",7.73626828571429,7.734497,7.77743871428571,7.49642651516667,7.55319754683333,0.999771041327825,0.992483841271905,0.968997743913495,1.02423751500551,0.969219655158787
"TIRAP",7.54021292857143,7.571212,7.50770857142857,5.494410982,5.47442130133333,1.00411116658405,1.00365146918119,0.728681143894563,1.37735342486976,0.725697679843069
"TJAP1",8.96138107142857,8.96411914285714,8.95213735714286,6.070857989,6.05709605533333,1.00030554123374,1.00227203490599,0.677446694947012,1.47948472164941,0.677239770272066
"TJP1",4.07691942857143,4.00291557142857,3.92712428571429,2.7452610035,2.70777204533333,0.981848094268375,1.01384494615464,0.673366509100218,1.50563613196234,0.685815364954166
"TJP2",7.29273992857143,7.08893085714286,7.41459414285714,5.568107575,5.522331526,0.972053155134453,1.00828926129923,0.76351379996225,1.32059074943909,0.785465070432946
"TJP3",6.81796485714286,6.82440714285714,6.81369414285714,5.52746180383333,5.5260514175,1.000944898639,1.00025522497472,0.810720195784299,1.23378599691483,0.809954870529482
"TK1",6.02368678571429,5.825279,6.01748514285714,5.09994323716667,4.99522341883333,0.967062068003796,1.0209639909075,0.846648144000721,1.20588936282677,0.875484802902431
"TK2",8.22031164285714,8.207812,8.20216685714286,5.97682672983333,5.8916091455,0.998479419832215,1.01446422908051,0.727080309056988,1.39525746529466,0.728187576644461
"TKT",11.0475071428571,11.0332985714286,11.0308285714286,8.53516974,8.1780148405,0.998713866282704,1.04367256681062,0.772587845351023,1.35087883286131,0.773582776242668
"TKTL1",6.9624625,6.96830442857143,6.911425,5.29485028616667,5.34101274666667,1.00083906068743,0.991356983649064,0.760485286084725,1.30358470017606,0.759847727727958
"TKTL2",4.89653321428571,4.97933542857143,4.95966628571429,4.87444935033333,4.77168311783333,1.01691037529249,1.0215366842186,0.995489898059315,1.02616479203864,0.978935727519728
"TLCD1",4.72337792857143,4.69655342857143,4.685596,5.272950206,5.251713392,0.99432090753574,1.00404378769648,1.11635153607003,0.899397506300822,1.12272760997928
"TLCD2",6.47621471428571,6.44705128571429,6.41660085714286,5.32811373483333,5.3679130205,0.99549684038315,0.99258570593177,0.82272036519731,1.20646789349103,0.826441965281033
"TLDC2",5.94378171428571,5.95147771428571,5.94639871428571,5.416820242,5.3002199405,1.00129479855922,1.02199914396175,0.911342391491401,1.12142171098753,0.910163912568749
"TLE1",6.89236978571429,7.05590114285714,6.59391271428571,5.1306591605,5.27101639683333,1.02372643404621,0.973371883946775,0.744396966502616,1.30759786477899,0.727144422324268
"TLE2",6.29162957142857,6.227377,6.23863157142857,5.315359697,5.32552830866667,0.989787610554767,0.998090591002939,0.844830363366911,1.1814094690267,0.853547118955541
"TLE3",10.5832564285714,10.5427285714286,10.5571271428571,7.30163070033333,7.30525998383333,0.996170568348567,0.999503195846824,0.68992287483664,1.44871728754245,0.692575043629708
"TLE4",10.0754745,9.98779671428571,10.0238855714286,7.71782786566667,7.64652390133333,0.991297900092518,1.00932501686432,0.766001429080751,1.31765422171022,0.77272576589667
"TLE6",4.55248871428571,4.49529042857143,4.46970257142857,4.63424262783333,4.57449217983333,0.987435820426135,1.01306165704325,1.01795807055843,0.995189965425097,1.03091061667089
"TLK1",9.80594028571429,9.88634871428571,9.80326557142857,7.26852570783333,7.38889965483333,1.00819997126523,0.983708812864814,0.741236994724762,1.32711780424571,0.735208307727438
"TLL1",4.72105335714286,4.85615142857143,4.64974557142857,3.04617053183333,2.99961333533333,1.02861608654013,1.0155210659826,0.645231117166794,1.57388730791805,0.627280795633971
"TLL2",5.07587878571429,4.97633314285714,5.01564328571429,4.14863046016667,4.09631491166667,0.98038849092746,1.01277136881029,0.81732260270728,1.23913295124301,0.833672172073422
"TLN1",10.7461142857143,10.4887528571429,10.8010271428571,8.91169025783333,8.83596759933333,0.976050745252772,1.00856982075237,0.829294200758722,1.21617855259282,0.84964250556866
"TLN2",4.95111485714286,4.855923,4.934669,4.14270670733333,4.092504503,0.980773652017882,1.01226686599771,0.836721996331138,1.20980071091271,0.853124464150962
"TLR1",10.2312612142857,10.3124252857143,10.3164228571429,6.97774396683333,6.62718448583333,1.0079329488055,1.05289719665257,0.682002328030727,1.5438322618235,0.676634620228428
"TLR10",7.94895985714286,8.07070442857143,7.89817928571429,4.91558148466667,4.95509620633333,1.01531578641942,0.992025438049789,0.618393044248371,1.60419889466181,0.609064738793409
"TLR2",10.4747350714286,10.5577471428571,10.3877371428571,8.58785543533333,7.8886638275,1.00792498052337,1.08863245070679,0.819863736578692,1.32782120020294,0.813417419372796
"TLR3",6.27204878571429,6.31067885714286,6.50236271428571,3.4344615955,3.67979312133333,1.00615908337903,0.933330076516792,0.547582092046637,1.70445690257763,0.544230133278394
"TLR4",11.2488428571429,11.2886457142857,11.1588385714286,8.6098712985,8.2047568395,1.0035383956953,1.04937555943763,0.765400620120924,1.37101477559796,0.762701879075208
"TLR5",8.81503578571429,8.91979771428571,8.88305528571429,7.54098708683333,7.21826705016667,1.01188445868152,1.04470879705943,0.855468686701682,1.22121220016524,0.845421312050147
"TLR6",9.94711978571429,9.99178671428571,9.98761128571429,7.0649577365,6.79698858766667,1.00449043839158,1.03942468717979,0.710251599326918,1.46345983333908,0.707076515794609
"TLR7",7.57807521428571,7.500797,7.45187,7.217061853,6.79575762233333,0.989802395449965,1.06199518200621,0.952360810485867,1.11511852473687,0.962172666851269
"TLR8",10.0522695714286,10.0323832857143,10.1393997142857,8.76804506066667,8.26259176066667,0.998021711855915,1.06117369883941,0.872245317175729,1.21660005269552,0.873974290152172
"TLR9",7.41805078571429,7.40333128571429,7.32327942857143,6.8430742265,6.7631528495,0.998015718626739,1.01181717739913,0.922489535887031,1.09683323012028,0.92432365409672
"TLX1",4.59091407142857,4.575821,4.43982957142857,4.14196071283333,4.10673898816667,0.996712403849486,1.008576567629,0.902208285406758,1.11789770050082,0.905184165384382
"TLX2",5.96652507142857,6.01006185714286,5.996478,4.664978646,4.64523286166667,1.00729684115848,1.00425076307719,0.781858550857151,1.28444046813357,0.77619478083337
"TLX3",4.42199642857143,4.55170171428571,4.49133071428571,4.56505495116667,4.58028144116667,1.02933183864108,0.996675643146478,1.0323515690042,0.965442077167441,1.00293368013089
"TM2D1",6.84159285714286,6.836369,6.86802428571429,5.22157202166667,5.27397349166667,0.999236456004919,0.99006413853183,0.763209990815979,1.29723686854952,0.763793180512443
"TM2D2",7.17734878571429,7.219774,7.089666,6.16486058533333,6.311853617,1.00591098684937,0.976711590511103,0.858932841274733,1.13712218648151,0.853885535105854
"TM2D3",8.44646428571428,8.41777685714286,8.48191171428572,7.06200089983333,7.1281456735,0.996603616898027,0.990720619822267,0.836089594527437,1.18494552056018,0.838938952609668
"TM4SF1",5.06175828571429,5.06488642857143,5.10931485714286,3.558998617,3.57692754,1.0006179953053,0.994987619178889,0.703115086914462,1.41511345396566,0.702680833458259
"TM4SF18",3.91454107142857,3.97731171428571,3.77781114285714,2.87086747933333,2.867877697,1.01603524952524,1.00104250691599,0.733385453607117,1.36496095196927,0.721811033573694
"TM4SF20",3.04554621428571,3.05780728571429,3.04229171428571,2.53638252483333,2.4933647905,1.00402590227364,1.01725288433415,0.83281695511168,1.22146034382517,0.829477559518877
"TM4SF4",3.80358457142857,3.86338428571429,3.83700142857143,3.3091965625,3.28677204516667,1.01572193628477,1.00682265670548,0.870020503121642,1.1572401490459,0.856553818561741
"TM4SF5",5.95605128571429,5.99219242857143,5.935296,4.19528523583333,4.1571888015,1.00606797039237,1.00916398945354,0.704373591593445,1.43271127920994,0.70012525229159
"TM6SF1",9.17505564285714,9.32278042857143,9.17153714285714,7.79037989216667,7.4122649775,1.01610069643875,1.05101206120052,0.849082577306389,1.23782078362122,0.83562837844937
"TM6SF2",5.36516457142857,5.46140685714286,5.291418,5.11895197466667,5.05181164016667,1.0179383659966,1.01329034795482,0.954109031795022,1.06202783349451,0.937295482385038
"TM7SF2",6.75349714285714,6.72670442857143,6.85982871428571,5.53247523866667,5.54826676416667,0.996032764400582,0.99715379123405,0.81920153686866,1.21722646547466,0.82246444710246
"TM7SF3",8.47948114285714,8.45491028571429,8.448698,7.062755369,7.075813938,0.997102315963808,0.99815447818238,0.832923058617738,1.19837536955556,0.835343620491571
"TM9SF1",8.1186395,8.12402971428572,8.19329842857143,6.01981136916667,5.90314958016667,1.00066393073442,1.01976263474535,0.741480314425424,1.37530641731948,0.740988349486354
"TM9SF2",11.532135,11.5362614285714,11.5553785714286,9.21784299316667,9.1076156135,1.00035782000223,1.01210277029075,0.799317992129529,1.26620791757024,0.799032082468
"TM9SF3",9.98376007142857,10.061366,10.0334802857143,8.49591814466667,8.6071875155,1.00777321650522,0.987072505318032,0.850973789822955,1.1599329111222,0.844410008011504
"TM9SF4",9.20395164285714,9.08609371428571,9.13025557142857,8.34708858783333,8.13910384416667,0.987194855737547,1.02555376459728,0.906902699158704,1.13083108645354,0.918666354355286
"TMA16",6.58123092857143,6.59652557142857,6.66540285714286,5.6081338245,5.65173607716667,1.0023239790585,0.992285157680518,0.852140562360929,1.16446182884583,0.85016479717602
"TMA7",9.31632178571429,9.30820235714286,9.48481507142857,7.55671766566667,7.77083729266667,0.999128472721511,0.972445745685338,0.811126734292733,1.19888262163282,0.811834270004654
"TMBIM1",11.9003021428571,11.9306071428571,11.93244,6.99538161266667,6.98162171716667,1.00254657399755,1.00197087382523,0.587832269188686,1.70451832324232,0.586339113249139
"TMBIM4",10.2501421428571,10.3556028571429,10.2863142857143,8.45869547,8.325696436,1.01028870749459,1.01597452357558,0.825227138522612,1.23114531278559,0.816823084729009
"TMBIM6",12.2157314285714,12.23508,12.2441471428571,6.45541399066667,6.45533200808333,1.00158390609205,1.00001269997937,0.528450877330856,1.89234750641407,0.527615184425984
"TMC1",4.2467315,4.35295471428571,4.21354371428571,3.10752575933333,3.06316491933333,1.02501293389651,1.01448202795743,0.731745286777214,1.3863868292551,0.713888832597987
"TMC2",4.01197814285714,4.07020028571429,4.07668242857143,3.3345663225,3.28203652483333,1.0145120787761,1.01600524469158,0.831152664287767,1.22240508675048,0.81926344858354
"TMC3",4.53411692857143,4.54149071428571,4.46064714285714,3.35809440866667,3.31888617333333,1.00162628927097,1.01181367280637,0.74062810059129,1.36615620174089,0.739425580702709
