"","preEGCG_Means","Post_EGCG_Means","Post_EGCG_Quercentin_Means","MI_Male_Means","HealthyMale_Means","Fold_Change_Post_EGCG_to_Overweight_Females","Fold_Change_MI_Males_to_Healthy_Males","Fold_Change_MI_Males_to_Overweight_Females","Fold_Change_Overweight_Females_to_Healthy_Males","Fold_Change_MI_Males_to_Post_EGCG_Females"
"CCR3",7.73182328571429,7.69402457142857,7.56925414285714,4.04362608616667,3.90688144533333,0.99511128062697,1.03500097014632,0.522984804067868,1.97902685144177,0.525554090531827
"CCR4",8.218699,8.17626271428571,8.08056871428571,7.08314736333333,7.096957536,0.994836617606474,0.998054071396564,0.861833164024297,1.15805948652079,0.866306234382309
"CCR5",6.04479278571429,5.97896814285714,5.98494871428571,3.5055556335,3.52250372116667,0.989110521205505,0.995188624623779,0.579929826839509,1.71605007807124,0.58631448600173
"CCR6",6.59530307142857,6.60104914285714,6.57418642857143,5.16232911733333,5.29592870816667,1.00087123690395,0.974773151566916,0.782728111418714,1.24535344693334,0.782046763417809
"CCR7",11.2363764285714,11.40624,11.1543814285714,8.90884465883333,9.17455525933333,1.01511729092634,0.971038312704074,0.792857440783159,1.22473254680553,0.781050079503266
"CCR8",6.42510364285714,6.54521085714286,6.27170357142857,3.72873942183333,3.7091164325,1.01869342830279,1.00529047542466,0.58033918658707,1.73224641495725,0.569689732419257
"CCR9",4.60554717857143,4.61318728571429,4.61313292857143,4.4074101455,4.420111485,1.00165889238491,0.997126466256993,0.95697861179377,1.04195271865896,0.955393716432991
"CCRL2",6.27332175,6.223944,6.40854857142857,4.5830559745,4.466944354,0.992128930737532,1.02599352293163,0.730562875162588,1.40438770954969,0.736358806329234
"CCS",7.71154478571429,7.56421342857143,7.710368,6.09962099316667,6.03577209866667,0.980894702522406,1.01057841373999,0.790972647201152,1.27764015268532,0.806378753159882
"CCSAP",7.68452842857143,7.71720871428571,7.68749785714286,6.66401925116667,6.63214208483333,1.00425273795498,1.00480646613501,0.867199505227873,1.15867970412527,0.863527150539621
"CCSER1",5.00630935714286,5.00647657142857,4.90025642857143,2.99856274883333,2.97929479416667,1.00003340070974,1.0064672870588,0.598956743365263,1.68036723554346,0.598936738453109
"CCSER2",9.2598525,9.35426485714286,9.26752485714286,7.96746377433333,8.17456982716667,1.01019588132131,0.974664593096378,0.860430959816404,1.13276327632882,0.851746652036416
"CCT2",7.20212378571429,7.20069714285714,7.22594528571429,7.69951896266667,7.789124884,0.999801913588325,0.988496021996336,1.06906229214485,0.924638376322417,1.06927410081458
"CCT3",10.2852019047619,10.3501830476191,10.3254803333333,7.52948109016667,7.55220313516667,1.00631792583742,0.996991335562176,0.732069351665389,1.36188099296073,0.727473229751112
"CCT4",7.98663557142857,8.07537657142857,8.10598857142857,7.7510773695,7.90361463933333,1.01111118683285,0.980700315388075,0.970505953374002,1.01050417256961,0.95984098090534
"CCT5",8.86268221428571,8.97641685714286,8.96212742857143,6.7942218595,6.79119753266667,1.01283298217258,1.00044533041762,0.766610118159086,1.30502494908371,0.756896874067696
"CCT6A",5.62592673214286,5.641019,5.728231,6.90548547966667,6.94855435966667,1.00268262787194,0.993801749576862,1.22743963944878,0.809654273527586,1.22415568528783
"CCT6B",4.49643678571429,4.661922,4.44123557142857,3.38184782066667,3.39741949483333,1.03680363411568,0.99541661717361,0.752117283492386,1.32348589644355,0.72541921994119
"CCT7",9.311135,9.36467,9.376006,6.874514114,6.99003413066667,1.00574956758762,0.983473611929896,0.73831107743578,1.33205858883438,0.734090375208096
"CCT8",6.93668092857143,6.92990142857143,6.91352128571429,7.29252923716667,7.35054822433333,0.99902265938569,0.992106848986502,1.0512995065305,0.943695724028879,1.05232798941413
"CCT8L2",7.06253528571429,7.13320271428571,7.00653714285714,3.091367857,2.97624530383333,1.0100059575935,1.03868046528907,0.437713615853085,2.37296814097209,0.433377261353992
"CCZ1",8.63610446428572,8.67542714285714,8.62168057142857,7.55846300933333,7.53329491166667,1.0045532888971,1.00334091495976,0.875216718439554,1.14639139520625,0.871249667004182
"CD101",8.24912614285714,8.16436385714286,8.04565671428571,7.14599135666667,6.65106601916667,0.989724695168145,1.07441293411819,0.866272527891252,1.24027127667734,0.875266154437099
"CD109",3.99097557142857,3.92786,3.92148857142857,3.12264988033333,3.09038244133333,0.984185427773496,1.01044124460728,0.782427710830507,1.29141801935254,0.795000300502902
"CD14",11.5009928571429,11.4621028571429,11.3471228571429,9.93681683616667,9.364404222,0.996618552808174,1.06112643160169,0.863996435750782,1.22816065864856,0.866927906686363
"CD151",8.50510185714286,8.57656942857143,8.54723514285714,6.7762411775,6.48799325766667,1.0084029060003,1.04442790064443,0.796726634356424,1.31089868921991,0.790087602500607
"CD160",7.47452507142857,7.62329,7.53357585714286,5.35544634133333,5.528079289,1.01990292722946,0.96877162235893,0.716493193902656,1.35210163976875,0.70251116530177
"CD163",6.85692078571429,6.64633528571429,6.65968642857143,7.89907096233333,7.26654208366667,0.969288619982495,1.08704675090074,1.15198515619289,0.943629130164524,1.18848517608067
"CD163L1",4.89605028571429,4.967994,4.93628871428571,3.722386831,3.60196743983333,1.01469423516658,1.03343156016209,0.760283619198355,1.35927111155142,0.749273616473772
"CD164",11.3245607142857,11.3862628571429,11.3367271428571,9.044267251,9.11878491416667,1.00544852417802,0.991828114834587,0.798641773326434,1.24189360982648,0.794313934648566
"CD164L2",5.28607271428571,5.28615128571429,5.24728842857143,5.51787921333333,5.48549955333333,1.00001486385694,1.00590277324521,1.04385230994291,0.963644726043878,1.04383679450213
"CD177",6.85191760714286,7.20726664285714,6.74663828571429,5.042635038,4.9792374515,1.05186125346047,1.01273238866745,0.735945078023596,1.37609778081154,0.699659841640183
"CD180",8.69889392857143,8.79119428571429,8.46132028571428,8.71647368633333,8.34170643016667,1.01061058542623,1.04492692943633,1.0020209187405,1.04281947601429,0.99150051779627
"CD19",7.24474771428571,7.32789328571429,7.18335557142857,5.486811939,5.56556362416667,1.0114766689894,0.985850186884089,0.757350311616885,1.30170962071617,0.748757074519156
"CD1A",5.51843692857143,5.49921357142857,5.51183057142857,4.82899764033333,4.80234858766667,0.99651652136435,1.00554917082344,0.875066201324407,1.14911211209111,0.878125131459273
"CD1B",3.98050785714286,3.87560142857143,4.07724214285714,3.0543148395,3.0915747345,0.973644963824609,0.987947923566523,0.767317877295269,1.28753408828289,0.788087964098475
"CD1C",7.34251771428571,7.32652885714286,7.202797,5.99465226333333,6.1438698275,0.997822428523156,0.975712772510451,0.816430071618356,1.19509656298715,0.818211786266147
"CD1D",8.89991242857143,8.78964371428571,8.808161,6.50122180466667,6.39076250316667,0.987610134911921,1.01728421318196,0.730481547638128,1.39262136938455,0.739645657548133
"CD1E",5.88358935714286,5.79022114285714,5.69832714285714,4.15349235083333,4.1628184785,0.984130739142702,0.997759660260269,0.705945316491346,1.41336678203247,0.717328794247714
"CD2",9.97506821428571,10.0502608571429,9.99504757142857,8.22491418283333,8.60440155066667,1.00753805801042,0.95589613460056,0.824547161597761,1.15929831442058,0.818378179406929
"CD200",7.23522314285714,7.438839,6.99845942857143,4.98359571333333,5.117969641,1.02814230509862,0.973744680587747,0.68879640820108,1.41369012525902,0.669942676986735
"CD200R1",7.82250021428571,7.99223785714286,7.81948,6.18333778116667,6.37802297316667,1.02169864342697,0.969475620765389,0.790455431356135,1.22647727159281,0.773667887729401
"CD200R1L",3.87407628571429,3.87263128571429,3.86289685714286,2.63883167483333,2.60317303966667,0.999627007861118,1.01369814246817,0.681151190688748,1.48821312555171,0.681405349527514
"CD207",4.62977985714286,4.60147728571429,4.39877357142857,4.09561711016667,4.09131589316667,0.993886842938136,1.00105130405774,0.884624590486289,1.13161143701359,0.890065701917489
"CD209",5.18709457142857,5.06062171428571,5.09363242857143,5.35694033633333,5.24172977283333,0.975617784599592,1.02197949312403,1.03274391136809,0.989576875616915,1.05855379808594
"CD22",8.7394775,8.85919328571429,8.55481257142857,8.07251068066667,8.0584317345,1.01369827723846,1.00174710745596,0.923683444538495,1.08451343734592,0.911201553044771
"CD226",9.69145592857143,9.81272185714286,9.7177,7.64075071233333,8.08366432833333,1.01251266367666,0.945208806549824,0.788400707659165,1.19889390936271,0.77865762665753
"CD244",8.40025871428571,8.30251357142857,8.33307571428571,6.90320903383333,7.00247414666667,0.988364031849291,0.985824279996722,0.821785288838014,1.19961295655542,0.831460132457878
"CD247",9.885636,9.93948742857143,9.865333,7.38294541,7.78271778033333,1.00544744198263,0.948633320439353,0.746835652253431,1.27020358170775,0.742789350362016
"CD248",5.744267,5.94105942857143,5.86007828571429,3.72660458433333,3.7004665825,1.0342589278269,1.00706343409692,0.648751979031151,1.55230884320518,0.627262633733563
"CD27",10.4239150714286,10.6595371428571,10.4203757142857,8.53884900216667,8.65810786183333,1.02260398994178,0.986225759534323,0.819159494648148,1.20394839585902,0.801052511730165
"CD274",7.28439278571429,7.41349242857143,7.71725814285714,4.39763956566667,4.58772470566667,1.01772277342187,0.958566576637606,0.603707089256781,1.58780076248183,0.593194045591558
"CD276",5.21677514285714,5.24086314285714,5.13549585714286,5.0735403685,5.03438285083333,1.00461741197203,1.00777801745058,0.972543425692162,1.03622932490993,0.968073431838191
"CD28",9.18319171428571,9.31734785714286,9.14264971428571,7.66248597216667,7.8951994975,1.0146088796827,0.9705246808004,0.834403354581678,1.16313612052407,0.82238917014271
"CD2AP",8.31121,8.31025685714286,8.40295485714286,6.56243938366667,6.74871871583333,0.999885318400433,0.972397822459303,0.789588926722664,1.23152413813023,0.789679488429542
"CD2BP2",7.90988321428571,7.94484057142857,7.90352342857143,6.07143951133333,6.08165607783333,1.00441945300529,0.998320101240641,0.767576378418326,1.30061337126839,0.764199036688991
"CD300A",9.85952485714286,9.76851942857143,9.85912657142857,8.80243494566667,8.74273066383333,0.990769795716322,1.00682901991712,0.892784903249129,1.12773974588162,0.901102261200494
"CD300C",9.28238264285714,9.24999342857143,9.22746057142857,7.04511437483333,6.7124749655,0.996510678827636,1.04955540408612,0.758976940069864,1.38285545801894,0.761634527552457
"CD300E",8.88605042857143,8.73089028571429,8.89123057142857,8.65411309416667,8.174232514,0.982538908134231,1.05870649988788,0.973898715040035,1.08708070309381,0.991206258579008
"CD300LB",8.72157471428571,8.76619414285714,8.70447257142857,7.55689610116667,7.2367321945,1.00511598306879,1.0442415026647,0.866460054373974,1.20518135532419,0.862049822079764
"CD300LD",5.73667035714286,5.72876,5.73370985714286,4.885936306,4.737211469,0.998621089124807,1.03139501750624,0.8517024688226,1.21098042480967,0.852878512278399
"CD300LF",9.24596285714286,9.09602771428571,9.22069114285714,6.969699734,6.78856897733333,0.983783717804867,1.02668172884027,0.753810051120381,1.36198996990598,0.766235542912186
"CD300LG",5.92174607142857,5.92705557142857,5.96174242857143,4.5758892065,4.49719778816667,1.00089661054965,1.01749787802093,0.772726346470325,1.3167635381771,0.772034132522414
"CD320",6.98140321428571,7.02619771428571,7.03774314285714,5.622341323,5.65573982,1.00641626025959,0.994094760709838,0.80533112762994,1.23439257046405,0.800196856340752
"CD33",9.18783157142857,9.14542057142857,9.09774714285714,7.23928090683333,6.92694397783333,0.995384003323278,1.0450901479786,0.787920506656363,1.32639033906297,0.791574411509269
"CD34",5.72105792857143,5.76583314285714,5.509881,3.5878926115,3.5268152915,1.00782638715509,1.01731798094082,0.62713796229571,1.62215978317883,0.62226785316269
"CD36",9.74507107142857,9.75132585714286,9.73377885714286,7.725334667,7.27149157616667,1.0006418409541,1.06241402964983,0.792742773282567,1.34017497914312,0.792234284873291
"CD37",11.6481042857143,11.70219,11.6015271428571,10.962017675,10.8830058733333,1.00464330615172,1.00726010833646,0.941098860905998,1.07030212252809,0.9367492473631
"CD38",8.44181314285714,8.70399842857143,8.41583721428571,6.635280442,6.92343313283333,1.03105793521812,0.958380086106875,0.786001813794505,1.21931027293715,0.762325556059301
"CD3D",9.47737614285714,9.51726242857143,9.58666171428571,7.8940366085,8.31785169916667,1.0042085789477,0.949047529819613,0.832934821780766,1.13940191357423,0.8294440410513
"CD3E",11.0762435714286,11.1498085714286,11.1170785714286,8.35594266366667,8.72404465,1.00664169215182,0.957806040534957,0.754402213149321,1.269622522098,0.749424764572083
"CD3EAP",5.91705207142857,5.948608,5.88061542857143,5.2913084615,5.25342943366667,1.00533304898968,1.00721034294105,0.894247405232401,1.12632179534174,0.889503638750444
"CD3G",10.8056581428571,10.9783985714286,10.88917,9.40200734116667,9.70399106533333,1.01598610897067,0.968880461437617,0.870100387858532,1.11352721474151,0.856409728613378
"CD4",9.82808578571429,9.75744771428571,9.77142514285714,8.88440698666667,8.86360883333333,0.992812631781129,1.00234646561287,0.903981424295328,1.10881312234288,0.910525707830252
"CD40",6.64028107142857,6.73757,6.62827728571429,5.583428018,5.62199833066667,1.01465132688284,0.993139394500301,0.840842120678304,1.18112469639263,0.828700557916281
"CD40LG",7.59318307142857,7.59278514285714,7.629896,6.622332209,7.08688332216667,0.999947593971107,0.934449165867649,0.872141781214039,1.07144180682053,0.872187489096793
"CD44",11.9151057142857,11.9056657142857,11.95093,8.60298610658333,8.58794052558333,0.999207728388957,1.00175194285,0.722023481190664,1.38742294253096,0.722595973466695
"CD46",11.35177,11.3474985714286,11.3831985714286,8.39961614183333,8.43861903033333,0.99962372136051,0.995378048427142,0.739938894272288,1.34521655251826,0.740217422276869
"CD47",10.9812714285714,11.1195985714286,10.9982928571429,9.515127437,9.68865046883333,1.01259664181484,0.982090072049609,0.866486863464941,1.13341599677852,0.855707818576182
"CD48",10.5893385714286,10.6831185714286,10.7702014285714,9.52361959216667,9.58855699316667,1.00885607721081,0.993227614849004,0.899359249676143,1.10437249097806,0.891464372363801
"CD5",9.79394757142857,9.791299,9.86948785714286,7.87773589616667,8.19206259133333,0.999729570593547,0.961630335259011,0.804347362359589,1.19554110606893,0.804564940378868
"CD52",10.2702515,10.2318397142857,10.3343824285714,7.79734778333333,8.0469601255,0.996259898239658,0.968980541934628,0.759216829630056,1.27628959754064,0.762067037900004
"CD53",12.5536092857143,12.5970571428571,12.5870157142857,10.2380722116667,10.2361133566667,1.00346098529546,1.00019136706792,0.815548100841196,1.2264038945542,0.812735236139814
"CD55",11.20196,11.1666357142857,11.2252457142857,8.15563904683333,7.98190477033333,0.996846597763758,1.02176601719751,0.728054648189543,1.40341939954418,0.730357759983131
"CD58",9.59156028571429,9.65789628571429,9.65812514285714,6.94010415833333,6.9484895095,1.00691608018132,0.998793212372962,0.723563627981357,1.38038062410552,0.718593775810054
"CD59",8.84274157142857,8.85052642857143,8.981656,5.78075610766667,5.82460899033333,1.00088036691788,0.992471102740212,0.653728943786466,1.51816913137074,0.653153928675376
"CD5L",4.72603771428571,4.83583528571429,4.77011842857143,3.58154679483333,3.54441731683333,1.0232324788896,1.01047548149132,0.757832884830172,1.33337507743249,0.740626299951469
"CD6",9.15855014285714,9.243769,9.29522814285714,7.30845129283333,7.60736003583333,1.00930484146656,0.96070795366697,0.797992168938801,1.20390649314837,0.790635431590007
"CD63",8.00228314285714,7.99620542857143,8.05669042857143,7.712823222,7.58012882366667,0.999240502469457,1.0175055597893,0.963827833170898,1.0556922354502,0.964560414423713
"CD68",11.0729264285714,11.0597414285714,11.0220985714286,10.6354891316667,10.4018459983333,0.99880925787008,1.02246169894948,0.960494879133669,1.06451551295276,0.961639944329196
"CD69",6.43010328571429,6.58891028571429,6.50277142857143,8.7928162715,9.2534596525,1.02469742598891,0.950219334357226,1.36744557292492,0.694886402187648,1.33448717469474
"CD7",9.36396235714286,9.51227414285714,9.38333842857143,7.11506724716667,7.1693813535,1.01583857132885,0.992424157168482,0.759835097130573,1.30610465470239,0.747988035280653
"CD70",5.37543157142857,5.44982357142857,5.411589,4.82032529016667,4.67244386066667,1.01383926090612,1.03164969637086,0.896732704363238,1.15045396621664,0.884491988958665
"CD72",7.63035721428571,7.73951842857143,7.46247114285714,5.38758796066667,5.5379319305,1.01430617351457,0.972851965007855,0.706072836351609,1.37783513955124,0.696114107148798
"CD74",11.9944892857143,12.0005885714286,11.9347871428571,10.4649937966667,10.4039499466667,1.00050850732941,1.00586737251841,0.872483483655343,1.15287841129582,0.872040044900973
"CD79A",10.1550219285714,10.4305484285714,9.92682742857143,8.9979626695,9.15162067333333,1.02713204382403,0.983209749473001,0.886060387933187,1.10964191928997,0.862654800092078
"CD79B",8.345803,8.54792,8.25066485714286,6.95512394866667,7.0655914185,1.02421780145062,0.984365431951798,0.833367855515721,1.18118958565139,0.813662733000153
"CD80",5.54552821428571,5.86424257142857,5.25249528571429,3.67186132416667,3.7032223105,1.05747231730276,0.991531432978136,0.662130131212329,1.49748725550775,0.626144174536112
"CD81",10.4247193571429,10.4465385714286,10.43724,6.7480309035,6.845371287,1.00209302653992,0.985780116312338,0.647310557945747,1.52288589180552,0.645958549557835
"CD82",9.62315878571428,9.61289385714286,9.50238842857143,6.98709542833333,6.8650764375,0.998933309862178,1.01777387214027,0.726070886277568,1.40175551915904,0.726846205957176
"CD83",6.77777778571429,6.76731128571429,6.86969114285714,6.97775967583333,6.80211096433333,0.99845576229689,1.02582267658099,1.02950552473711,0.99642270190142,1.03109778481201
"CD84",9.12126035714286,9.22767571428571,9.03492285714286,7.71645052766667,7.70876832933333,1.01166673825504,1.00099655327611,0.845985118890277,1.18323186888815,0.836229053402965
"CD86",8.64859078571429,8.56266461904762,8.65101614285714,7.9694981405,7.72091589483333,0.990064720508155,1.03219595305176,0.921479387562652,1.12015088669749,0.930726414622368
"CD8A",9.532483,9.65443742857143,9.55898028571429,6.94945336466667,7.18409167683333,1.01279356370963,0.967339181803136,0.729028665948491,1.32688771647216,0.719819607934937
"CD8B",7.47845514285714,7.51665,7.55839064285714,5.28874544383333,5.57052083533333,1.00510731914724,0.949416688343983,0.707197588647001,1.34250555090324,0.703604058168643
"CD9",8.43585228571429,8.38749842857143,8.40097171428571,7.1105320655,7.06201762966667,0.994268053125498,1.00686976985579,0.84289433061095,1.19453854805974,0.847753609261907
"CD93",9.86311578571429,9.81062614285714,9.79892185714286,9.48503906633333,9.11323686433333,0.994678188515928,1.04079803998677,0.961667618266373,1.08228458587703,0.966812813801812
"CD96",10.5154066428571,10.6579642857143,10.5756114285714,8.6758172935,9.0748225305,1.0135570261521,0.956031620931543,0.825057707054373,1.15874515534771,0.814021989652271
"CD99",9.88997464285714,9.87868014285714,9.87868685714286,8.25683924275,8.31969307241667,0.9988579849385,0.992445174465022,0.834869606942153,1.18874272846033,0.835824130688164
"CD99L2",7.65213935714286,7.62235957142857,7.601961,6.515732092,6.55548776783333,0.996108305883571,0.993935512163046,0.851491561757551,1.16728756549446,0.854818252923069
"CDA",10.6277035714286,10.7383928571429,10.6358857142857,7.89947737983333,7.51108896783333,1.01041516494795,1.05170866883128,0.743291090755504,1.41493512018595,0.735629389325126
"CDADC1",6.55529814285714,6.68724528571429,6.706319,6.2119195645,6.3973247035,1.0201283206319,0.971018332257144,0.947618160017436,1.02469367222688,0.928920549358387
"CDAN1",6.63116121428571,6.59575742857143,6.63491485714286,5.6928569745,5.72166958533333,0.994660997588475,0.994964300121911,0.858500764878964,1.15895563618069,0.863108905406337
"CDC123",9.36106092857143,9.38726171428571,9.40772385714286,7.02412132116667,7.06560194466667,1.00279891199451,0.994129215907597,0.750355261520406,1.32487805028946,0.748260944986463
"CDC14A",9.95480264285714,9.99792514285714,9.96121114285714,7.00290530933333,7.20409970983333,1.00433182872098,0.972072235448744,0.703470029549819,1.38182466148674,0.700435861368341
"CDC14B",6.03442071428571,5.94395028571429,6.06876028571429,4.646357753,4.80961345233333,0.985007603404707,0.96605637834489,0.769975772819477,1.25465814957711,0.781695258146266
"CDC14C",3.24834507142857,3.350466,3.22512271428571,3.66522668283333,3.6056896855,1.03143783259656,1.01651195819007,1.1283366151803,0.900894240702836,1.09394534456799
"CDC16",8.15706964285714,8.11887657142857,8.18593171428572,7.48115874583333,7.57727846133333,0.995317795102802,0.987314744206578,0.917138025465348,1.07651707463075,0.921452454661097
"CDC20",5.82125785714286,5.89569485714286,5.76164328571429,4.8629311915,4.83835573783333,1.01278709891002,1.00507929862918,0.83537464081462,1.20314796442597,0.824827490114821
"CDC20B",3.93666335714286,3.979435,3.94716985714286,3.17190413183333,3.13520229133333,1.01086494804783,1.01170637078234,0.80573415709476,1.25563296761584,0.797073989607402
"CDC20P1",5.44791928571429,5.62615314285714,5.57026185714286,3.76259471333333,3.62926637733333,1.03271595040151,1.03673699368906,0.690648028358226,1.50110758464559,0.668768627123179
"CDC23",7.73927485714286,7.82907185714286,7.84107785714286,7.01573923433333,7.22380052566667,1.01160276662317,0.971197807775272,0.90651118662083,1.0713577748506,0.89611378747693
"CDC25A",4.280566,4.19428671428571,4.26287071428571,3.339874648,3.28808700216667,0.97984395388033,1.01575008380229,0.780241362474028,1.30184085675937,0.796291449658034
"CDC25B",8.64699042857143,8.60948442857143,8.595435,7.4355271155,7.67954755383333,0.995662537120884,0.968224633466652,0.859897692373001,1.12597654587804,0.86364371492728
"CDC25C",4.3930885,4.320236,4.30795314285714,3.23183308466667,3.211531154,0.983416564451183,1.00632157363362,0.735663095488896,1.36791090895331,0.748068643626568
"CDC26",7.59848910714286,7.56403385714286,7.77168057142857,5.236016884,5.29723390433333,0.99546551301,0.988443587457361,0.689086581578165,1.43442582381099,0.692225468961318
"CDC27",8.95388928571429,8.83423442857143,9.09184771428571,7.4436008435,7.62970496083333,0.986636549400519,0.975607953611747,0.831325986504667,1.17355642605823,0.842585840763532
"CDC34",10.3654958571429,10.225589,10.3812925714286,5.94975224916667,5.91914004116667,0.986502637300608,1.00517173234407,0.573995912126739,1.75118273685916,0.581849343755814
"CDC37",9.34596635714286,9.36893128571429,9.41353028571429,7.89609104566667,7.92800310283333,1.0024572021441,0.995974767321262,0.844866196167281,1.17885503271344,0.842795277803627
"CDC37L1",6.81570992857143,6.91045857142857,6.87128814285714,5.64694801366667,6.03297279016667,1.01390150752454,0.936014169145733,0.82851941659,1.12974319056777,0.817159665353337
"CDC40",8.81148685714286,8.93049657142857,8.86315642857143,7.80217880066667,7.79721016583333,1.01350620119115,1.00063723238539,0.885455420539155,1.13008199980988,0.873655651537705
"CDC42",9.22071457142857,9.21350214285714,9.24493,9.27299591066667,9.26419278583333,0.999217801558051,1.000950231179,1.00566998781202,0.995306853450713,1.00645723709476
"CDC42BPA",5.84357057142857,5.68847528571429,6.01854128571429,3.34767079616667,3.24030068816667,0.973458815322159,1.03313584705028,0.572881041693019,1.80340379915014,0.588500543295638
"CDC42BPB",7.14283392857143,6.96324914285714,7.10611985714286,5.98588810233333,5.83287561366667,0.974858048288656,1.02623277072944,0.838027057914604,1.22458190465016,0.859640087483243
"CDC42BPG",5.90461414285714,5.85777314285714,5.94576157142857,5.56683488483333,5.50581221216667,0.992067051484361,1.01108331892101,0.942794016704305,1.07243289733152,0.950332959141893
"CDC42EP1",6.10086421428571,6.001875,6.11203985714286,6.0735610125,6.04309594033333,0.983774558684011,1.00504130208547,0.995524699316897,1.0095593838858,1.01194393626992
"CDC42EP2",9.02259014285714,8.999186,9.11077828571429,6.27555116566667,6.21278682783333,0.997406050536866,1.01010244509793,0.695537652304288,1.45226134307971,0.697346533971703
"CDC42EP3",10.5222342857143,10.6170357142857,10.4597571428571,7.95141222616667,7.52396006683333,1.00900962913363,1.05681212493639,0.755677169910771,1.39849682776731,0.7489295920393
"CDC42EP4",5.88858642857143,5.75698428571429,5.65191571428571,5.31181803483333,5.17076090033333,0.977651318452489,1.02727976350461,0.902053166624231,1.13882396461067,0.922673707485077
"CDC42EP5",6.31987907142857,6.41168071428571,6.36796542857143,6.33898889733333,6.37181791566667,1.01452585434303,0.994847778331421,1.00302376448802,0.991848661571073,0.988662595629502
"CDC42SE1",10.8481421428571,10.7995585714286,10.8236528571429,9.34730390066667,9.422867268,0.99552148462025,0.991980851986535,0.861650204945125,1.15125702552315,0.865526478591076
"CDC42SE2",11.3723628571429,11.4536914285714,11.3913214285714,9.75550879066667,9.94157943133333,1.00715142248362,0.98128359362294,0.857826022016111,1.14391912630101,0.851734905860255
"CDC45",5.15326192857143,5.17981642857143,5.267344,4.32791518633333,4.29412467383333,1.00515294979531,1.00786901058227,0.839839939502765,1.20007273192913,0.835534472314678
"CDC5L",8.70907621428571,8.80818371428571,8.768945,7.59025340966667,7.729594985,1.01137979477518,0.981972978454403,0.871533699201781,1.12671831204435,0.861727418032424
"CDC6",4.45856321428571,4.40241985714286,4.54206728571429,2.99359425883333,3.0195991915,0.987407746746091,0.991387952169324,0.671425774393315,1.47654139888377,0.679988360032555
"CDC7",5.28237892857143,5.22406157142857,5.40492771428571,5.05114843366667,5.11307808733333,0.988960020109986,0.987887989854863,0.956226068210655,1.0331113349623,0.966900631740714
"CDC73",9.54113514285714,9.55882357142857,9.60429157142857,8.06535493066667,8.16330921566667,1.00185391238114,0.988000664630955,0.845324461912135,1.16878276821197,0.843760204422446
"CDCA2",4.44679121428571,4.47162857142857,4.43823442857143,3.17456899916667,3.16718910266667,1.00558545610666,1.00233010921065,0.713901068475643,1.40401822251209,0.709935753486001
"CDCA3",5.43211671428571,5.40014114285714,5.33019385714286,3.69400152816667,3.65833040316667,0.994113607436954,1.00975065701259,0.680029852534641,1.48486225016298,0.68405647749648
"CDCA4",7.44253378571429,7.46669171428571,7.50851685714286,6.17438998116667,6.20483976733333,1.00324592796848,0.995092574940135,0.829608592844848,1.19947235783542,0.826924455626508
"CDCA5",5.42122371428571,5.42018428571429,5.37327485714286,5.10520263725,5.06639616875,0.999808266799859,1.00765958034221,0.941706689542631,1.07003549144544,0.941887280605113
"CDCA7",5.28053557142857,5.15939185714286,5.28422957142857,3.80861454783333,3.83487944683333,0.977058441772236,0.993151049631641,0.72125535304423,1.37697563760159,0.738190595575821
"CDCA7L",7.24994107142857,7.32165542857143,7.18036628571429,6.11733928483333,6.21913168483333,1.00989171586863,0.98363237745098,0.843777794131495,1.1657481202897,0.835513135589736
"CDCA8",6.03649785714286,5.95169171428571,6.03482742857143,3.97382390233333,3.947651303,0.985951101969365,1.00662991670856,0.658299563153359,1.52913654064518,0.667679727563014
"CDCP1",5.27727507142857,5.33582,5.20716057142857,4.55415836666667,4.5900040875,1.01109377998664,0.992190481718535,0.862975362289358,1.14973210716745,0.853506746229571
"CDCP2",5.05638964285714,5.11290314285714,4.926393,4.37083048166667,4.270017533,1.01117665053361,1.023609492909,0.864417260216701,1.18416133043479,0.854862757917258
"CDH1",6.92597321428571,6.60396614285714,7.00587885714286,4.18397461816667,4.15143352933333,0.953507317821503,1.00783851857519,0.60409916248834,1.66833291809876,0.633554825639447
"CDH10",3.69842671428571,3.65722457142857,3.75028285714286,2.61904550933333,2.60098773616667,0.988859548656733,1.00694265986555,0.708151252319503,1.4219316234595,0.716129255445281
"CDH11",5.11989164285714,5.12540414285714,5.088005,3.8888266815,3.81986044766667,1.00107668294263,1.01805464748731,0.759552536023956,1.34033473552276,0.758735618325736
"CDH12",3.56820942857143,3.53242857142857,3.67354528571429,2.812778359,2.7913603235,0.989972321451663,1.00767297411219,0.788288472217318,1.27830484603914,0.796273244348284
"CDH13",4.93510914285714,4.92508471428571,4.827842,3.09091178833333,3.02667920566667,0.997968752406228,1.02122213102281,0.626310725631464,1.63053591329317,0.627585507182816
"CDH15",5.13057107142857,5.24909242857143,5.10123157142857,5.54654001716667,5.50114674966667,1.02310100678712,1.00825160090535,1.08107653903375,0.932636649211266,1.05666647951867
"CDH16",4.79434892857143,4.84870471428571,4.83113314285714,4.943118286,4.85934635666667,1.01133746970112,1.01723934109336,1.03103014812752,0.986624244636098,1.01947191616683
"CDH17",3.49699235714286,3.495853,3.43178814285714,2.87969195916667,2.82840533116667,0.99967418941007,1.01813270093747,0.823476766623379,1.23638303131765,0.823745151517146
