"","preEGCG_Means","Post_EGCG_Means","Post_EGCG_Quercentin_Means","MI_Male_Means","HealthyMale_Means","Fold_Change_Post_EGCG_to_Overweight_Females","Fold_Change_MI_Males_to_Healthy_Males","Fold_Change_Overweight_Females_to_MI_Males","Fold_Change_Overweight_Females_to_Healthy_Males","Fold_Change_Post_EGCG_Females_to_MI_Males"
"TXNL4B",8.8080295,8.85684157142857,8.93580014285714,6.69215564633333,6.789401661,1.00554176974868,0.985676791634633,1.31617224187336,1.2973204326083,1.32346616538742
"TXNRD1",8.30150821428571,8.25417614285714,8.37289557142857,6.57602594233333,6.51502127366667,0.994298376848304,1.00936369446916,1.26238982131207,1.27421045389981,1.25519215028041
"TXNRD2",7.46237014285714,7.41661757142857,7.35120128571429,5.752072923,5.67229032733333,0.993868895464484,1.0140653230111,1.29733580271878,1.31558324983788,1.28938170129464
"TYK2",8.67145071428572,8.59006314285714,8.65646571428571,7.096130303,6.99058307366667,0.99061430732755,1.01509848723934,1.22199710884956,1.24044741660404,1.21052781953927
"TYMP",9.38901942857143,9.444607,9.41265642857143,7.65014805883333,7.4239261345,1.00592048742166,1.03047200635282,1.22729904785703,1.26469731224013,1.23456525643248
"TYMS",5.72364435714286,5.73780957142857,5.716125,4.76681036883333,4.79851077133333,1.0024748592683,0.993393699835086,1.20072835172248,1.19279597981448,1.20369998541244
"TYR",3.00976721428571,3.02339507142857,3.04952685714286,2.93140327483333,2.863179704,1.00452787746447,1.0238279038993,1.02673256870699,1.05119745368442,1.03138148796688
"TYRO3",5.02224228571429,5.10020285714286,4.872657,4.9261640625,4.89325316316667,1.01552306061584,1.0067257708187,1.01950365882973,1.02636060678785,1.03532947592382
"TYROBP",12.4548578571429,12.5265328571429,12.4793114285714,12.0885144266667,11.8711681816667,1.00575478265767,1.01830874954123,1.03030508278735,1.04916868049916,1.03623426460988
"TYRP1",3.54911407142857,3.523062,3.40028285714286,2.66749904366667,2.63634598383333,0.992659556468388,1.01181675699031,1.33050247191469,1.34622469630031,1.32073599365093
"TYSND1",7.03622535714286,7.01776642857143,6.943608,5.7336069035,5.805855761,0.997376586502777,0.987555864204323,1.22719005253878,1.21191873287788,1.22397062559129
"TYW1",6.456604,6.31799985714286,6.40580928571429,6.49609371516667,6.57902072066667,0.978532965184617,0.98739523570134,0.993921005930922,0.981392865919677,0.972584469092863
"TYW1B",6.84108992857143,7.136617,7.06204128571429,6.3370641065,6.41203106933333,1.04319882862442,0.988308390582841,1.07953617220859,1.06691465693143,1.12617087030568
"TYW3",7.16367971428571,7.28156557142857,7.21685357142857,4.15318755575,4.22197782541667,1.01645604798715,0.983706624593681,1.72486304028523,1.69675919924537,1.75324746924742
"TYW5",6.50696585714286,6.40220828571429,6.51757671428571,5.1443021855,5.24716146866667,0.983900703687637,0.980397156866452,1.26488795224428,1.24009255213492,1.24452414629916
"U2AF1L4",7.28921335714286,7.41018914285714,7.20656371428571,6.580200576,6.53089617,1.01659654887118,1.00754940895041,1.10774941781089,1.11611227118052,1.12613423516061
"U2AF2",9.40400871428571,9.378004,9.36107128571429,8.41460761283333,8.45232539666667,0.997234720311753,0.99553758497653,1.1175813712268,1.11259425932588,1.11449094616098
"U2SURP",9.05417414285714,9.14731314285714,9.12364142857143,7.51380447216667,7.76897770633333,1.01028685758971,0.967154850507726,1.20500529078131,1.16542671186662,1.21740100860243
"UACA",4.39775935714286,4.46286042857143,4.34430471428571,4.150318982,4.11497402083333,1.01480323640784,1.00858935220192,1.05961960423187,1.06872105021267,1.0753054037357
"UAP1",7.17311821428571,7.38834914285714,7.21891985714286,5.69870697533333,6.07417456116667,1.03000521142155,0.93818623715002,1.25872732978451,1.18092065712843,1.29649570943678
"UAP1L1",7.00088528571429,6.95505271428571,6.87396257142857,5.36708787783333,5.24138579733333,0.993453317750813,1.02398260409756,1.30441040748163,1.33569356586499,1.29587084702132
"UBA1",10.5621028571429,10.4304442857143,10.5592828571429,8.4100261005,8.357185998,0.987534814495812,1.00632271466887,1.25589418283909,1.26383484341147,1.24023922887637
"UBA2",9.43821592857143,9.51025257142857,9.46229628571429,8.044631409,8.207107514,1.00763244276273,0.980203000299089,1.17323161854406,1.15000515254264,1.18218624172002
"UBA3",9.6920885,9.77131328571429,9.74232714285714,8.45100684166667,8.426229045,1.00817417068718,1.00294055579718,1.1468560707127,1.15022846497997,1.15623066798834
"UBA5",7.4839945,7.57137257142857,7.49197614285714,5.63416283933333,5.73983522133333,1.01167532544667,0.981589648844405,1.3283241385486,1.30386922470947,1.34383275516482
"UBA52",11.5708642857143,11.5515642857143,11.5807185714286,10.3484354133333,10.4079011316667,0.998332017425541,0.994286483164942,1.11812692678219,1.11173848976228,1.11626191055228
"UBA6",8.19391407142857,8.21678342857143,8.26936657142857,7.15733279616667,7.28827831616667,1.00279101744826,0.982033408396392,1.14482787160841,1.1242592167828,1.14802310617332
"UBA7",9.2654335,9.20954971428571,9.20798742857143,7.64199148683333,7.6675762635,0.993968573006941,0.996663251099508,1.21243703502729,1.20839143708375,1.20512430956684
"UBAC1",8.09886557142857,8.05841914285714,8.079509,6.62183093783333,6.52204861566667,0.995005914320381,1.01529923004974,1.22305532223064,1.241767126969,1.21694727916051
"UBAC2",8.54357914285714,8.53112414285714,8.53982171428571,7.18999366366667,7.24188511766667,0.998542180063912,0.992834537809305,1.18825962059335,1.17974519120926,1.1865273520292
"UBALD1",9.68190478571429,9.57733142857143,9.68089742857143,6.3506826915,6.26346623683333,0.989199092590008,1.01392463076655,1.52454551046503,1.54577424378506,1.50807903556418
"UBALD2",9.6023865,9.56329471428571,9.75011257142857,7.9393867385,7.80243892683333,0.995928951025426,1.0175519235653,1.20946199199942,1.23069037643813,1.20453821299711
"UBAP1",9.35855285714286,9.28758657142857,9.437862,8.36112903116667,8.33979121466667,0.992416959459696,1.00255855523847,1.1192929593908,1.12215673225543,1.11080531550326
"UBAP2",8.79693528571429,8.71303214285714,8.81872242857143,7.1176694775,7.17697036816667,0.990462230295884,0.991737336560605,1.2359291638257,1.22571709711008,1.22414115609053
"UBAP2L",8.14023492857143,7.99319907142857,8.18890757142857,8.542271904,8.56510503516667,0.981937148198662,0.997334167990594,0.952935591380519,0.950395225178115,0.935722857017192
"UBASH3A",7.98353292857143,7.94842857142857,8.03555857142857,6.950057071,7.32180196566667,0.995602904446322,0.949227676955775,1.14870034116464,1.09037815636202,1.143649396002
"UBASH3B",8.21108328571429,8.16036385714286,8.21127642857143,7.16882230516667,7.04474819083333,0.993823052719527,1.01761228520485,1.14538803393082,1.16556093465464,1.13831303242955
"UBB",12.6329842857143,12.4460928571429,12.6127028571429,7.6308878645,7.771847133,0.985206074483704,0.98186283568272,1.65550647710141,1.6254802840979,1.63101503758743
"UBC",12.8405364285714,12.8508242857143,12.8462742857143,11.37542525,11.4150088066667,1.00080120150744,0.99653232359807,1.12879616773636,1.12488186790291,1.12970056092754
"UBD",4.63524607142857,4.73794485714286,4.66186264285714,3.76067836764286,3.66985753904762,1.02215605905959,1.02474778043259,1.23255583655081,1.26305885776468,1.25986441645967
"UBE2A",9.423547,9.48502114285714,9.41461242857143,7.05457985233333,7.0225054595,1.0065234611614,1.00456737171915,1.33580556138763,1.341906681931,1.34451963708653
"UBE2B",8.93593957142857,8.85986485714286,9.043975,7.0651507985,7.089918513,0.991486657482673,0.996506629172876,1.2647910605568,1.26037267636345,1.25402346104543
"UBE2C",6.35652821428571,6.31376342857143,6.31750957142857,4.56087758716667,4.49022317933333,0.993272304586304,1.01573516616246,1.3937072619909,1.41563747734015,1.38433082403637
"UBE2D1",10.2378596428571,10.3311071428571,10.4020685714286,8.35949290283333,8.2540224185,1.00910810494116,1.01277807097991,1.22469864641994,1.24034793265289,1.23585333021283
"UBE2D2",9.5472195,9.54143228571429,9.556324,6.98133312,7.113395239,0.999393832488537,0.98143472778288,1.36753530248389,1.34214663732676,1.36670634701274
"UBE2D3",8.67247314285714,8.68487185714286,8.695353,8.4236171905,8.43641378516667,1.00142966303631,0.998483171286694,1.02954264738405,1.02798100753492,1.03101454645132
"UBE2D4",8.16268142857143,8.24288257142857,8.18510342857143,6.60384269833333,6.57605990666667,1.00982534275764,1.00422483859043,1.23605025156513,1.24127236436765,1.24819486895242
"UBE2DNL",5.61724778571429,5.621621,5.49923842857143,4.66233278016667,4.60889381016667,1.00077853326977,1.01159474967336,1.20481485354494,1.21878438017455,1.20575284199234
"UBE2E1",7.85473057142857,7.867574,7.80040528571429,6.46339166683333,6.46324190466667,1.00163512019345,1.00002317136955,1.21526451997871,1.215292679322,1.2172516235357
"UBE2E2",7.95078014285714,8.019113,7.95601528571429,6.59408029483333,6.43982733383333,1.00859448455561,1.02395296535197,1.20574512098174,1.23462629208793,1.21610787880203
"UBE2E3",8.20051478571429,8.18412757142857,8.299101,5.85123478966667,5.86668531016667,0.998001684685178,0.997366396920383,1.4015015771024,1.39781057823286,1.39870093503713
"UBE2G1",10.5067135714286,10.6178857142857,10.5491328571429,8.09536454883333,8.21490921016667,1.0105810577305,0.985447841445966,1.29786787340451,1.27898109432854,1.31160068829957
"UBE2G2",8.51773214285714,8.420966,8.430021,6.98129038183333,7.03915281766667,0.988639447539063,0.991779914809049,1.22007991030167,1.21005074949923,1.20621912847416
"UBE2H",10.4259067142857,10.1517264285714,10.54255,7.0386637835,7.0949583535,0.97370202005178,0.992065553144194,1.48123380160963,1.46948103072973,1.44228034479627
"UBE2I",7.08609035714286,7.15884428571429,7.13159457142857,5.91919743683333,5.81011667833333,1.01026714660759,1.01877428019764,1.19713701608402,1.21961240185895,1.20942819733753
"UBE2J1",10.1535777142857,10.3318605714286,10.2087542857143,9.21259115266667,8.92259012183333,1.01755862437455,1.0325018886751,1.10214135697823,1.13796303266696,1.12149344307306
"UBE2J2",7.12885407142857,7.11413385714286,7.14873985714286,5.99585267033333,5.96880604716667,0.997935121951127,1.00453132887096,1.18896418297621,1.19435177070506,1.18650911693388
"UBE2K",9.78873757142857,9.82798714285714,9.88042085714286,8.04333820616667,8.05287919483333,1.00400966632747,0.998815207774037,1.21699937520018,1.21555748380144,1.22187913661547
"UBE2L3",8.52486671428571,8.54459671428571,8.51682271428571,7.48897600183333,7.470553215,1.00231440568648,1.00246605389228,1.13832207663622,1.14112924022397,1.14095661572343
"UBE2L6",8.39952907142857,8.432861,8.47178385714286,7.480168871,7.41791245716667,1.00396830920972,1.00839271347469,1.12290634292935,1.13233057412447,1.12736238251164
"UBE2M",7.11233,7.16851557142857,7.18026428571429,7.18031286033333,7.110591279,1.007899741917,1.0098053141571,0.990532047606325,1.00024452551578,0.998356995142937
"UBE2MP1",6.36184621428571,6.426976,6.47649785714286,6.4227090125,6.359865599,1.01023756053204,1.00988124867134,0.990523811977806,1.00031142407884,1.00066435946136
"UBE2N",8.69990978571429,8.78036385714286,8.740298,6.04679395916667,6.10744790533333,1.00924769031061,0.990068855746818,1.43876405322619,1.42447547986731,1.45206929762047
"UBE2NL",6.60110192857143,6.63952614285714,6.65432014285714,3.34292128116667,3.41438620316667,1.00582087880198,0.979069467322203,1.97465072413182,1.93332023262314,1.98614492667323
"UBE2O",8.90535157142857,8.410111,9.06898342857143,6.20769494283333,6.255587624,0.944388431219552,0.992344015615267,1.43456655867242,1.42358353950036,1.35478806182467
"UBE2Q1",10.4492371428571,10.4874185714286,10.4711585714286,7.93140594333333,8.02614308416667,1.00365399196606,0.988196430110967,1.31745080475172,1.30190018210247,1.32226475940797
"UBE2Q2",8.28349635714286,8.37357171428572,8.36651314285714,7.27515752766667,7.5312070165,1.01087407457664,0.966001533582551,1.13860027437778,1.09988961118645,1.15098149867434
"UBE2Q2P1",6.63563607142857,6.50864128571429,6.49380257142857,4.86539323216667,5.0261271295,0.980861701222421,0.96802032793999,1.36384373364896,1.32022845830577,1.33774208478846
"UBE2Q2P2",5.839309,5.82865071428571,5.90881564285714,4.26037268616667,4.33038970641667,0.998174735107478,0.983831242683251,1.37060990437764,1.34844884545782,1.36810817823783
"UBE2R2",10.7414728571429,10.78938,10.7678642857143,8.20746190183333,8.10507767283333,1.00446001619091,1.01263210954081,1.3087447722107,1.32527697953423,1.31458179508454
"UBE2T",6.14800521428571,6.19751928571429,6.36031642857143,3.913691747,3.92117600333333,1.00805368077983,0.998091323539936,1.57089663972601,1.56789830628857,1.58354813980047
"UBE2U",2.7002645,2.753806,2.72121742857143,2.47138374616667,2.4462970315,1.01982824275177,1.01025497490437,1.0926123893905,1.1038171020239,1.11427697308093
"UBE2V2",6.74093342857143,6.77361228571429,6.742328,7.06747725183333,7.0532971285,1.00484782374565,1.00201042478078,0.953796268226092,0.955713803879548,0.958420104423709
"UBE2W",9.1900065,9.29339785714286,9.264603,7.27366292583333,7.160503857,1.01125041175356,1.01580322713222,1.2634633462819,1.28343014451644,1.2776778291631
"UBE2Z",10.2025892857143,10.2623287142857,10.2192671428571,7.4620531645,7.53811199033333,1.0058553203406,0.989910096065054,1.36726301204233,1.35346745959702,1.37526877496769
"UBE3A",7.95726857142857,8.04879928571428,8.05562357142857,7.6762965455,7.82862758233333,1.01150278056648,0.980541795451211,1.03660254971433,1.01643212526619,1.04852636137835
"UBE3B",9.260431,9.11413028571429,9.25585557142857,7.190357112,7.21221304133333,0.984201522122922,0.996969594601813,1.28789583823942,1.28399299173892,1.26754904433101
"UBE3C",8.33415071428571,8.33303957142857,8.42297085714286,7.17028766183333,7.1862758355,0.999866675934329,0.997775179518202,1.16231748394803,1.15973153620339,1.16216251905547
"UBE3D",6.49212314285714,6.51142542857143,6.47683757142857,4.610489783,4.65746249533333,1.00297318539552,0.989914526981077,1.40812005847951,1.39391850162231,1.41230666047253
"UBE4A",9.94771835714286,9.94737685714286,9.92734371428572,9.06838376366667,9.15822604083333,0.999965670519838,0.990189991296777,1.09696706892791,1.08620581243458,1.09692941061868
"UBE4B",9.1601365,9.10588771428571,9.17968814285714,7.56863226316667,7.56119928916667,0.994077731733115,1.00098304167312,1.21027633282945,1.21146608490061,1.20310875170937
"UBFD1",7.28291935714286,7.16731314285714,7.31096114285714,6.42547560166667,6.46246424616667,0.98412639099562,0.9942763869801,1.1334444029721,1.12695700582991,1.11545254969112
"UBIAD1",8.46672928571429,8.54025657142857,8.44251014285714,6.88063720266667,6.9734621055,1.008684260856,0.986688835268766,1.23051529042004,1.21413569868495,1.24120140618934
"UBL3",8.15832642857143,8.20457242857143,8.21626628571429,8.87080863616667,8.983877173,1.00566856455241,0.987414282869634,0.919682383329698,0.908107521003329,0.924895662287318
"UBL4A",6.95981271428571,6.96561471428571,7.05882,5.8484126395,5.81873236616667,1.00083364312205,1.00510081431239,1.19003448342194,1.19610462834722,1.19102654748404
"UBL4B",4.60707871428571,4.41333714285714,4.64075414285714,6.40421758616667,6.14457863566667,0.957946980409123,1.04225496423675,0.719381977938594,0.749779437688953,0.689129793527019
"UBL5",8.160954,8.060903,8.214578,6.5746606405,6.60707113483333,0.987740281344558,0.995094574634976,1.24127380046483,1.23518482447909,1.22605613289677
"UBL7",9.646933,9.577138,9.78025114285714,7.1419445975,7.09826007966667,0.992765058075971,1.00615425714795,1.35074318601923,1.35905600692684,1.34097063751411
"UBLCP1",9.34461485714286,9.477291,9.43661285714286,7.03139482716667,7.23278522383333,1.01419813923692,0.972155899776611,1.32898451684704,1.29198013876462,1.34785362406095
"UBN1",9.6378855,9.470466,9.64723385714286,6.6646611,6.68248729883333,0.982629021687382,0.997332400641234,1.44611786786878,1.44226020477175,1.42099738574854
"UBN2",8.29344364285714,8.23103842857143,8.35788828571429,6.69588605583333,6.80786621283333,0.992475355597375,0.983551357576782,1.23858792902129,1.21821483906711,1.22926799529402
"UBP1",9.16634728571429,9.14239914285714,9.13995571428571,7.1382872945,7.19701471383333,0.997387384297072,0.991840030669876,1.28411016642282,1.27363186684831,1.28075528003773
"UBQLN1",10.4108078571429,10.3665242857143,10.4804114285714,8.78167218483333,8.89784788916667,0.995746384715167,0.986943392854042,1.18551542781604,1.17003661860957,1.18047270127188
"UBQLN2",9.92491014285714,9.92887628571428,9.93101285714286,7.6255897375,7.66961365,1.00039961498896,0.994259956953634,1.30152689621497,1.2940560758047,1.30204700587123
"UBQLN3",4.62865364285714,4.67650928571429,4.63467142857143,3.80865333116667,3.76295486583333,1.0103389984539,1.01214430333679,1.21529927782618,1.23005824090109,1.22786425518066
"UBQLNL",5.501375,5.61416885714286,5.54851414285714,3.52573127233333,3.51858521833333,1.0205028483139,1.00203094526822,1.56035005933937,1.56351904490916,1.59234167992259
"UBR1",8.47876378571429,8.49112671428571,8.60628314285714,7.5382304995,7.78696287183333,1.00145810508275,0.968057845346479,1.12476844350629,1.08884091593442,1.12640847409069
"UBR2",10.7825271428571,10.7360371428571,10.9480242857143,8.27068006933333,8.32535094083333,0.995688394809115,0.993433205171946,1.30370502213444,1.29514385873778,1.29808396079362
"UBR3",8.41050578571429,8.37803057142857,8.43686,7.44242632216667,7.51196913166667,0.996138732305389,0.99074239945864,1.13007578733622,1.1196139971156,1.12571226220611
"UBR4",9.688975,9.45626885714286,9.64954742857143,8.16666296066667,8.2538325325,0.975982377614026,0.98943889744672,1.18640564042685,1.17387588878852,1.15791099775849
"UBR5",8.56491,8.48254828571429,8.62224585714286,7.66879392533333,7.77983014716667,0.990383820228618,0.985727680459222,1.1168522825612,1.10091220990464,1.10611243023401
"UBR7",7.06908192857143,7.07798485714286,7.15668442857143,6.17015580583333,6.404723946,1.00125941793593,0.963375761056311,1.14568937171542,1.10372937041047,1.14713227345917
"UBTD1",8.12306657142857,8.10880285714286,8.035543,6.41079291516667,6.278631307,0.998244048086977,1.02104942967734,1.26709233614628,1.2937639071707,1.26486738293465
"UBTD2",6.9340925,6.98639757142857,7.02678614285714,6.319792213,6.30963727733333,1.00754317474544,1.00160943255853,1.09720260829721,1.09896848189831,1.10547899930275
"UBTF",8.79409485714286,8.74574571428571,8.81549957142857,7.90117092266667,7.97126285666667,0.994502089908903,0.991206922258074,1.11301159577685,1.10322479828752,1.10689235809292
"UBXN1",8.28898971428571,8.18169142857143,8.12954071428571,7.0178752395,7.005192454,0.987055324060861,1.00181048352109,1.1811252596272,1.18326366744609,1.16583597589779
"UBXN10",6.18116192857143,6.29277728571429,6.30764814285714,4.627923883,4.6614384525,1.0180573423626,0.992810251633372,1.33562307523618,1.32602028141257,1.3597408783731
"UBXN11",7.71265585714286,7.65760985714286,7.665998,6.8545844605,6.66817126616667,0.992862899496673,1.02795566983697,1.12518211739713,1.15663733717755,1.11715157954072
"UBXN2A",6.08985785714286,6.06903042857143,6.09602335714286,5.96668193616667,6.01108299483333,0.996579981165406,0.992613467705433,1.0206439562715,1.01310493672725,1.01715333471764
"UBXN2B",9.79072692857143,9.85321885714286,9.86855171428572,7.176398152,7.10934995783333,1.0063827669822,1.00943098800373,1.36429539181056,1.37716204528428,1.37300337139138
"UBXN4",9.2441955,9.32360771428571,9.261077,8.61761925366667,8.67992292483333,1.00859049489874,0.992822093962562,1.0727087409979,1.06500893844947,1.08192383996527
"UBXN6",10.4572831428571,10.301408,10.5200941428571,6.83309328533333,6.82268817233333,0.985094107070863,1.00152507526904,1.53038787942538,1.53272183613233,1.50757608155462
"UBXN7",6.3897215,6.33552814285714,6.43555257142857,8.06033915816667,8.20320651633333,0.991518666792777,0.982583961785895,0.792736059192495,0.778929737691899,0.786012600529102
"UBXN7-AS1",4.93342907142857,4.91162885714286,5.05187128571429,3.250957695,3.18435763533333,0.995581123399146,1.02091475496586,1.51753099679403,1.54926978574508,1.51082521458123
"UBXN8",5.80570785714286,5.79113328571429,5.854661,4.79389380283333,4.83434200833333,0.997489613362023,0.991633151847702,1.21106309316062,1.20093031215729,1.2080228565538
"UCA1",4.813019,4.81924228571429,4.82362685714286,4.03653721583333,3.98523865666667,1.00129301083463,1.01287214231972,1.19236334081621,1.20771161143601,1.19390507953471
"UCHL1",5.03805585714286,5.16891014285714,5.00305628571429,3.83054993816667,3.79364389566667,1.02597317088669,1.00972838872467,1.31523043387188,1.3280255067951,1.34939113868622
"UCHL3",7.48977885714286,7.58084085714286,7.63231942857143,7.0771760435,7.03226373233333,1.01215816938482,1.00638660790837,1.05830048752593,1.06505943778899,1.07116748411331
"UCHL5",7.04815528571429,7.107261,7.13025957142857,5.845803094,6.07136072983333,1.00838598355026,0.96284891544576,1.20567784654744,1.16088560692518,1.21578864113551
"UCK1",9.390611,9.49687828571429,9.40300128571429,6.62458821416667,6.63964500933333,1.01131633348611,0.997732289129088,1.41753882602366,1.41432425781795,1.43358016810845
"UCK2",7.08542885714286,7.03882642857143,7.01002928571429,5.098305823,5.05655626933333,0.993422779409541,1.00825651914918,1.38976144294411,1.40123603491058,1.38062067536576
"UCMA",4.89456435714286,5.01161257142857,4.91757142857143,5.19721328916667,5.087020698,1.02391391873618,1.02166151814755,0.941767074933279,0.962167179517708,0.964288416231642
"UCN",6.10479514285714,6.06544,5.99627771428571,5.1498322965,5.17356806583333,0.993553404834037,0.995412108426661,1.18543571739339,1.17999706685483,1.17779369322808
"UCN2",6.05459314285714,5.91390228571429,5.85184885714286,4.67621050816667,4.62204414216667,0.976762954368151,1.01171913645433,1.29476488115392,1.30993840747244,1.26467837052803
"UCN3",4.89022107142857,4.80021071428571,4.71330285714286,5.821915343,5.73957626083333,0.981593806122846,1.01434584687524,0.839967739707577,0.852017788281562,0.824507130639964
"UCP1",4.53179857142857,4.57374885714286,4.39756814285714,3.158555442,3.12237500966667,1.00925687341418,1.01158747178712,1.43476936043872,1.45139470992383,1.44805083878685
"UCP2",11.6951642857143,11.7053457142857,11.7081514285714,8.99315755033333,9.02030407616667,1.00087056738346,0.996990508789491,1.30045139543684,1.29653769839258,1.30158352600548
"UCP3",6.61800928571429,6.58234028571429,6.50079957142857,5.36089259716667,5.33965960033333,0.994610312790434,1.00397647011656,1.23449764489071,1.23940658788458,1.2278440887238
"UEVLD",7.82675157142857,7.875605,7.897949,6.71211638716667,6.74350473733333,1.00624185246275,0.99534539510399,1.16606314908261,1.16063558583983,1.17334154322143
"UFC1",10.9325507142857,11.0725528571429,11.0106857142857,6.97574600333333,7.19538906766667,1.01280599070757,0.96947447007135,1.56722316280748,1.51938284524633,1.58729300806708
"UFL1",8.07825607142857,8.20011114285714,8.051454,7.62321809333333,7.879875238,1.0150843288887,0.967428780670414,1.05969106124527,1.02517563126785,1.07567578973351
"UFM1",8.02838664285714,8.152833,8.06895957142857,7.943751563,8.02787631383333,1.01550079270953,0.989520920908015,1.01065429591874,1.00006356961715,1.02632023866077
"UFSP1",6.317249,6.42221914285714,6.23679785714286,6.6784489585,6.60807535366667,1.01661643269992,1.01064963715861,0.945915591966862,0.955989249803985,0.961633334740585
"UFSP2",7.010305,7.03972957142857,7.13449628571429,5.90154666766667,5.936855274,1.00419733113303,0.994052641557903,1.18787588996084,1.18081116625852,1.19286179841596
"UGCG",7.95408964285714,8.047162,8.02180342857143,7.218417248,7.35763738583333,1.01170119540034,0.981078146348801,1.10191602529779,1.08106573153119,1.11480976002456
"UGDH",7.96672557142857,8.02429557142857,7.97511271428571,6.240048615,6.32523179716667,1.00722630640203,0.986532796757768,1.27670889490796,1.25951519673907,1.28593478456875
"UGGT1",9.499702,9.34545842857143,9.53775214285714,7.92463111433333,7.9273701475,0.983763325267617,0.999654484007217,1.19875636644056,1.1983421769445,1.17929254923529
"UGGT2",5.30948214285714,5.27457785714286,5.36944142857143,3.584437827,3.51694450866667,0.993426047065393,1.01919089657713,1.48125937709482,1.50968607260455,1.47152164766586
"UGP2",8.30181692857143,8.40361871428571,8.328652,6.45754626166667,6.50790319383333,1.01226259101955,0.992262187886511,1.28559929610613,1.27565157029962,1.3013640744893
"UGT2A2",3.56548335714286,3.62992885714286,3.54650714285714,2.68928804516667,2.66778189533333,1.01807482844392,1.00806143480881,1.32580939537174,1.33649732138143,1.34977317274241
"UGT2A3",2.92640742857143,2.92688371428571,2.94848342857143,2.53830579408333,2.508725384,1.00016275440994,1.01179101159178,1.15289790355155,1.16649173609646,1.15308554276957
"UGT2B10",3.27796907142857,3.33576764285714,3.20112078571429,2.56315356720833,2.52708346691667,1.01763243342726,1.01427341073766,1.27888126305237,1.29713526060462,1.3014310517845
"UGT2B17",3.74039028571429,3.82947475,3.61999089285714,2.79070119983333,2.66525918983333,1.02381689007854,1.04706559515056,1.3403048258759,1.40338707018892,1.37222671858553
"UGT2B28",2.74977364285714,2.76860485714286,2.70627514285714,2.6374735675,2.58775448866667,1.00684827797904,1.01921321325152,1.04257865433836,1.06260994035564,1.04971852277828
"UGT2B4",2.717878,2.62453528571429,2.59216657142857,2.67399812033333,2.66140824516667,0.965656032284852,1.00473053136043,1.01640983938358,1.02121799800383,0.981502292674434
"UGT2B7",2.98609442857143,2.88745657142857,2.95881671428571,2.788900451,2.78529695516667,0.966967602832959,1.00129375642574,1.07070671077583,1.07209194446297,1.03533870145606
"UGT3A1",3.88504757142857,3.82264957142857,3.81774028571429,3.43681941966667,3.40400028,0.983938935404836,1.00964134458493,1.13041946550842,1.1413182291009,1.11226372545326
"UGT3A2",4.73144085714286,4.87744857142857,4.86660314285714,3.09068077583333,3.0246325,1.03085903822834,1.02183679367108,1.53087335778543,1.56430272343594,1.57811463725608
"UGT8",5.69707864285714,5.77574014285714,5.60768671428571,3.44810641066667,3.43590768833333,1.01380733967902,1.00355036381646,1.65223399870529,1.65810003051061,1.67504695475463
"UHMK1",9.16743385714286,9.15155557142857,9.28777771428571,8.25701594833333,8.36289662516667,0.998267968336426,0.987339234050232,1.11025991889882,1.09620317792224,1.10833691356449
"UHRF1",5.34347735714286,5.428771,5.32742971428571,5.3001007465,5.24646126066667,1.01596219786412,1.0102239363198,1.00818411058912,1.01849172073442,1.02427694484581
"UHRF1BP1",6.6132065,6.60115528571429,6.59117714285714,6.35006038,6.46263800383333,0.998177704826591,0.982580236775361,1.04143993981991,1.02329830265557,1.03954212884418
"UHRF1BP1L",8.45369028571429,8.51895928571428,8.62264171428571,7.36249200583333,7.3247809315,1.00772077019551,1.00514842350727,1.14821045360951,1.15412192730017,1.15707552265791
"UHRF2",8.74177021428571,8.74597314285714,8.72932442857143,7.08277320483333,7.2756939575,1.00048078689652,0.973484212805872,1.23422986469767,1.20150328825671,1.23482326624391
"UIMC1",8.71957342857143,8.67719028571429,8.89052542857143,6.96241944966667,6.9092177485,0.995139310058648,1.00770010486038,1.25237692035186,1.26202035396329,1.24628950445232
"ULBP1",4.90955114285714,5.01935885714286,4.80501285714286,3.18843763083333,3.1857384415,1.02236614123991,1.00084727273845,1.53979839385285,1.54110302305468,1.57423774221075
"ULBP2",4.66710842857143,4.67369214285714,4.61746028571429,3.72602510916667,3.6867752655,1.00141066238046,1.01064611776963,1.25257031067492,1.2659053217171,1.25433726449106
"ULBP3",5.03315557142857,5.09966585714286,5.18987485714286,4.51432046966667,4.52790800866667,1.01321443074238,0.996999157453289,1.11493094148901,1.11158520928315,1.12966411919786
"ULK1",8.49431014285714,8.342926,8.47057128571429,6.3813455365,6.3418666335,0.98217817099786,1.00622512349778,1.33111584293178,1.33940220344388,1.30739292399701
"ULK2",7.42754178571429,7.37473185714286,7.53444842857143,6.8420621785,6.79341273466667,0.99288998566484,1.00716126720596,1.08557063527631,1.09334469666647,1.07785221249767
"ULK3",7.08490157142857,7.02217714285714,7.02874857142857,6.02659728866667,6.127633476,0.991146746650034,0.983511385312281,1.17560560828448,1.15622150038475,1.16519767399469
"ULK4",7.19696064285714,7.18621964285714,7.19580935714286,5.31440429666667,5.47006347083333,0.998507564438238,0.971543442777832,1.35423656935007,1.31569965892201,1.35221545853493
"UMOD",5.386102,5.36099857142857,5.23082285714286,4.273403067,4.2503506515,0.995339221468247,1.00542365027974,1.26037771667093,1.26721356462653,1.25450337526717
