,Pretreatment_Placebo1,Pretreatment_Placebo2,Pretreatment_Placebo3,Pretreatment_Placebo4,Pretreatment_Placebo5,Pretreatment_Placebo6,Pretreatment_Placebo7
ID_REF,GSM1923000,GSM1923004,GSM1923010,GSM1923012,GSM1923007,GSM1923020,GSM192998
8137798,7.725036,7.494632,7.539699,7.834389,7.304555,8.007803,7.983001
8024436,12.69405,12.83658,12.77066,12.69874,12.69228,12.79166,13.00468
8124082,6.443855,6.4707,6.322322,6.368448,6.390186,6.60908,6.576015
8076515,8.236157,8.006243,8.272946,8.379262,8.275402,8.591143,8.224069
7957613,7.422691,7.040945,7.544606,7.419005,7.750531,7.553865,7.702782
7899727,5.768083,5.942698,5.788645,5.823226,5.624342,5.801908,5.377593
8143635,5.069813,5.320598,5.210996,5.204119,4.879207,5.023726,5.117141
8179525,7.509449,7.473685,7.671862,7.223395,7.297504,7.630259,7.383927
8154934,8.243394,7.653949,7.169263,7.47693,7.842339,7.376446,7.030585
8132913,3.992975,3.712918,3.973847,3.905706,3.738719,3.853777,3.962221
8117840,6.447549,6.417693,6.591869,6.250227,6.100303,6.618522,5.953973
8048445,5.978571,6.326065,5.792408,6.305145,6.248368,5.97696,5.761411
8127360,4.527531,4.358225,4.129609,4.234293,3.79364,4.234293,4.126786
7991512,6.454515,6.524628,6.135784,6.505309,6.670317,6.515753,6.521017
7925170,4.817307,4.905471,4.842276,5.047038,4.653323,4.934658,4.852614
8054866,4.099493,4.388213,3.624877,4.11025,4.281712,3.463338,3.597429
7995312,3.056046,3.167974,2.994409,2.899859,2.810442,2.699493,2.695231
7979925,3.491064,4.23458,3.952968,3.720608,3.787004,3.723348,3.615891
7943853,7.655652,7.644999,7.575841,7.983898,7.651316,7.720535,7.586107
8161224,6.137521,5.939456,6.004122,5.881212,5.809663,5.921846,6.167793
8007848,5.27074,8.169095,8.335022,5.736872,8.570257,9.245058,7.452707
8107655,7.53888,7.403421,7.617291,8.154217,7.809786,7.894927,8.007711
8093518,5.539995,6.005477,5.644983,5.889911,5.473333,5.29491,5.247806
8043129,2.56879,2.587415,2.56879,3.32741,2.373062,2.491372,2.359541
7905519,6.607619,7.118483,6.335015,6.778615,6.662827,6.607619,6.377542
8087380,10.83433,10.79521,10.94956,10.7079,10.83086,10.99648,10.65446
8117304,3.981055,4.219222,3.934811,4.204079,4.193035,4.0077,3.877301
7932542,3.030765,3.03489,3.214675,3.327606,2.985293,3.216606,3.056665
8031714,9.378377,9.240936,9.192709,9.45187,9.290321,9.250916,9.35952
8096333,2.420488,2.383073,2.398058,2.449963,2.493325,2.274912,2.338904
8092627,7.608977,7.383983,7.543924,7.50192,7.397496,7.516476,7.538935
8042391,10.97971,11.08193,11.40873,11.08262,11.07414,11.28881,11.46885
8155521,6.291174,5.626479,6.298642,6.16007,5.985701,6.274822,6.069894
8029829,5.382842,6.021266,4.895122,6.071716,5.440019,5.475113,5.732244
7962274,6.01153,5.988365,6.203026,6.20718,6.01599,6.485255,6.68709
8122127,3.550061,3.899556,3.702248,3.138352,3.523279,3.436957,3.322702
7934708,5.203016,5.326183,5.200754,5.368974,5.249315,5.244006,5.198761
7929840,6.07449,6.500024,5.987765,6.08888,6.199119,5.982277,6.196115
8168940,4.04649,4.050896,4.126566,4.014154,3.860652,3.867349,3.710438
7911260,4.824027,4.600827,4.235369,4.866014,4.437015,4.360114,4.112555
8143937,5.812634,5.978392,5.734298,5.996161,5.421496,5.7637,5.651863
7923221,6.495861,6.358129,6.539333,6.822037,6.36442,6.545805,6.718643
8180144,9.088235,8.82962,8.98684,9.355367,9.29682,9.2455,9.025023
8151296,6.193446,5.990104,6.4062,6.254861,6.118675,6.518812,6.912457
8174576,6.203507,6.070721,5.549964,6.134595,5.950267,5.974991,5.692279
8058658,2.83504,3.105554,2.886815,2.851279,2.829844,3.000605,2.556881
8151585,2.244852,2.314933,2.262021,2.325298,2.307634,2.247443,2.312712
7984488,3.94095,4.182743,3.997983,4.250869,3.898547,3.954138,3.951775
7911047,6.35124,6.460824,6.33447,6.465548,6.545941,6.780151,6.41724
8002590,4.73856,4.786366,4.641414,4.449478,4.934797,4.365179,4.38443
7902565,3.211987,3.265897,3.079492,3.53921,3.3038,3.248517,3.168675
8149500,4.16445,4.746016,4.134342,4.466758,4.03123,4.136815,4.137624
8073960,7.202146,7.366511,7.000215,7.104578,7.154269,7.439436,7.128818
8048452,6.312313,6.384512,6.301337,6.391311,6.413107,6.390843,6.14065
8137627,8.930264,9.065893,9.308739,9.007264,9.285471,9.071299,9.211488
7899160,10.32528,9.872099,10.02301,10.35019,10.42095,10.32792,10.26932
7982845,7.736125,7.898963,7.737057,7.811663,7.912472,7.817922,7.560091
8091879,2.021773,2.117182,2.246384,2.080365,2.056842,2.142634,2.180368
8175016,5.885777,5.713254,5.668005,5.75025,5.763783,5.526589,5.436845
8063057,6.133882,6.382195,6.291223,6.076314,6.229905,6.09473,6.135618
7991927,6.22614,6.138437,6.179606,6.427402,6.270606,6.078281,6.174716
8115600,3.308504,3.180774,3.385043,3.636094,3.419389,3.772776,3.699538
8000467,5.925103,6.018607,5.92799,5.941011,5.756405,5.917904,5.824934
8179534,6.135244,6.300317,6.163844,6.421144,6.317981,6.482457,5.993728
7959085,4.347609,5.040238,5.172793,4.853096,5.362764,5.184921,4.957612
7925161,9.050528,9.003946,8.900088,8.797174,8.867182,8.565265,8.867846
8172493,6.430194,5.911712,6.1733,6.090444,6.052642,5.748488,5.511251
8133072,5.03737,4.829118,5.000774,4.880301,4.805953,4.99061,4.938895
8005687,8.854692,7.691596,7.646938,7.838321,7.516971,7.118918,8.204451
7979757,8.454387,8.149373,8.254835,8.204246,8.355416,8.097427,8.163169
8150584,2.56879,2.572442,2.644414,2.900277,2.526957,2.534302,2.392618
8034712,5.462474,5.403521,4.995879,5.438061,5.173483,5.21992,5.041382
7988705,4.387713,4.908831,4.23163,4.622912,4.345968,4.259514,4.495888
8118314,9.336318,9.050408,9.32391,8.749371,9.118108,9.29284,8.936784
8022666,3.313989,3.018332,2.954914,3.381217,3.24085,3.062251,2.986473
8057032,2.130161,2.158867,2.260181,2.104698,2.113291,2.037665,2.220926
8014113,2.976092,3.213754,2.413826,2.837589,2.453468,2.712786,2.600282
8150433,6.337099,6.494745,6.410204,6.216891,6.525758,6.477272,6.218652
7935025,3.260085,3.584523,3.331784,3.538924,3.443476,3.349931,3.418095
8153727,8.095709,8.065063,7.542598,8.296637,8.132542,7.870306,7.395817
8075695,8.285374,8.561872,8.5324,8.330008,8.233399,8.344184,8.454895
8078405,10.04521,9.980473,9.990673,10.00312,10.06871,9.77354,9.685344
8023310,3.554705,3.850218,3.639991,3.681322,3.658062,3.511253,3.874676
7960411,7.250434,6.918559,7.626904,7.485482,7.645525,7.495891,7.986901
8051573,10.61786,10.45379,10.36978,10.82797,10.60357,10.73299,10.62908
7949080,6.279466,6.569064,6.090623,6.343598,6.087051,6.171211,6.132272
7931519,5.535308,5.606527,5.764975,5.736819,5.676481,5.745834,5.699846
8019463,10.76526,10.63783,10.60309,10.54586,10.84058,10.73164,10.55756
7981783,3.939648,3.007511,2.624076,2.837589,3.155926,2.86648,2.993564
7967109,7.203527,7.351916,7.070468,7.556699,7.002023,7.075074,7.313194
8126121,7.781924,7.603275,7.83119,7.643142,7.83148,7.703163,7.74509
8027377,6.124298,6.410371,5.99211,6.389174,6.204947,5.690646,6.021237
7953737,7.065687,6.698954,7.559372,6.627717,6.530864,6.662726,7.902545
7906930,4.063372,4.48301,4.646091,4.421523,4.320697,4.441282,4.483774
8030292,5.28893,5.413009,5.127892,5.127892,5.004493,5.299793,5.158953
7952227,5.775212,6.123479,5.904987,6.021297,5.500799,5.766689,5.64963
7948330,6.788601,7.098804,6.349902,6.65331,6.759328,6.607712,6.527428
7897370,9.465557,9.097619,9.72788,9.475667,9.437383,9.554194,9.638103
8104930,5.059703,5.09548,4.949832,4.924263,5.056736,4.81043,4.907166
8048673,6.128953,6.327204,5.837674,6.293624,6.175713,5.823421,5.727015
8007917,5.719202,5.966265,6.095514,6.003279,6.146522,6.241412,5.931165
7977241,7.413352,7.709188,7.070056,7.667852,7.966388,7.554871,7.339405
8097953,2.290911,2.218398,2.211681,2.16038,2.190932,2.097471,1.984489
8036744,5.42991,5.273067,5.307241,5.47402,5.708896,5.296185,5.361454
7979849,10.09822,10.03703,10.08058,10.14593,9.877363,9.995237,10.04149
8136965,5.114719,5.421279,4.717376,5.151734,4.996737,4.971796,4.996737
7961483,6.922853,6.920114,7.411049,7.273376,7.369916,7.091952,7.337337
7948375,4.656203,4.938551,4.445997,4.566301,4.403819,4.263499,3.984122
8131815,6.826956,6.909753,7.369452,7.337407,7.101991,7.373427,7.483253
8041813,8.824877,8.652148,9.35358,9.296333,9.170655,9.106722,9.22606
7941401,5.120265,5.601806,5.372563,5.804398,5.208396,5.139364,5.682066
8155383,4.898758,4.995535,4.90761,4.980599,4.778083,4.951281,4.879915
8148220,4.33748,4.638983,4.405632,4.645296,4.28617,4.543835,4.195423
8082406,4.884726,5.928818,4.572854,5.790569,5.236856,5.226099,5.377893
8113703,2.875329,3.123297,2.805814,2.94384,2.955976,3.057698,2.765867
7936567,8.741688,8.730253,9.120821,9.074646,8.960298,9.169556,9.345183
7928208,7.566485,7.658387,7.756743,7.669105,7.846697,7.236365,7.519374
8089849,5.726021,5.575225,5.775429,5.764325,5.546323,5.502861,5.731548
8095043,4.876002,5.246161,4.906654,5.013,5.028184,4.645204,4.720435
7913705,7.891484,8.047536,7.561215,7.385899,7.795103,7.571607,7.92619
7961595,3.111941,2.961783,3.289574,3.042142,2.885472,3.023932,3.032398
8079074,7.017639,6.88511,7.038668,7.219951,7.206096,7.462029,7.219951
7916609,6.22525,6.523937,6.118449,6.562078,6.521025,5.845597,6.338112
8086706,10.14868,10.08007,10.04321,9.880405,9.954202,10.01722,10.11495
8141896,5.400481,5.507059,5.420439,5.716712,4.982252,5.367807,5.219916
8108847,9.549253,9.781388,9.278192,9.433248,9.908835,9.787769,10.00297
8099476,4.409091,4.208967,4.143932,4.091334,4.137485,4.163041,3.920913
8092169,11.7013,11.50839,12.09009,11.7285,11.57297,11.83949,11.97929
8169419,7.275704,7.085683,7.396395,6.906609,7.375561,7.461824,7.384486
7937438,8.14324,8.034807,7.788217,7.916059,7.840599,7.7849,8.053467
8111930,7.143239,6.87974,6.912064,6.780026,6.585882,6.586869,6.486258
7962441,7.828417,7.70993,8.147305,8.311857,7.925541,8.133266,8.354907
8100097,3.757379,3.898635,3.365548,3.757198,3.41545,3.425321,3.330951
8050007,5.460832,5.587063,5.213103,5.043765,4.690402,5.022361,4.59216
7971191,6.494143,6.105987,6.4119,6.061642,6.243974,6.189981,6.87501
8127688,2.176296,2.234377,2.109147,2.150239,2.109147,2.034475,2.07129
8133623,7.708701,7.405699,7.483758,6.37637,7.088454,7.351942,6.582232
7908694,6.468486,6.54121,6.599612,6.396799,6.496846,6.245987,6.491028
7915008,7.9943,7.909111,7.87176,7.813075,7.788185,7.991561,7.99269
8053797,8.395825,8.131049,8.536185,8.727109,8.568802,8.731873,8.822968
8164452,9.55937,9.585096,9.368612,9.615,9.822301,9.230897,9.083477
7985089,7.010138,6.52679,6.978644,7.387425,7.007965,7.328523,7.522589
8010924,9.245745,9.307439,9.738516,9.63277,9.459004,9.258504,9.590513
7957271,6.083962,6.030179,5.894975,6.161688,6.10858,6.011071,6.191423
7952882,5.299548,5.050883,5.335808,5.17531,5.242491,5.047779,4.908828
8101224,6.592679,6.746819,6.616307,6.429791,6.142235,6.500804,6.508781
8162006,4.406002,4.252852,4.721301,4.581702,4.390565,4.801088,4.615925
8112613,5.829928,6.197716,5.829928,5.563227,5.5685,5.800179,5.543811
8078479,9.108471,9.13843,9.448956,8.993446,9.111023,9.135348,9.193887
8115783,11.10447,11.03022,11.04976,10.74529,10.99609,11.05469,10.89457
8106660,8.84836,8.652764,8.210032,8.294607,8.450459,8.299348,7.895146
8088548,4.213892,4.549842,4.174558,4.552452,4.135279,4.497499,3.978111
7989473,6.057145,6.306479,5.968716,6.25578,6.169833,6.273136,6.0516
7947394,4.04737,4.278939,3.84811,3.997504,3.940426,3.739574,3.700015
7909285,6.704902,6.069857,6.528741,6.02175,6.744708,6.212976,6.303105
8133818,7.96516,8.051867,8.770758,8.58123,8.116396,8.588252,8.56437
8049239,6.569194,6.862321,6.289148,6.847382,6.543745,6.644593,6.469998
8063408,6.999579,5.78986,7.046682,5.589886,7.145147,7.055008,5.858099
8037322,7.240886,7.215591,7.666653,7.529361,7.374538,6.959808,7.397109
8010560,5.959843,5.227484,5.716372,5.695877,6.095428,5.486753,5.735357
7944418,8.627155,8.565531,8.522255,8.41012,8.651225,8.252024,8.093308
7940279,3.642595,3.371492,3.095208,3.281838,3.112312,3.247222,3.247238
8102263,5.270842,5.285812,5.248156,5.219769,5.243852,5.276303,4.972756
7963826,6.48089,6.477038,6.213086,6.497694,6.440628,6.1986,6.317534
7928815,4.314091,4.476685,3.951833,3.998391,3.826056,4.462971,4.161265
7963689,7.301852,7.137069,6.986352,6.850371,7.033281,6.925062,6.95213
7991638,3.898093,3.94544,4.520725,4.447903,4.329822,4.222189,4.779682
7976053,3.949836,4.910855,5.12396,4.481897,3.871486,4.846275,4.859217
8115666,5.572092,5.630994,5.956074,5.380558,5.41811,5.67856,5.7825
8090803,5.993582,6.392783,5.874407,5.899778,6.418544,6.291973,6.406614
8075828,6.625946,6.560124,6.388446,6.726443,6.768306,6.592744,6.449921
7938890,6.552416,6.520026,6.733677,6.802423,6.44,6.784496,6.946647
8157534,8.113781,7.979382,8.17907,7.565105,7.974051,7.966238,7.94364
8125470,7.99383,7.910611,7.730077,8.937878,7.586564,7.924624,8.745167
8179688,10.01648,9.907095,9.854505,10.33167,10.45706,10.31788,10.0703
7903519,8.693107,8.446479,8.717975,8.603406,8.610974,8.946053,8.759155
7903171,5.879345,6.026377,5.970983,6.165644,6.117017,6.100978,6.064606
8152764,9.239331,8.918758,9.271559,9.671578,9.049906,9.35135,9.459981
7978553,5.545023,5.345905,6.118685,5.785784,5.895807,5.578101,5.760627
8116655,6.638689,6.671357,6.569096,7.180744,6.854935,6.675516,6.788654
8063011,4.908179,4.901224,4.728054,4.863137,4.574997,4.421953,4.454344
8019211,9.938122,10.02467,10.05034,10.01283,9.851945,10.10283,10.12447
8019250,10.71889,10.97521,10.89474,10.92652,10.71568,10.95338,10.98861
7909529,9.184273,9.202034,9.125216,8.844748,9.187809,9.031098,9.176463
8058530,4.410593,4.350211,4.406156,4.204079,4.08617,4.21429,4.213734
8126184,4.373664,4.621885,4.264079,4.202431,4.255344,4.324803,4.224515
8088219,7.76921,7.843759,8.130821,8.029955,7.875597,8.014751,8.049642
7963845,5.622266,5.761134,5.68931,5.738934,5.630161,5.637614,5.518471
8097373,8.361925,8.337292,8.58366,8.256531,8.435106,8.575148,8.674869
7918550,6.644851,6.943237,6.648086,6.768436,6.758992,6.231303,6.359851
8093425,7.915247,7.707546,7.364702,7.722398,7.505106,7.236429,7.429391
8016155,6.846204,7.122483,6.848147,7.02937,6.610017,6.863234,6.757987
7996286,5.159144,5.771603,5.126023,4.807096,5.347681,4.962686,5.364121
8136388,10.88478,10.81875,11.15586,11.07102,10.94463,10.88541,10.93382
8092661,4.611367,5.05214,4.60028,4.928042,4.603417,4.360522,4.654843
7931778,9.430842,9.384556,9.290158,9.132797,9.524413,9.354387,9.271114
7918725,9.924928,9.952022,10.07986,9.793982,10.14357,10.08856,10.01932
7983811,9.290972,9.115122,9.81488,9.443275,9.404858,9.854825,9.427787
8124273,9.510499,9.631072,9.481365,9.410997,9.778469,9.556046,9.716546
7954613,8.891895,8.637806,8.712852,9.019472,8.973145,8.933029,9.175491
7997245,6.793326,7.070376,7.077985,7.118249,6.748434,7.273898,7.029291
8107578,7.646096,7.509171,7.691226,7.859832,7.775578,7.748717,8.042032
8022420,3.844984,3.586177,4.206614,4.186192,3.761158,3.906782,3.80785
8160531,9.240962,8.438613,9.463312,8.962695,9.142884,9.424465,9.034213
8007363,5.122103,5.096746,4.963506,5.162426,5.087265,5.334247,4.946323
7950374,5.099038,5.129216,5.099038,5.376005,4.861561,5.078555,5.157256
8050805,6.437703,6.377229,5.961904,6.582936,6.585052,6.432606,6.989611
8017133,6.704809,6.42626,7.091081,7.57501,7.029368,7.056604,7.796567
7930880,3.555446,3.829144,3.766107,3.773255,3.701886,3.886816,3.657339
7918052,3.691375,4.036603,4.435834,3.665677,3.267956,3.657339,3.657339
7994659,9.144206,8.898799,8.906183,8.920676,8.916249,9.135883,8.751761
8110265,5.194526,5.619786,4.807253,5.414273,4.99507,5.088549,5.097362
8003149,5.721171,5.450293,5.683374,5.701771,5.359985,5.294618,5.496331
7990616,6.000446,5.4851,6.48282,6.383815,5.915734,5.952658,6.292369
8024557,6.230228,6.539793,6.19866,6.68807,6.129379,5.98776,6.711041
8099721,9.273095,9.100538,8.848208,9.519418,8.952544,8.972183,9.116127
8136315,4.767831,4.181901,4.249806,5.224783,4.519525,4.399865,5.310455
8160431,4.600391,4.354111,4.052404,4.354111,4.618177,4.483834,4.054696
8122881,2.185005,2.185744,2.315139,2.284126,2.138758,2.126337,2.131285
8024768,6.36869,6.295673,6.001871,6.318865,6.240574,5.885079,6.216626
7904158,5.453699,5.178243,5.006682,5.187695,4.901397,5.204571,4.55138
8170052,4.084535,4.356126,4.289038,4.559,4.158215,3.695312,3.907431
8014169,5.177619,5.070737,4.874574,4.996357,4.927562,5.076152,5.01603
7919197,6.024014,5.591962,5.800309,5.461726,5.99949,6.033681,6.035849
8165610,7.056356,6.871616,6.556769,6.941003,6.984926,7.046058,6.660051
7942267,6.654933,7.029887,6.677813,6.677813,6.854918,6.686229,5.908013
7968637,4.799263,5.078756,5.136102,5.330581,5.398242,4.855233,5.541985
7962930,5.063714,5.234206,4.833235,5.17173,5.330564,5.022121,5.210402
8039389,4.856292,5.133662,4.84133,5.197809,4.84133,4.517439,4.742115
7959893,6.48671,6.494632,6.554217,6.407673,6.528395,6.428093,6.111309
8039413,10.17089,10.40407,9.956086,9.832017,10.40048,10.17722,10.19705
7990151,10.29473,10.33034,10.42563,10.15697,10.44792,10.09056,10.32299
8158823,3.983555,3.934241,3.636482,3.66501,3.90539,3.646185,3.649884
8138009,4.056965,4.266012,4.002867,4.406495,3.853385,3.861228,4.056965
8091715,5.783775,5.681157,6.588432,6.030706,6.287213,6.530899,5.969652
8034330,4.728473,4.792897,4.264079,4.920372,4.61313,4.52348,4.261474
8062134,4.295227,4.508371,4.327834,4.52722,4.563519,4.428774,4.644732
7963946,4.604357,5.243818,5.079397,5.196175,5.518563,4.506851,4.870631
8139966,6.473965,6.552518,6.226224,6.07662,6.245326,6.260777,6.177399
7967658,8.533137,8.606277,9.387033,8.665369,9.014722,8.987721,9.23466
7939158,7.804544,7.419345,7.901169,7.046212,7.616177,7.605595,7.921431
7932765,8.710655,8.671749,9.209571,8.73647,8.863816,9.212614,8.664117
8177195,3.787918,3.522292,3.228614,3.373651,3.548887,3.325225,3.1111
8107429,4.146569,4.04746,4.19974,3.564167,3.676254,3.994403,3.858411
8043324,9.941801,9.359227,10.26481,9.671154,9.755735,9.554535,9.522089
7967039,6.453121,6.272801,6.109301,6.030072,6.018607,5.999287,6.018607
7910142,5.477342,5.295481,4.856969,5.28407,4.880825,5.092577,5.204606
8021482,3.027272,3.738624,2.868114,3.048281,3.341183,2.826538,2.952639
8115300,4.102344,4.241645,4.460968,4.074027,4.293277,4.105253,3.961864
8150165,7.471615,7.276608,6.335438,6.37412,6.308599,7.208054,7.104415
7945864,7.5441,7.605575,8.011637,7.996636,7.752233,7.926455,8.047998
7940191,10.78214,10.79381,10.76989,10.81986,10.92189,11.03353,10.62068
7948679,12.10989,11.9765,11.93049,12.2336,12.00689,11.98775,12.05623
8112666,4.133911,4.500941,4.130882,4.278182,3.775036,4.848216,4.848216
8129848,3.524562,3.543947,3.591799,3.352727,3.267953,3.283551,3.091941
8122807,5.738355,5.827804,5.923395,5.879113,5.911925,5.767207,6.089939
8078033,8.235102,7.96883,8.225052,8.252113,8.155306,8.194582,8.415403
8067585,6.213048,6.41437,5.915593,6.062321,5.960493,6.133826,6.02298
8095110,5.957507,5.804787,6.365726,5.440592,5.831897,5.608611,6.167807
8000603,8.287901,7.885503,8.141213,8.254082,8.218548,8.012361,8.312316
7980923,7.396813,7.014006,7.727645,7.298553,7.20269,7.55661,7.635229
8070896,5.623186,6.197097,5.522631,5.763012,5.544831,5.377513,5.356817
8153021,10.23355,10.06273,9.777098,10.06762,10.24052,10.1637,10.35959
8130553,4.709597,4.846792,5.011619,4.970347,5.118403,4.77323,5.453961
7942061,5.775542,4.206179,5.855783,5.110811,6.837154,5.569427,5.523994
8134777,8.833331,8.675602,8.25706,8.607604,8.364476,8.206244,8.025051
8124430,6.960795,6.9484,6.840585,7.178033,6.852942,7.074877,6.94096
7935251,8.250151,8.357771,8.296141,8.370057,8.029928,8.255839,8.432444
8118302,7.011839,6.956136,6.763476,6.70635,6.688702,6.765252,6.697626
8102440,4.503118,4.780472,4.67346,4.552126,4.321149,4.428168,4.286812
8030860,10.62526,10.75225,10.96466,10.81428,10.91841,10.92951,10.90356
7938758,2.284265,2.395361,2.178389,2.360162,2.397135,2.4652,2.350733
8097790,3.620173,3.455023,4.090999,3.455023,3.567043,3.567043,3.810292
7992125,6.541465,6.909086,6.092113,6.541545,6.284629,5.883415,6.18135
8176419,4.213322,4.337099,4.119162,4.265804,4.050915,4.142779,4.150842
8176117,7.682823,7.882761,7.393172,7.749119,7.632449,7.545388,7.581271
8014591,3.939632,4.248664,3.803542,4.279491,3.780954,3.842306,4.024158
7926819,3.017856,2.88395,2.940863,2.910957,2.731415,2.818191,2.686038
7978846,6.47295,5.334211,6.453876,5.361089,6.419388,6.426787,7.393236
7898998,7.475473,7.408438,7.029836,7.334024,6.956282,7.536761,7.604762
8046018,4.436288,4.384063,4.981391,4.669888,4.267962,4.68765,5.290798
8004880,6.083679,6.083679,5.999947,6.170451,5.865025,6.161857,6.189611
8124588,4.700805,4.41963,4.519874,4.433621,4.31373,4.577087,4.192299
7964985,3.749156,3.810807,3.770532,3.749156,3.783731,3.68063,3.653081
7994463,5.274563,5.3398,5.172709,5.209731,5.308928,5.394981,5.136312
8151684,3.080695,2.828923,2.505094,2.553895,2.238876,2.695948,2.511052
7951734,6.079173,5.875236,6.470322,6.158944,6.112711,6.240077,6.45798
8020653,5.027505,5.105796,5.00924,5.309886,5.027505,5.027505,4.734675
8114612,11.05759,11.07948,11.60555,11.89323,11.84352,11.39149,11.89957
7974814,5.111477,5.198297,5.128264,5.080969,4.679082,5.492112,5.321822
8038919,7.291646,7.150386,7.801945,7.511332,7.775502,7.781311,7.720871
7972692,4.874162,4.940579,4.624801,4.943883,4.837162,5.098063,4.592921
8102777,4.286227,4.356866,4.12728,4.105079,4.017698,4.110489,3.591815
8157582,8.816101,9.079495,9.051783,8.674559,8.937553,9.136439,8.635992
8009243,8.075722,7.469716,8.77837,8.650385,8.178549,7.818159,8.166882
8121116,3.386574,3.541006,2.803558,2.977414,3.185059,3.015763,2.907018
7977736,10.64736,10.75408,10.66533,10.14867,10.63968,11.07767,11.61213
7957186,9.003235,8.890363,9.31046,9.413502,9.23822,9.561317,9.433789
8143417,10.07316,10.07004,9.850329,9.668188,10.07666,10.06419,10.21272
8068731,3.873984,4.420475,4.319816,4.214743,4.059676,3.956664,3.695976
8161537,8.730329,8.394123,9.092457,8.824503,8.721248,9.27867,8.983185
8101723,5.713974,5.730277,5.660212,5.561226,5.756766,5.802501,5.832199
7901038,9.680281,9.721853,9.810635,10.03953,9.924925,9.959658,9.850933
8001971,6.348234,6.456168,5.932616,6.42461,6.21954,5.905298,5.954569
8128726,3.719721,3.687708,3.469479,3.739605,3.59118,3.870523,3.68571
8101774,11.80202,11.78332,11.93096,11.869,11.91664,11.87493,12.00193
8140852,3.614741,3.809752,3.415534,3.608956,3.354007,3.654482,3.597347
8169022,3.542407,3.791204,3.664664,3.776225,3.697333,3.818073,3.637131
7954398,5.759715,5.643993,6.178378,5.636433,5.853629,5.861014,5.96388
8146986,3.220587,3.33543,3.049845,3.158866,3.03409,2.926065,3.000339
8055950,2.71173,3.002562,2.948476,2.840856,2.614181,2.436956,2.798673
8020129,8.670704,8.48716,8.748173,8.962538,8.840425,9.06404,8.84689
7944603,6.149939,6.338141,5.877007,5.555058,5.529531,5.347643,6.000691
7930181,6.055094,6.192596,6.652839,6.298876,5.926751,6.171509,6.468579
8121212,4.048322,3.464872,4.340669,4.610192,5.449086,5.291839,5.692911
7972069,9.731466,9.589441,9.511345,8.987561,9.367994,9.378961,9.159871
7984276,6.195725,5.853268,6.201142,6.263617,6.150928,6.165396,6.516804
8129120,6.509214,6.361909,5.977343,6.258641,6.163651,6.22143,5.907598
8053158,7.882179,7.81753,7.76674,7.894623,7.832722,7.808649,7.875615
8151890,9.915994,9.96505,10.18775,9.787369,10.09375,10.22637,9.986993
7997765,6.433344,6.657558,6.335586,6.510429,6.335586,6.251369,6.0366
8082240,2.150459,2.034901,2.919548,1.867868,2.003701,2.11857,2.018451
8040419,5.210805,5.54932,5.658116,5.305342,5.455231,5.064771,5.459481
8098244,5.495268,5.603854,5.351696,5.683463,5.369886,5.502859,5.449077
8111814,7.757846,7.611343,7.767742,7.524852,7.804959,7.681227,7.873256
8060084,3.968965,3.896173,3.439004,3.723894,3.125419,3.23681,3.191925
7964203,10.39053,10.12183,10.08699,9.65094,10.24706,10.02095,9.776619
8136985,5.500128,6.185993,5.14792,6.075678,5.42377,5.245282,5.245329
8072160,5.163965,5.119893,4.870932,5.008016,4.8447,4.766239,4.834719
8087739,9.089798,8.679798,8.574811,9.035681,9.236088,8.610428,8.495588
7943376,5.586565,5.273258,6.015367,5.79576,5.384308,5.616609,5.880209
8012837,5.048026,5.286875,4.894432,5.612234,4.980752,4.957999,4.810255
7940491,5.987705,6.138735,5.952296,5.651249,5.757265,6.16661,5.895795
7912349,5.453979,5.767016,5.549266,5.866869,5.379139,5.417255,5.324688
8074070,6.385756,6.544681,5.789227,6.701636,6.398301,6.429491,6.203867
7994615,5.055647,5.355914,4.677185,5.132046,4.90981,4.972339,4.873467
8059350,5.933447,6.11377,6.344019,5.873941,5.692184,5.998838,6.673363
7986229,5.183118,5.383607,5.065114,5.519143,5.109138,5.023592,5.106122
8027556,6.603343,6.796982,6.275893,6.451717,6.464922,6.367546,6.10078
8004946,5.554009,5.319071,5.468478,5.779196,5.664028,5.634375,5.636896
8015095,3.665123,3.713166,3.419551,3.633618,3.357066,3.310035,3.330428
8114938,5.904425,5.908144,5.963886,6.757373,6.687783,6.585655,7.407217
8101212,11.95008,12.15362,11.90052,11.89866,12.07379,12.03349,12.20892
7903507,7.404577,7.253726,7.688194,7.260357,7.534081,7.501741,7.789391
8124164,3.523715,3.848992,3.640042,3.422053,3.687019,3.575175,3.635714
8169145,4.613045,5.096384,4.924138,5.268542,4.750251,4.848216,4.769833
8045857,5.602397,6.092669,5.195216,5.87679,5.228302,5.477786,5.835361
8102450,3.946017,3.803221,3.466619,3.635115,3.668606,3.506746,3.391568
8178205,7.475269,7.431726,7.481806,7.911596,6.769646,6.827346,7.419243
8052139,4.452458,4.5287,4.790906,5.080671,4.527696,4.725677,4.441247
8136610,2.652634,2.665503,2.742307,2.54686,2.527653,2.695633,2.571271
8119444,6.91882,6.949382,6.900332,6.925746,6.865965,6.743737,6.617283
8096845,5.236341,5.362581,5.598715,4.591698,5.386931,5.665912,5.488038
7903777,5.444638,4.371901,5.375363,4.975399,5.253078,4.764083,3.778658
8056572,2.99751,2.837988,2.98171,2.957051,2.927801,2.838506,2.805263
