,Pretreatment_Placebo1,Pretreatment_Placebo2,Pretreatment_Placebo3,Pretreatment_Placebo4,Pretreatment_Placebo5,Pretreatment_Placebo6,Pretreatment_Placebo7
ID_REF,GSM1923000,GSM1923004,GSM1923010,GSM1923012,GSM1923007,GSM1923020,GSM192998
7892859,6.614676,7.155146,5.925398,7.022508,6.739138,6.716681,6.678109
7892860,4.639669,3.835907,5.022059,4.551831,4.860742,4.841471,4.240498
7892861,10.39661,10.45483,10.60272,10.65904,10.02069,10.40572,10.57275
7892862,9.327814,9.261076,9.952346,10.4138,8.299881,9.355247,9.644184
7892863,7.904131,6.95858,7.796824,7.52936,7.664506,7.896194,7.784581
7892864,6.211491,5.80504,5.638835,6.632272,4.81351,6.393034,5.724701
7892865,9.362226,9.359627,9.856497,9.489318,9.638181,9.501364,9.213167
7892866,3.838771,4.342589,5.531082,2.316661,4.231319,2.569167,4.007604
7892867,5.162221,4.59856,4.008306,4.913971,4.293045,4.790766,4.585749
7892868,12.39338,12.40586,12.46328,12.47723,12.38714,12.33469,12.46933
7892869,10.47519,10.39203,10.57286,9.985912,9.970074,10.22811,10.02359
7892870,8.546504,7.806148,8.248266,8.66326,8.384906,8.172697,8.321006
7892871,9.204008,9.136306,9.469184,8.936673,8.859762,8.877817,9.104847
7892872,8.118835,7.690237,7.708969,7.53356,7.850505,7.812593,8.0039
7892873,4.315159,4.48172,4.188015,2.56879,4.961358,5.43659,3.794743
7892874,5.549567,5.373316,4.795149,5.391449,5.67221,5.080285,6.481296
7892875,5.911254,6.518977,6.232643,6.028636,6.292119,6.13424,5.652251
7892876,5.581981,5.080041,5.930516,5.899468,4.642254,5.925118,7.152962
7892877,6.571311,6.087224,6.938879,5.5769,6.781675,6.848793,5.620178
7892878,7.510094,7.093596,7.627837,6.698689,7.073819,7.597173,7.160314
7892879,3.369213,2.890706,3.695128,3.108352,3.311401,3.979129,3.596114
7892880,11.4676,11.39048,11.43139,11.59753,11.80532,11.5338,11.89178
7892881,5.884391,5.697476,6.403348,5.431619,6.58319,6.588817,5.665841
7892882,11.00004,10.90587,11.04642,11.14837,10.82643,10.71499,10.89101
7892883,5.171155,4.103366,4.742588,4.041063,3.22033,5.080326,3.689481
7892884,11.07897,11.18982,10.60535,10.20674,10.8348,10.6282,10.39355
7892885,4.972217,5.315626,4.718172,5.026263,5.608077,4.336267,5.755626
7892886,6.477402,6.510577,6.822319,6.247394,5.158095,6.289966,6.252813
7892887,3.527429,4.092996,3.826994,3.852243,3.550588,4.523192,3.791504
7892888,6.345917,5.662246,6.244054,5.922795,6.521698,5.740035,7.423011
7892889,11.90346,11.86036,12.2372,11.85671,11.82867,11.9862,11.53462
7892890,11.46226,11.53921,11.18645,10.29549,10.96067,11.14253,10.73984
7892891,12.21714,12.12135,12.26182,11.99443,12.04862,12.08195,11.91749
7892892,6.662601,6.462449,7.076387,7.079223,7.510079,7.214588,7.534455
7892893,8.540473,8.658888,8.07962,8.573919,8.905178,8.749936,8.554832
7892894,10.93439,10.99468,10.9029,10.87424,10.93631,10.68818,10.80008
7892895,5.700754,5.689404,6.358376,6.036586,5.007382,6.134363,6.389049
7892896,10.69074,10.56875,10.73412,10.3517,10.15327,10.50518,10.66289
7892897,7.347222,7.004295,6.251241,7.237438,6.432076,4.684487,7.419035
7892898,7.530483,7.745136,7.256552,7.720694,7.489979,7.505629,7.519181
7892899,11.07397,11.12013,11.57253,10.89749,11.21326,11.13923,10.87835
7892900,12.03821,11.96178,12.15893,11.88546,12.2826,12.10125,12.41602
7892901,10.86024,10.92978,11.03402,10.9522,11.19234,10.93185,11.011
7892902,11.8172,11.80597,11.77683,11.64314,11.8385,11.78047,11.62406
7892903,8.367271,8.211952,8.031391,8.109463,8.325546,7.970252,7.877706
7892904,5.869764,5.73352,6.812015,5.948342,5.695929,6.608547,6.497154
7892905,3.184178,4.283463,4.003383,3.795438,5.068684,3.898363,5.022262
7892906,12.60365,12.52332,12.59933,12.94965,12.76638,12.36,12.22898
7892907,8.965646,8.227337,8.624103,8.22459,10.40266,9.834421,9.227102
7892908,6.836273,5.774424,5.969405,5.336821,5.52908,6.355535,5.979639
7892909,8.9689,9.131102,9.268957,9.243396,9.220947,8.955432,9.195121
7892910,4.452796,5.507059,6.622338,5.433383,6.450964,5.668904,6.360623
7892911,6.644534,6.697874,6.128632,6.788992,6.166516,6.466123,6.23288
7892912,3.997436,5.181623,4.486074,3.727145,4.579065,5.059592,3.957048
7892913,7.443271,7.493305,7.771839,7.189987,7.109846,7.167237,7.060257
7892914,5.685051,5.560753,5.428212,5.422666,5.701416,4.534852,5.613462
7892915,9.086314,8.762459,8.908438,8.576823,8.978232,8.879042,8.54563
7892916,6.681452,6.794276,6.302001,6.658007,6.522718,6.440303,6.48364
7892917,5.778274,6.00583,6.327879,5.472283,5.189405,6.339797,6.989367
7892918,7.993586,7.828792,8.284413,8.5664,7.942956,8.718872,7.748452
7892919,7.193591,6.741963,7.017794,5.906167,6.957829,7.506172,6.601485
7892920,11.241,11.0107,10.57417,10.98362,10.88033,10.4868,10.48901
7892921,3.390098,3.22765,3.234188,3.12258,2.845208,3.074646,3.501469
7892922,4.972452,2.909046,4.262378,4.86779,4.59043,5.634144,5.163155
7892923,2.088259,2.013641,2.405037,2.091221,1.983558,2.597528,3.495929
7892924,11.37641,11.66384,11.32624,10.85739,10.58984,11.27869,11.155
7892925,9.224916,8.70385,9.021224,8.834404,9.146753,8.888652,8.924229
7892926,8.265375,8.436918,8.834906,8.118519,8.445779,8.018809,8.109533
7892927,4.072478,4.712593,4.159742,5.01861,4.266265,4.500485,4.800365
7892928,10.86334,10.72149,10.78537,10.69986,10.63495,10.57483,10.41248
7892929,5.115938,4.836685,5.087675,5.130141,5.591786,5.509976,5.242186
7892930,11.05344,11.45742,11.38929,11.05228,10.88701,11.2538,10.90318
7892931,6.916705,6.078834,6.875349,6.436693,5.747533,6.936933,6.502272
7892932,8.88943,9.120776,8.784254,9.111012,8.938753,9.235538,8.985907
7892933,8.377095,8.833593,8.705836,8.493402,8.758698,8.462591,8.825076
7892934,6.377532,6.482685,6.164238,5.914176,6.066644,6.170574,6.256991
7892935,9.901137,9.697393,10.03607,9.66127,9.632941,9.751117,9.490325
7892936,6.640316,5.61351,6.716856,6.746929,6.781623,6.428277,6.431204
7892937,7.250894,7.578405,7.514988,7.447959,6.772502,6.942105,7.048879
7892938,9.658257,9.585161,9.841683,9.072496,9.31433,9.804494,9.437839
7892939,10.2983,10.54477,10.22491,10.63665,10.17348,10.22019,10.72997
7892940,11.13104,11.2492,11.24959,11.27942,11.12662,11.10762,10.60715
7892941,11.38682,11.16645,11.24359,10.90682,11.36375,11.32271,11.15536
7892942,5.594292,5.882491,5.541378,5.174108,6.160761,4.718801,4.729393
7892943,2.098897,2.113982,2.146813,2.113025,2.113025,2.095954,2.085994
7892944,9.007919,8.773316,8.793233,9.31566,9.192078,8.859062,8.983911
7892945,4.667454,4.422644,5.078527,4.935584,4.335555,4.720666,5.605072
7892946,6.428622,6.397976,6.131995,6.266312,6.821134,6.309968,6.242751
7892947,11.64751,11.67117,11.5438,11.46117,11.55561,11.11061,11.33606
7892948,10.73448,10.63632,10.77436,10.31701,10.53823,10.38727,10.44645
7892949,7.321103,6.984253,7.046341,6.812587,7.431449,7.267517,7.38975
7892950,3.345254,3.221617,3.710874,3.823327,3.07371,4.160581,3.641794
7892951,7.226068,6.995656,7.739688,7.286686,7.86499,7.402828,7.865403
7892952,7.398366,7.229251,7.649114,7.65374,7.281511,7.684957,7.698149
7892953,6.426609,6.118921,6.330467,5.517473,6.936869,6.848857,6.463269
7892954,9.685449,9.728235,10.18496,9.985541,9.484806,9.950247,10.2293
7892955,9.294426,9.696816,9.85771,9.717452,9.580917,9.973031,9.418802
7892956,10.8433,10.86155,10.76648,10.69156,10.91513,10.89216,10.57693
7892957,4.797789,5.440957,4.92349,5.177797,5.437362,5.26273,4.760844
7892958,7.273793,6.688531,6.971832,6.671127,6.714394,6.416472,6.409851
7892959,6.849523,7.357943,7.252284,7.076883,6.946306,6.783363,6.859641
7892960,8.284054,8.209205,8.744543,8.120831,8.285528,8.912333,8.980171
7892961,6.693629,6.334154,6.553514,6.344908,6.670821,6.753813,6.338839
7892962,5.00203,4.223774,5.065721,5.198196,4.632231,4.46292,4.075437
7892963,4.958261,5.088165,5.876768,5.430357,4.502064,5.435998,5.620641
7892964,5.318327,5.07604,4.7466,4.475309,5.077388,5.078217,4.572602
7892965,1.934381,2.373544,2.369871,3.003914,2.781157,2.168163,2.50021
7892966,9.433451,9.695649,9.998593,10.09249,9.489834,10.06526,9.72034
7892967,10.10547,10.01384,10.44435,10.09319,10.4713,10.41231,10.26871
7892968,10.04177,10.30476,10.29765,9.471033,11.32034,10.80808,11.48905
7892969,11.81329,11.90749,11.91242,11.75576,11.67064,11.71958,11.40737
7892970,2.838691,2.80908,4.066917,2.391231,3.1384,2.599162,3.458485
7892971,2.137044,2.137044,2.199326,2.126055,2.137044,2.101818,2.114742
7892972,10.18065,10.45625,10.70176,10.59078,10.50376,10.29128,11.24373
7892973,5.976695,5.884926,6.524921,5.526185,5.640577,6.262503,5.769005
7892974,6.912313,7.147858,7.432168,6.687308,7.529857,7.741764,7.10687
7892975,4.619573,3.134057,4.82532,4.231999,3.200206,4.125985,4.157308
7892976,4.055067,4.457931,5.761128,4.170083,4.925564,4.113246,5.929014
7892977,9.423742,8.760538,9.0037,8.858133,9.964499,10.13467,9.722075
7892978,6.624782,5.841286,6.852524,6.982354,6.715133,7.084556,6.352338
7892979,10.60156,10.58317,10.64176,10.91784,10.79458,10.72364,10.7898
7892980,6.584827,6.681116,7.731776,7.920496,6.819335,7.226507,7.132987
7892981,9.8929,10.15207,10.12613,10.23477,9.992058,9.847535,10.49026
7892982,5.992282,4.802331,6.57616,7.497113,7.456621,5.896187,7.574448
7892983,12.25316,12.07856,11.64502,12.11462,11.87654,11.79915,11.65994
7892984,7.962873,7.521883,7.794751,7.636429,8.211132,7.763519,7.821311
7892985,5.475915,4.823437,4.906801,5.146873,5.902377,5.512551,5.427694
7892986,10.50416,10.45574,10.32955,10.78394,11.20527,10.984,11.04
7892987,11.93651,12.16341,12.33528,12.23713,12.16372,12.07819,12.01321
7892988,3.038007,2.727487,3.336395,2.776296,3.575246,2.462256,3.710486
7892989,8.06946,7.751789,7.56036,7.479443,7.583422,7.456635,7.341581
7892990,8.392031,7.651563,7.686085,7.63377,6.957829,8.034977,7.044796
7892991,8.541592,9.009087,8.917582,8.863102,9.010359,8.728181,8.246553
7892992,11.20057,11.19515,11.81409,11.21634,11.1557,11.41087,10.90179
7892993,10.75636,10.57359,10.83864,10.74054,10.75211,10.62867,10.41343
7892994,3.465931,2.374381,3.280063,2.703966,2.956903,2.353818,4.268807
7892995,3.741523,3.595807,5.640191,3.299514,5.011638,4.293268,5.996455
7892996,7.06166,7.640114,7.412499,7.690488,7.59536,7.398812,6.978969
7892997,3.889924,3.840559,3.658128,3.593787,2.722513,3.019733,3.772871
7892998,8.74235,9.199784,8.770713,9.049706,8.687907,8.748988,8.676414
7892999,3.936142,5.426249,5.325266,5.62049,5.20929,6.218599,4.756989
7893000,5.297216,5.315071,5.763271,6.382315,6.556747,6.293832,5.436012
7893001,8.882046,8.423597,8.749727,8.439784,8.55833,8.800001,8.928263
7893002,10.8851,10.63498,10.93942,10.96191,11.15515,10.72612,10.79807
7893003,5.877376,6.089972,5.979012,6.564226,6.455336,6.220467,6.437969
7893004,7.409367,7.656186,8.275787,7.577316,6.960728,7.951052,7.280795
7893005,2.999721,3.998264,6.109301,5.178191,5.266283,5.679595,5.178191
7893006,6.034462,5.724912,5.961082,6.374652,5.663522,6.45718,6.248393
7893007,9.609964,9.765322,9.955833,9.193114,8.962761,9.729821,9.031964
7893008,4.160977,4.5658,4.903549,5.507344,4.10477,3.796515,4.683034
7893009,4.79669,3.956998,4.689698,3.76851,3.596579,3.827607,3.726216
7893010,6.065161,5.931766,6.183516,6.780408,6.025877,6.364788,6.885062
7893011,6.067122,5.306211,5.789206,4.41426,6.253398,5.492956,4.88659
7893012,10.17776,10.00965,10.22092,10.16115,10.1587,10.11598,10.08281
7893013,5.662189,4.798792,6.142045,5.523215,5.930727,6.104383,5.77174
7893014,6.90141,7.031872,8.212245,7.434626,6.751122,7.51496,7.662708
7893015,11.59186,11.2893,11.43325,11.4686,10.74208,11.5639,11.82372
7893016,4.659464,5.200302,4.921562,4.551798,4.2091,4.774427,4.667598
7893017,5.185881,5.199348,5.595655,5.049835,5.958035,5.251611,5.025016
7893018,5.46183,5.036779,5.43309,5.036606,5.427443,4.983277,5.149521
7893019,7.741806,7.534949,7.265327,7.481088,7.478734,7.907004,6.703556
7893021,3.885585,3.586531,3.822891,3.436949,3.560451,3.14984,3.62612
7893022,4.860168,4.746251,3.541402,4.32598,3.5486,4.412402,4.109247
7893023,9.710443,9.800938,9.72401,10.1205,9.825716,9.767151,10.09419
7893024,3.81664,4.63007,4.262486,3.642789,3.197215,4.439073,3.537223
7893025,7.784176,7.756413,7.220059,7.225474,7.838993,7.774668,8.145388
7893026,6.182289,6.208093,5.72262,6.173425,5.966565,5.931747,5.942225
7893027,6.495404,5.914768,7.062244,6.065827,6.666322,6.2783,6.686305
7893028,7.17568,6.504463,6.980727,5.497734,6.354217,6.541464,6.694914
7893029,9.07811,8.839417,8.990661,9.046579,8.574574,8.913508,8.921936
7893030,7.061431,6.949097,7.021662,7.269522,6.304036,7.635641,6.934729
7893031,7.713813,7.851934,7.697056,6.404039,8.420345,8.126318,8.071126
7893032,7.34184,7.226773,7.577586,7.292988,8.233582,7.044683,7.284805
7893033,8.810469,9.421271,8.943633,9.061308,8.730156,9.126354,8.585877
7893034,8.848668,8.418055,8.302277,8.213496,8.433971,8.075852,7.964311
7893035,6.190583,6.21285,7.368288,6.630264,6.497137,6.7913,6.283882
7893036,9.197958,9.071826,8.938889,9.421747,9.291288,8.908392,8.95106
7893037,7.322651,7.926659,6.82499,7.32442,7.064514,7.234197,7.06846
7893038,4.694722,3.105334,4.508743,2.586096,2.604144,5.380401,4.711681
7893039,9.45519,8.915268,9.640997,8.605296,8.92707,9.253486,9.439621
7893040,8.166797,7.91845,7.550357,7.537317,7.974465,7.571508,6.872955
7893041,3.729659,3.480425,3.335428,3.736052,4.66734,4.269691,3.265245
7893042,9.347605,9.30734,9.447589,9.169039,9.052424,8.991248,8.771345
7893043,6.918133,6.483388,6.511855,6.25743,6.608699,7.127587,6.970961
7893044,4.292867,3.510579,4.314087,3.139656,3.23026,3.366787,2.930004
7893045,2.35206,2.36252,2.804218,2.409606,2.077933,3.92586,2.833876
7893046,6.157019,6.368752,4.960503,6.169199,6.055574,6.058321,6.0968
7893047,6.540683,6.853468,6.776055,5.259901,6.298176,7.507125,6.643032
7893048,7.715269,8.160197,8.024802,7.496004,8.055853,7.752557,7.208289
7893049,5.38936,5.927797,6.129336,5.217701,7.015104,5.854054,5.356473
7893050,9.539944,9.717138,9.48712,9.755093,10.10615,9.953495,9.548998
7893051,5.74147,4.489204,5.757132,5.53828,3.311674,5.549005,4.891356
7893052,5.564147,4.651205,5.293732,4.869231,5.554523,5.647616,5.764727
7893053,5.640483,5.978332,5.198538,5.598049,4.882613,5.532668,4.886885
7893055,8.45171,8.328558,8.652001,8.399348,8.500631,8.649107,8.675179
7893056,5.593633,5.677827,4.388801,5.189955,3.126743,6.29955,5.583491
7893057,3.675113,3.377365,2.813019,2.87815,3.143883,2.716418,3.077573
7893058,8.053776,8.042036,8.082897,8.043654,8.924033,8.513864,8.155158
7893059,4.740777,3.65414,4.147623,4.24113,4.720498,4.99137,4.227145
7893060,5.067647,5.227767,4.322629,4.821208,4.268951,4.529192,5.023477
7893061,10.37036,10.3473,10.73476,10.82065,10.56359,10.17418,10.44377
7893062,5.912597,5.408637,5.94106,4.220484,5.807809,5.504533,5.963957
7893063,5.039386,5.627523,5.785531,5.739492,6.039346,5.989221,5.19804
7893064,9.533353,9.354635,9.220271,9.26165,9.473015,8.710446,9.571178
7893065,5.058498,5.513261,5.780437,5.001886,5.643555,5.369672,5.735075
7893066,4.502477,4.997272,3.992213,4.221765,3.392704,3.164977,3.337267
7893067,8.222725,8.444582,8.651144,8.519113,8.063063,8.08419,8.291187
7893068,7.113354,6.623006,7.08721,6.89901,6.707546,7.192754,6.905569
7893069,8.104136,7.598544,7.966602,7.362462,8.070104,7.551815,7.520089
7893070,11.51752,11.34629,11.24389,11.12883,11.62487,11.41795,11.15087
7893071,7.06179,7.106508,6.689971,6.398107,5.988992,6.830966,5.861385
7893072,6.085857,6.422042,6.788755,6.31536,6.110198,6.88418,6.71602
7893073,10.46421,10.47771,10.03582,10.77553,10.2558,10.35052,10.6047
7893074,7.950987,7.358513,7.861737,7.649997,7.682082,7.678753,7.702577
7893075,8.427579,8.560148,8.312974,8.444335,7.786914,8.356797,7.605815
7893076,5.572092,5.359391,5.672157,6.070848,5.166412,5.896187,4.85447
7893077,12.71488,12.70916,12.88185,12.42549,12.60968,12.57847,12.58518
7893078,2.532707,3.747824,1.979506,2.075495,2.075706,2.048661,1.984489
7893079,8.385045,8.178584,8.683243,8.32788,8.824996,8.69933,8.682062
7893080,4.942222,4.617502,3.991712,4.108965,4.072461,4.854773,4.874444
7893081,11.29077,10.93655,11.22836,10.67844,11.03399,11.13678,11.45562
7893082,5.968607,3.94769,5.34352,5.435385,4.893853,5.761553,5.006713
7893083,5.849699,5.174504,6.489666,5.674287,5.185918,5.478517,5.528422
7893084,11.2024,11.29994,10.94921,10.93776,11.10533,10.8091,10.8989
7893085,10.12994,9.963002,10.61775,10.06728,10.10549,10.42495,9.99227
7893086,10.65363,11.56177,10.96563,10.76473,11.31361,11.31697,11.09172
7893087,9.878787,9.914177,10.13091,10.25302,9.946998,10.06724,10.3902
7893088,5.534983,6.580488,6.602076,6.352154,6.511832,5.745916,6.400054
7893089,5.740847,5.729514,5.793241,5.623402,5.619347,6.24687,5.880546
7893090,10.4782,9.002974,10.19346,9.906502,10.74446,10.86216,10.92668
7893091,6.523057,5.709326,6.638407,6.732637,7.856923,7.392337,7.401487
7893092,5.216088,4.666004,5.210087,5.072447,4.259084,5.371852,3.667282
7893093,4.243946,4.630861,5.413278,2.786085,4.319887,4.902772,4.70566
7893094,11.35629,11.21973,11.13759,11.42475,11.00804,11.19244,11.33358
7893095,3.906926,4.964738,5.615238,5.037713,5.066765,6.028572,5.285918
7893096,9.887396,9.844152,10.35309,9.592587,9.996755,10.06403,9.890622
7893097,9.473366,8.974688,9.554131,9.286925,8.80121,9.255765,9.349145
7893098,6.894056,6.872509,7.311441,6.789002,6.573242,7.215638,7.012928
7893099,6.640949,6.232744,5.671788,4.569078,6.053137,6.653515,6.336817
7893100,6.336744,5.325954,6.236869,6.355842,6.192676,6.059233,4.942393
7893101,11.93117,12.10197,12.37471,11.97832,12.00944,12.14137,11.70667
7893102,6.067526,6.000948,6.148385,4.341771,6.099479,6.315919,5.726808
7893103,11.73606,11.75428,12.07422,11.36224,11.75428,11.71448,12.26821
7893104,9.029678,9.119354,9.190802,9.089064,9.2934,9.366093,9.190586
7893105,9.59181,9.823459,9.754362,9.684445,9.651325,9.869919,9.286387
7893106,5.93579,6.81603,6.450394,6.658994,6.542441,7.190504,6.074146
7893107,2.667896,2.85819,3.56191,3.046582,3.173804,3.010009,3.370489
7893108,4.529262,3.566319,4.458386,5.683463,4.119912,2.292817,4.88942
7893109,4.574592,3.733671,4.817219,3.877896,5.454938,3.704078,3.915654
7893110,7.036779,7.505998,6.925544,6.961208,6.922858,7.153854,6.951181
7893111,7.69228,7.987987,8.749703,8.096645,8.286545,8.817471,8.687005
7893112,8.076272,8.56186,8.684847,7.87856,6.99308,8.292962,8.169922
7893113,8.0406,8.019611,8.140749,7.732281,7.609474,7.761064,7.707267
7893114,5.962229,6.037049,5.736255,3.584596,4.868438,5.095918,5.903866
7893115,6.623895,6.463221,6.884501,4.481857,5.383876,7.074418,6.295277
7893116,8.372724,8.35026,8.233424,8.003138,7.771494,8.419765,8.536965
7893117,2.815697,2.861658,2.730901,3.128021,2.724984,2.543024,2.66925
7893118,9.133889,8.796093,9.067104,8.709782,8.659494,8.162144,8.757374
7893119,5.397314,5.371342,5.86376,5.163704,5.002489,4.43077,6.195877
7893120,6.346822,6.543378,5.474644,6.270503,6.308278,6.048329,5.836494
7893121,10.09044,10.02861,9.806981,9.707182,10.22262,9.555202,9.822834
7893122,6.806285,6.587829,6.686237,5.818826,6.339586,6.419724,7.249641
7893123,9.767073,9.588516,8.988974,9.80868,9.880831,9.368996,9.515419
7893124,5.818634,5.978285,5.694659,5.822553,5.757686,5.667284,6.285647
7893125,6.81733,6.28885,7.494363,6.150202,6.65982,7.288524,7.711093
7893126,4.43294,4.351575,3.911841,4.420685,3.985585,4.445944,4.00463
7893127,5.294257,4.487329,4.917395,3.854982,5.218697,4.958161,4.201357
7893128,5.731257,5.887329,6.102361,4.959466,5.001585,4.679525,5.132668
7893129,7.266609,6.572037,6.602233,5.717385,6.968549,6.096206,7.185258
7893130,11.07216,10.53079,10.91766,10.43116,10.84066,10.34778,10.64561
7893131,9.081577,8.938135,9.327332,8.833121,9.373062,9.330197,9.527464
7893132,6.04565,6.013835,6.367453,4.976703,6.115489,5.961451,5.937677
7893133,12.37401,12.39472,12.39743,12.6697,12.32938,12.28809,12.3693
7893134,7.924541,7.415571,7.901686,7.745397,7.359603,7.750508,8.031901
