,Posttreatment_Quercetin1,Posttreatment_Quercetin2,Posttreatment_Quercetin3,Posttreatment_Quercetin4,Posttreatment_Quercetin5,Posttreatment_Quercetin6,Posttreatment_Quercetin7
ID_REF,GSM192996,GSM1923003,GSM1923009,GSM1923016,GSM1923019,GSM1923023,GSM192997
7894233,5.92749,5.621644,6.239566,5.532784,5.401411,5.718671,6.397336
7894234,7.803203,7.869991,7.789807,8.165878,7.81545,8.05971,7.800701
7894235,7.453879,8.06643,7.934045,7.673128,7.975242,7.857649,7.356108
7894236,12.69231,12.69097,12.76917,12.82291,12.90294,12.78109,12.25692
7894237,7.567121,7.568956,7.323775,7.76215,7.682853,7.505497,6.729112
7894238,4.68255,5.161864,4.150652,6.283531,5.505964,4.479595,4.413396
7894239,11.62833,11.30418,11.42692,11.58969,11.46986,11.43245,11.73109
7894240,6.8581,5.112587,6.64643,6.743195,6.242605,6.459335,7.139235
7894241,6.467479,6.036122,6.24334,7.540505,6.919913,6.800529,6.077555
7894242,7.549073,6.357518,6.783095,6.761842,6.729962,7.121482,7.325
7894243,2.503843,2.925846,2.287802,3.234777,1.995067,1.925392,4.340263
7894244,7.229933,7.529501,7.77996,7.956467,6.957998,7.122648,7.404188
7894245,2.827359,3.854262,3.465219,3.332784,2.575515,2.770874,4.085466
7894246,7.24412,7.432882,7.402297,7.610365,7.14991,7.076754,6.451873
7894247,7.375574,6.921851,7.761693,7.889843,7.247239,7.381779,8.039134
7894248,2.407323,2.360904,2.263054,2.437996,2.484468,2.401556,2.726303
7894249,9.618923,9.524599,9.452952,9.44168,9.675026,9.743004,8.958315
7894250,4.848891,4.289521,3.861853,4.303255,4.262754,4.739173,4.262562
7894251,7.21293,6.022129,6.440409,6.403243,6.514038,6.840169,7.745737
7894252,10.96566,11.0414,11.02054,10.97484,11.11868,10.91073,11.07809
7894253,4.793408,3.654454,4.340757,4.488672,4.336045,4.515131,4.84831
7894254,7.557429,7.693809,7.881643,7.640238,7.394759,6.999006,7.541494
7894255,3.210336,3.353193,3.353549,4.56639,2.674865,3.573286,3.760339
7894256,10.87927,10.91507,11.02812,11.04559,10.80091,10.96461,10.35818
7894257,6.373445,7.215168,6.470762,6.654032,7.057799,6.900457,7.009397
7894258,10.87691,10.81395,10.9716,10.96022,11.01508,10.88133,10.77696
7894259,4.245146,3.242382,4.406609,4.471297,4.025387,3.526314,3.5376
7894260,5.438427,5.642396,5.849556,5.296798,5.694246,5.616736,5.728849
7894262,12.82943,12.87815,12.95325,12.71336,12.79438,12.95187,12.90301
7894263,10.36042,10.91578,10.51275,11.64618,10.52119,9.334604,10.68687
7894264,12.5256,12.55516,12.67114,12.48924,12.49021,12.50179,12.59572
7894265,3.027609,3.471959,3.028259,2.731402,2.961999,2.773361,3.415079
7894266,7.645613,6.896517,7.409118,7.09442,7.238756,6.964616,7.463402
7894267,8.491749,8.571565,8.363663,8.883638,7.886972,7.442683,8.004365
7894268,6.219781,6.225097,5.718728,6.342399,5.696394,5.846118,5.620906
7894269,10.81526,10.68135,10.68629,10.48979,10.56558,10.86876,10.76354
7894270,6.900344,6.380124,6.452657,6.519373,5.699757,6.65426,7.128948
7894271,5.347367,6.430924,6.679755,6.283531,5.761551,7.266485,6.613729
7894272,7.59789,7.590217,8.011194,7.489998,7.601577,7.59009,7.873786
7894273,8.500406,7.996791,8.300758,8.483269,8.542908,8.508078,8.812019
7894274,7.549073,6.357518,6.783095,6.761842,6.729962,7.121482,7.325
7894275,3.527654,4.815376,3.854987,5.570364,4.272894,4.459985,3.195597
7894276,7.392717,7.192687,7.18554,7.496994,7.091263,7.81794,7.462103
7894277,4.875241,5.185538,4.875241,5.045801,4.803669,4.924815,4.998874
7894278,9.193921,9.732525,9.409106,9.663967,9.347471,9.781059,8.662409
7894279,7.564157,7.140017,7.895614,7.661974,7.987529,7.687872,8.431371
7894280,7.649292,7.570601,7.552703,7.432977,6.711909,7.146475,7.719091
7894281,5.89395,4.87852,4.933945,5.718579,4.99135,5.077903,5.797154
7894282,12.34824,12.28133,12.35265,12.48725,12.53962,12.13259,12.46093
7894283,8.264183,7.787804,8.084731,8.311388,7.796085,8.079393,8.021363
7894284,10.51629,10.05383,10.52985,9.972281,9.939112,10.39704,10.23199
7894285,7.863045,7.172418,7.733915,8.36853,7.865276,7.992837,7.929762
7894286,3.868995,4.88436,4.13013,3.892392,4.584457,5.78639,4.518536
7894287,5.546744,5.763135,5.7748,4.832364,3.641434,4.945064,6.723523
7894288,7.980098,7.83512,7.826024,8.006464,8.053661,8.359941,7.195905
7894289,10.70198,10.80835,10.48372,10.50792,10.55871,10.58788,10.81422
7894290,6.831543,6.774488,6.635643,6.26251,6.51054,6.777119,7.138836
7894291,6.434907,7.026262,6.462605,7.034045,7.19346,7.316708,5.685112
7894292,5.675733,5.735672,6.042953,4.133911,4.620162,5.291839,6.310107
7894293,10.26068,10.1863,10.24936,10.3232,10.09667,9.968264,9.869166
7894294,11.85081,11.78525,11.89294,11.84659,11.78239,11.68988,11.8968
7894295,9.81065,9.88231,9.54528,9.631537,9.475867,9.512856,9.531358
7894296,7.675852,7.340331,7.96281,7.462838,7.548242,7.633889,6.833792
7894297,7.90296,7.414085,6.69568,7.214174,7.403771,7.766144,7.309393
7894298,6.749732,6.64016,6.910594,6.193841,6.655596,6.42406,6.411894
7894299,8.234104,8.251075,8.257267,8.463244,8.429154,8.430305,8.198874
7894300,3.420727,1.788924,4.643948,4.304363,3.222693,3.645021,2.350198
7894301,6.008302,6.450477,6.352812,6.655147,6.651881,6.425117,6.133334
7894302,7.409284,6.434751,6.901186,7.441213,6.813789,7.388312,7.326266
7894303,7.774736,7.431171,7.86805,8.03399,8.021987,7.553384,7.592569
7894304,10.85684,10.96646,10.77922,10.71337,10.81566,10.79275,10.70848
7894305,8.480199,9.394643,9.236497,8.973071,9.113712,8.805672,8.853703
7894306,9.248262,8.920582,9.055647,9.153761,9.024028,8.611216,9.146194
7894307,10.73952,10.72016,10.62707,10.83333,10.82055,10.92447,10.50609
7894308,9.216425,9.108616,9.168077,9.321668,9.166224,8.925144,9.039721
7894309,9.3827,9.698154,9.166832,9.508419,9.119163,9.464023,8.687851
7894310,7.507539,6.391765,6.232177,6.297513,5.468478,6.335586,7.028884
7894311,3.396353,3.841528,3.780155,3.440091,3.74071,4.285051,4.248579
7894312,6.337981,5.640721,5.791387,6.396758,6.428119,6.372107,6.544742
7894313,7.12852,6.857821,6.962508,6.858906,5.56401,6.603449,6.972163
7894314,6.723671,5.981736,6.757922,6.369143,6.736657,6.265403,6.633668
7894315,9.884526,9.605435,9.830722,9.341584,9.310361,9.499035,9.554838
7894316,10.50672,10.53589,10.70453,10.53461,10.51561,10.38453,10.56902
7894317,1.814299,2.221645,3.138272,2.026459,2.404113,3.171326,1.941547
7894318,7.364068,6.582018,6.866803,7.941642,7.626652,7.054627,7.86343
7894319,2.686312,2.888804,2.470482,2.960924,2.700628,3.252573,3.441387
7894320,10.87635,10.65429,10.84016,10.82499,10.59813,10.81367,10.60205
7894321,7.991826,7.135053,6.521975,7.533178,7.014528,6.669038,7.434935
7894322,6.818769,6.395524,6.691297,7.168458,6.610275,6.144536,6.809153
7894323,2.436116,2.318484,2.214146,2.328536,2.164197,2.362542,2.654687
7894324,9.335442,9.477132,9.205968,9.875864,8.353007,8.202279,9.322926
7894325,6.893239,5.497563,6.574505,6.37872,6.345232,6.403656,7.010312
7894326,2.226927,2.400803,1.986457,3.195304,3.343556,3.366794,2.425802
7894327,2.995449,3.453831,2.47621,2.603839,2.014535,2.364784,2.734445
7894328,7.301949,6.514113,7.365958,7.660257,7.246927,7.228926,7.352975
7894329,5.676297,5.61888,5.803153,6.043828,7.140652,4.584052,6.256433
7894330,6.531437,4.723556,6.613553,6.601443,5.694575,6.46821,6.631995
7894331,9.392967,9.486015,9.31721,9.541719,9.781404,9.164206,9.431818
7894332,6.323834,3.320405,6.502903,6.375679,6.349074,5.219594,6.254503
7894333,3.127975,4.029809,3.645842,3.894597,3.635183,3.278209,4.260134
7894334,5.029848,4.963987,4.719548,5.003316,4.694972,4.536248,6.02022
7894335,7.972115,7.616345,8.125423,8.203595,7.955372,7.719184,7.710495
7894336,8.369023,8.847529,8.946621,8.549286,8.636156,9.174307,8.316097
7894337,4.885835,4.724684,5.478749,4.335522,5.774537,6.067523,5.388305
7894338,2.027555,2.101032,2.039603,2.713964,2.368385,2.09778,2.143653
7894339,3.400317,3.133034,2.408308,2.631848,2.838074,3.266795,2.613584
7894340,2.388156,2.171536,2.031969,1.87184,2.440821,2.707456,3.53395
7894341,9.82506,10.07155,10.48818,9.851278,9.82933,10.44554,10.57785
7894342,8.527213,8.498716,8.840399,9.030994,8.130661,8.718402,8.836279
7894343,6.457079,5.793459,5.844142,5.93776,6.236697,5.944587,5.942417
7894344,5.062204,3.475373,5.563408,5.564338,4.597495,5.367118,5.681201
7894345,6.360623,6.201411,5.626341,5.326506,5.27273,5.256194,4.549771
7894346,8.695223,8.371943,8.726306,8.785488,8.759665,8.677664,8.542341
7894347,4.871451,5.439369,5.919532,5.96454,6.033363,6.298934,5.908652
7894349,2.0414,2.15767,2.948444,2.611715,2.689816,2.011586,2.008011
7894350,8.034867,8.458384,8.10103,8.725331,8.246121,8.207224,8.452084
7894351,9.519614,8.972807,9.169578,9.408714,8.65311,8.564725,9.043074
7894352,7.400748,6.272292,6.66218,6.712117,5.924369,7.215585,5.557936
7894353,6.112126,5.660008,5.286967,6.825978,6.115106,6.189118,7.055205
7894354,7.845461,7.550516,8.323322,7.754097,7.77632,7.792471,7.803565
7894355,7.874318,7.938239,7.532775,7.484972,7.735708,7.362033,7.83166
7894356,7.698539,7.347281,7.809344,7.751096,7.447915,7.540606,7.439775
7894357,5.245242,5.284428,5.343333,5.623137,5.423527,5.383773,6.097841
7894358,4.454785,4.07767,4.835526,5.927195,4.840724,4.674593,4.732981
7894359,5.20315,4.188015,3.916984,4.469204,6.306968,3.437584,4.609157
7894360,6.400113,4.814496,5.983048,5.654209,5.441882,5.689517,6.314044
7894361,5.833793,5.556547,5.298689,5.003995,5.531188,5.809562,4.662778
7894362,4.960382,3.029188,4.401237,3.494092,3.430019,3.965425,3.649213
7894363,10.49455,10.11008,10.36192,10.45595,9.830246,10.22138,10.69919
7894364,5.708165,5.275037,4.384571,4.617918,5.325768,5.212626,5.694627
7894365,3.220813,3.128204,3.151926,3.807571,3.358969,3.023729,3.927589
7894366,11.08768,10.67647,10.66845,10.80842,10.90684,10.81723,10.72574
7894367,8.212319,8.577899,8.57585,8.101688,8.133368,8.565992,8.029725
7894368,6.818038,6.997096,6.603046,7.285222,7.621161,6.817686,6.537794
7894369,8.43958,8.368795,8.530937,8.334372,8.549592,8.617704,7.973644
7894370,6.972337,6.997449,6.872489,7.103909,6.936281,6.620628,6.946058
7894371,7.240519,7.588797,7.834642,7.321829,7.150982,6.89217,7.53439
7894372,11.18187,10.76454,11.07186,10.96209,10.76015,10.55122,10.94455
7894373,6.659315,6.300558,6.4073,6.468512,6.585586,6.384045,7.287631
7894374,10.08417,9.913506,9.982384,10.01952,10.13057,9.99242,10.11115
7894375,10.96077,10.70601,10.78769,10.88986,10.94283,11.1294,10.96853
7894376,9.577128,9.744117,9.14858,9.456647,9.74352,9.072407,9.825543
7894377,5.796616,3.877619,5.383187,5.948074,3.832172,3.810963,5.534931
7894378,7.752396,6.243226,7.30321,7.500343,6.978945,7.152372,7.505087
7894379,10.86263,11.11332,11.05384,11.06485,10.81316,11.25009,10.85496
7894380,10.09593,9.673079,9.943563,9.934678,9.884841,9.834429,10.18099
7894381,4.672284,3.969393,5.041697,5.116547,4.943771,4.367518,3.577664
7894382,10.41971,10.58845,10.48852,10.61407,10.77148,10.66258,9.371449
7894383,7.057973,6.708758,6.569179,7.15609,6.2133,5.722447,6.641841
7894384,8.550858,8.320722,8.210234,9.055885,8.437685,8.601351,8.599314
7894385,9.363466,9.100798,9.095452,9.169615,9.352326,8.944167,9.251905
7894386,8.426216,8.25391,8.37888,8.371867,8.589535,8.341595,8.480569
7894387,5.805942,4.459217,4.513635,5.979694,5.09722,5.931828,5.948039
7894388,6.080558,6.5986,6.430057,6.875283,7.240205,7.115127,6.488676
7894389,11.26436,11.92945,11.65094,11.07868,11.0871,11.68114,11.5162
7894390,6.158394,6.394258,5.622698,6.152829,5.82014,5.728994,6.598791
7894391,7.118294,6.844523,6.24513,6.925669,7.353665,6.756161,7.110904
7894392,11.7603,11.98687,11.87564,11.78022,11.92161,11.80273,11.35856
7894393,3.500162,2.484558,3.971765,2.065645,4.848045,5.124702,4.032164
7894394,5.736904,5.074388,5.172831,5.924571,5.090234,4.620286,5.578601
7894395,10.69238,10.76668,10.76888,10.4396,10.68141,10.74702,10.77679
7894396,6.711438,5.819582,7.150315,6.791848,6.858804,7.164306,7.47906
7894397,2.671048,3.285511,3.26544,3.474562,3.63493,2.534431,4.071307
7894398,7.513633,6.94138,7.132531,7.453251,7.323921,6.511201,7.532271
7894399,10.09869,9.468988,9.471508,9.625721,9.230824,9.517941,9.864224
7894400,8.657228,8.481017,8.742331,8.995898,8.983192,9.204829,8.775218
7894401,5.634401,5.456721,5.497183,5.827858,5.887681,5.78868,5.343123
7894402,10.84916,10.74919,10.97366,10.93993,10.984,10.8215,10.85775
7894403,6.136586,5.643425,5.194137,6.17694,6.55171,6.361639,5.568091
7894404,11.1294,11.0429,11.08947,11.2204,11.23087,10.92471,11.00516
7894405,7.69268,6.914649,7.105846,7.451871,6.716365,6.81837,7.549749
7894406,10.651,10.89049,10.70098,10.81027,10.66321,10.97894,10.51
7894407,4.198114,3.996426,4.258416,3.522884,4.058401,2.801868,4.954629
7894408,8.044153,8.851665,8.906948,8.532878,8.173656,8.792597,8.336244
7894409,7.146966,6.493901,6.46145,7.763715,7.784529,6.57616,7.422244
7894410,6.575695,6.223777,6.054278,6.145204,6.388983,6.236534,6.891428
7894411,10.90348,10.87694,10.90935,10.58865,10.77724,10.72059,10.83125
7894412,9.732131,11.44036,10.30354,10.01602,10.19908,11.01206,10.04312
7894413,11.32608,12.00731,11.57937,11.37182,11.52156,12.11469,11.35597
7894414,3.637209,3.560322,3.694712,4.456505,3.779873,3.545723,3.957552
7894415,6.301959,5.712378,5.904661,6.735542,6.462347,5.920608,6.331337
7894416,10.82604,10.99493,10.75016,10.69897,10.55033,11.07136,10.87617
7894417,5.274111,5.795823,6.008819,5.797315,5.493643,5.421255,5.675229
7894418,7.887119,7.331849,7.38347,7.559366,7.468298,7.898974,6.563257
7894419,7.190528,6.011684,6.727952,6.69664,6.925454,6.925454,7.213503
7894420,6.259073,6.301692,6.694889,6.557283,6.425546,6.952208,6.396393
7894421,10.53877,10.51117,10.56173,10.58598,10.7349,10.53052,10.45156
7894422,7.304852,7.230444,7.397099,6.97761,6.872638,6.955062,6.842103
7894423,5.761769,5.93316,5.770844,6.425436,6.018998,6.259133,5.849483
7894425,3.362457,3.89621,4.682449,4.171081,4.414404,3.541047,4.311074
7894426,6.065675,5.410758,6.218425,4.774602,4.712954,6.56733,5.892411
7894427,5.859091,7.017364,6.502455,5.04917,5.664896,6.999392,6.610689
7894428,8.614614,8.738483,8.602777,8.866055,8.756811,8.838202,8.520514
7894429,8.993699,8.265821,8.009664,7.960817,8.091187,8.476036,8.492731
7894430,8.038612,7.813536,8.151898,8.118726,7.59916,7.691328,8.068466
7894431,10.11983,10.13566,10.03393,10.40118,10.47041,10.20243,10.41529
7894432,8.396635,8.128667,8.357674,8.402139,8.427845,8.394465,7.658745
7894433,11.05875,10.61376,10.65179,10.7135,10.75156,10.89948,10.9613
7894434,7.765446,8.151645,7.641972,7.398413,7.638866,7.674405,7.410652
7894435,7.660968,8.098871,7.790611,7.640318,7.664464,7.757836,7.885335
7894436,8.90552,8.319547,8.984763,8.793074,8.947792,8.539196,8.739542
7894437,8.152897,6.394868,6.354304,6.394363,6.076508,6.39397,7.230195
7894438,7.304507,7.066288,7.037852,7.363373,7.20622,6.948968,8.238348
7894439,11.42744,11.39651,11.38669,11.42734,11.60756,11.08296,11.5083
7894440,8.156156,7.354903,7.991273,7.999125,8.41482,7.695631,8.237539
7894441,6.255385,5.958926,5.607638,6.136131,5.094537,5.776854,4.766037
7894442,5.936787,5.348181,5.200425,6.513074,6.280369,5.779204,6.5579
7894443,7.83896,7.535839,7.837878,7.9928,7.931402,7.724357,8.105845
7894444,9.057341,9.165006,9.162841,9.392241,9.330729,9.166271,8.597939
7894445,5.276646,5.315576,5.39598,5.375911,5.193542,5.171231,5.118825
7894446,7.010457,6.845559,6.920084,7.400409,7.330833,7.013512,7.21622
7894447,10.30935,10.17437,10.12938,10.28191,10.10253,10.2966,10.03591
7894448,3.67864,3.299378,3.222015,3.945286,2.438246,2.056921,4.393756
7894449,8.608307,7.902345,8.435131,8.466671,8.065571,8.373094,8.679206
7894450,3.139775,3.186546,3.782462,2.430982,3.186546,3.081862,4.559292
7894451,7.841389,6.86784,7.668534,7.836391,7.908976,7.058297,8.600691
7894452,6.444378,6.27362,5.889618,6.812905,5.96504,6.384091,5.634727
7894453,6.453983,4.885712,4.390209,5.595745,5.936325,5.577735,5.573829
7894454,5.893368,6.112597,4.511924,5.813468,5.76156,5.774211,6.342512
7894455,3.178066,3.265581,3.451275,3.769844,2.796162,3.709319,3.617261
7894456,4.744782,4.727842,5.321831,4.741033,4.610985,4.535002,4.512236
7894457,7.972752,7.385226,7.486481,7.171127,7.638836,7.15167,7.712993
7894458,2.977237,3.092787,3.606354,3.109672,3.333121,3.804557,4.992147
7894459,9.527321,9.812643,10.10709,10.04504,10.0334,9.901168,10.0786
7894460,12.2478,12.2753,12.30525,12.29073,12.23154,12.15289,11.73208
7894461,6.722827,6.628666,6.724987,5.991621,6.878704,6.916749,7.14362
7894462,7.429198,6.807961,6.729748,7.227026,6.815279,7.033368,7.315026
7894463,3.050867,4.078226,3.229526,3.063855,2.985087,3.476182,3.125238
7894464,8.545973,8.263685,8.409735,8.807202,8.381019,8.690142,8.096028
7894465,6.820925,6.258046,6.143488,6.86946,6.718397,6.654699,6.624367
7894466,6.86951,6.804021,6.718663,6.574361,6.632539,6.279276,6.605295
7894467,7.339142,6.206469,7.111808,7.332794,6.506176,7.064205,6.736067
7894468,4.510917,4.490777,4.479802,4.88098,4.697836,4.389039,4.637913
7894469,12.54252,12.56258,12.57697,12.70265,12.49355,12.51267,12.60555
7894470,9.843576,9.873528,9.846575,10.04674,9.967371,9.607996,9.69701
7894471,13.60864,13.70762,13.69674,13.64156,13.68816,13.6636,13.67704
7894472,6.129537,6.342278,6.152058,6.935146,6.37842,6.243149,7.209716
7894473,3.576859,3.332917,4.409799,4.522088,3.369693,3.851269,4.186797
7894474,6.907334,6.441398,6.437509,6.655194,6.870124,6.573791,6.399101
7894475,9.224482,9.305404,9.3767,9.278758,9.31535,9.354893,8.898973
7894476,6.849452,7.292295,7.077141,7.047187,7.134305,6.695979,6.292544
7894477,2.638448,1.836522,3.063831,2.770781,2.190802,2.056906,2.116024
7894478,8.541699,9.604714,8.605646,8.279872,8.365596,9.656313,8.520096
7894479,10.61216,11.03084,10.7855,10.65479,10.63542,10.85115,10.75165
7894480,7.081127,7.688073,7.287335,7.105048,7.286363,7.373471,6.878938
7894481,11.8345,11.98091,12.09169,12.10961,12.13756,12.1134,11.17488
7894482,6.32553,6.224232,7.032452,7.192189,6.109882,6.755863,6.606902
7894483,4.732576,3.963667,4.209891,4.745094,5.107991,4.793784,4.120761
7894484,7.388134,8.137415,7.779608,7.482467,7.267005,7.389726,7.679199
7894485,9.908125,10.01147,9.979195,9.786716,9.935226,9.576641,9.939216
7894486,4.568647,3.533138,3.882915,3.202264,4.065096,4.458534,4.879604
7894487,2.384239,1.937477,2.331447,2.151448,2.36391,1.92404,2.001196
7894488,6.723345,6.28938,6.938754,6.592464,6.329379,6.541501,7.017065
7894489,10.2162,10.17886,10.2124,10.13082,10.46003,10.33726,10.26425
7894490,7.34553,7.864939,7.254196,7.520672,7.689392,7.650142,7.145232
7894491,7.227769,6.425352,6.679667,6.923557,6.605214,6.067523,7.004341
7894492,8.699799,9.502173,9.116062,9.174824,8.941969,9.200689,8.175879
7894493,7.799816,8.496832,7.903605,8.308751,7.814944,8.326047,7.841126
7894494,7.221614,7.151374,7.231919,6.925887,6.982526,7.378046,7.434746
7894495,6.517012,6.660522,6.542324,6.702003,6.42606,7.192243,6.578701
7894496,10.48515,10.45153,10.31931,10.38612,10.22407,10.34884,10.52081
7894497,6.618466,5.805023,6.655416,6.380474,6.337182,6.619185,6.451933
7894498,10.87404,10.57365,10.66579,11.30685,10.93927,10.8627,11.02143
7894499,11.31755,11.18832,11.12632,11.42234,11.29122,11.32344,10.65548
7894500,2.784982,2.724337,2.504628,2.832717,4.216759,2.311323,3.082153
7894501,10.98191,10.83087,11.08805,11.0246,11.07606,10.9685,11.22531
7894502,5.398145,4.549303,4.25236,4.522161,4.658587,5.043025,5.776271
7894503,7.306227,7.471283,7.415457,7.821853,7.782423,7.622216,7.27393
7894504,6.450814,6.640442,6.594356,6.014012,6.733673,6.084378,6.172112
7894505,5.914994,6.132717,6.106201,5.954794,5.667179,5.579746,6.566815
7894506,6.658594,6.972415,6.616935,6.409393,6.259102,5.536794,6.791941
7894507,5.874192,4.925803,6.677413,5.494741,5.447135,5.271369,5.666983
7894508,6.982756,7.041789,7.214419,7.476278,7.215634,6.956163,7.57793
7894509,8.23069,7.684296,8.144828,8.027539,7.794255,7.866142,8.61256
7894510,6.47034,5.777967,6.481855,4.606577,5.592927,5.269369,6.807238
7894511,6.438671,6.487391,6.329859,6.416667,5.53304,5.9425,6.603726
7894512,11.44746,11.29211,11.50427,11.47054,11.19057,11.51246,11.46128
7894513,11.32683,11.06161,11.07089,10.80744,10.88199,10.41622,10.84552
7894514,5.51228,5.279593,5.798087,5.813911,4.876256,5.867461,5.836705
7894515,10.67912,10.73307,10.78838,10.79179,10.49837,10.73207,10.52927
7894516,10.44808,9.800395,10.16049,10.02451,9.81037,9.296168,10.26766
7894517,5.188357,4.732938,6.134747,5.943893,5.324892,5.352719,6.199152
7894518,8.329806,7.787992,8.342271,8.397301,8.339574,8.306955,8.41249
7894519,8.287191,8.517789,8.553919,8.144739,8.36265,8.385277,7.892078
7894520,9.392647,8.847285,8.799666,8.893884,9.334867,9.240608,8.973969
7894521,4.707427,4.087816,2.804557,4.350139,4.809187,4.611398,5.957879
7894522,8.593957,8.715893,8.646403,8.426139,8.486985,8.923126,8.392056
7894523,9.826114,10.14738,10.0759,10.27884,10.15054,10.00889,9.433491
7894524,3.865005,3.928201,3.886671,5.355234,2.851845,3.626913,4.015616
7894525,6.939936,7.190898,7.467107,7.333838,7.25879,7.707757,7.689025
7894526,4.205104,5.775646,6.108333,4.972085,4.994604,5.358887,6.121693
7894527,10.90399,10.65456,10.78915,10.81418,10.61305,10.7214,10.85652
7894528,3.343607,2.513081,5.40212,2.059705,2.815269,5.604072,5.179444
7894529,9.82106,10.13629,10.39114,10.27333,10.07112,9.861814,9.930125
7894530,7.320404,6.756312,6.874012,6.924655,7.003849,6.612433,7.304132
7894531,5.958076,5.7652,5.598685,5.992855,6.173772,5.852697,6.033992
7894532,5.506004,5.179721,4.458148,5.059434,5.092354,5.069676,5.837314
7894533,5.647292,5.885657,5.506713,6.20015,6.469442,6.431223,6.380584
7894534,3.954925,3.508848,5.843598,4.180144,3.528085,3.918355,4.423871
7894535,12.52511,12.35297,12.45875,12.45346,12.35037,12.43438,12.5557
7894536,10.41893,10.72997,10.23298,10.57941,10.16685,10.151,10.70436
7894537,8.113645,7.674648,7.804759,8.13154,7.876161,8.002277,8.321374
7894538,7.543564,6.857244,6.562846,7.246566,7.378392,6.548317,7.388132
7894539,8.379658,8.149984,7.576746,8.412784,8.052242,7.784914,8.496232
7894540,12.4325,12.12531,12.20746,12.22052,12.10984,12.02254,12.44785
7894541,2.091078,4.188015,1.547666,4.364748,2.054042,2.815269,2.244919
7894542,11.93716,12.07049,12.1571,12.16005,11.87941,12.07988,12.19446
7894543,6.954351,6.511909,6.330853,7.50081,6.34629,6.39712,7.091007
7894544,5.720582,5.81058,5.711529,6.837699,5.246498,5.441433,5.78625
7894545,2.610855,2.350098,2.605934,2.362659,2.586781,2.646453,3.248014
7894546,8.079311,8.013863,8.242673,7.875278,8.251089,7.565833,7.791667
7894547,6.420411,6.525329,6.32911,6.255744,5.923908,5.825936,6.226603
7894548,11.49816,11.46191,11.43516,11.73008,11.70366,11.41196,11.60224
7894549,6.275504,7.78997,7.146183,6.61497,6.700531,7.449351,6.854999
7894550,7.435811,7.20749,7.633987,6.807461,7.816812,7.251512,6.862435
7894551,11.03859,10.7754,10.88604,10.73633,10.84627,10.77505,11.0787
7894552,10.74557,10.69882,10.71844,10.82468,10.788,10.62617,10.55598
7894553,3.225249,1.986081,3.359098,2.440121,1.713235,2.317111,2.722997
7894554,4.729392,4.196596,3.427374,3.853916,4.464592,4.01257,3.209743
7894555,9.525042,9.279518,9.497652,9.620422,9.596292,9.571608,9.926126
7894556,7.41272,7.727529,8.027941,7.854048,7.339442,7.762941,6.510689
7894557,8.058041,7.928109,7.897668,8.398177,7.553646,7.906262,8.222614
7894558,7.043454,6.94442,6.750881,6.881813,6.534945,6.723676,7.847881
7894559,6.728451,6.097624,5.204778,6.378045,7.118377,6.977182,6.945943
7894560,7.888389,6.169887,7.571018,7.297814,7.040071,6.983374,6.831575
7894561,9.554388,9.610818,9.483422,9.615035,9.283348,9.13366,9.401984
7894562,4.294012,2.357249,4.35209,4.795697,3.112166,4.506302,3.492169
7894563,7.63076,7.427074,7.276642,7.192453,7.21444,6.694671,7.166457
7894564,4.457852,3.750524,2.29353,3.672173,4.407928,5.270087,5.185546
7894565,6.424431,6.432588,6.452718,6.678698,6.512885,6.171456,6.528743
7894566,7.10791,6.333087,6.596475,7.275883,7.478504,7.333705,7.563127
7894567,2.321759,2.88947,2.126965,2.236853,2.085028,1.798172,3.124262
7894568,7.777525,8.045726,8.274208,8.083262,7.779338,6.913123,7.785665
7894569,7.924315,7.956917,7.952065,8.416181,7.849306,7.883975,7.798575
7894570,3.143373,6.15609,4.234293,5.417178,5.605042,2.815269,5.859837
7894571,6.99444,5.622458,6.536315,6.530104,5.977983,6.584812,7.254554
7894572,5.627824,4.468896,5.835552,5.101732,4.733544,4.887093,6.068648
7894573,9.729723,9.658473,9.666434,9.348244,9.461367,9.585354,8.688135
7894574,8.519561,8.620398,8.497227,8.629302,8.270432,8.463169,8.874484
7894575,6.834289,6.60975,6.97186,7.098982,7.140045,7.526173,7.523346
7894576,7.770447,8.140366,7.630842,8.054471,7.84514,7.929632,7.833966
7894577,8.18533,8.096889,8.240369,8.724604,8.133015,8.564775,8.040606
7894578,11.46501,11.27447,11.48399,11.53991,11.34723,11.33818,11.10771
7894579,10.9088,10.875,10.93297,11.03944,11.03903,10.6405,10.81523
7894580,5.820059,4.792426,5.175894,4.090038,4.986695,5.11862,5.988058
7894581,8.612799,8.700584,8.677317,8.981346,8.755029,9.264205,8.790368
7894582,6.731048,6.910761,6.64331,7.28972,7.295995,6.459532,6.904678
7894583,8.160476,7.706341,8.546403,8.322172,7.99908,8.188862,8.168502
7894584,5.215723,5.404379,5.203365,5.307344,5.155878,5.524306,5.554791
7894586,5.778554,5.66426,6.283875,5.912875,5.549373,5.230185,6.623825
7894587,6.122828,6.083887,5.735228,6.739868,6.364368,6.080208,6.790408
7894588,3.343607,1.651928,2.279025,2.50362,1.517416,2.815269,1.851437
7894589,3.967635,4.313716,3.978942,3.757674,2.951401,3.568156,3.505898
7894590,5.230008,4.597418,5.989935,6.611186,6.088252,5.854688,6.236143
7894591,4.745171,2.58078,3.968571,2.228469,2.830993,2.505283,2.767719
