"","preEGCG_Means","Post_EGCG_Means","Post_EGCG_Quercentin_Means","MI_Male_Means","HealthyMale_Means"
"KRTAP1-5",6.22694678571429,6.264418,6.18521471428571,3.02482117866667,2.95713276133333
"KRTAP10-1",7.27049792857143,7.28234471428571,7.17960628571429,6.1636573815,6.00649818533333
"KRTAP10-10",6.92478235714286,6.93462914285714,6.87027085714286,4.82627976166667,4.72303685883333
"KRTAP10-11",6.06398721428571,6.15403028571429,6.12151842857143,4.25541289783333,4.13091989316667
"KRTAP10-12",7.48358885714286,7.51408928571429,7.41887014285714,5.355898785,5.25749319633333
"KRTAP10-2",7.42784185714286,7.40129742857143,7.25170485714286,5.56163744633333,5.53397046183333
"KRTAP10-3",5.84177235714286,5.85974114285714,5.77377428571429,5.7134513255,5.6162492125
"KRTAP10-4",7.20986471428571,7.29870442857143,7.31380657142857,4.65645652366667,4.62049222783333
"KRTAP10-5",5.56909921428571,5.68629985714286,5.53884728571429,4.70878986383333,4.64723996716667
"KRTAP10-6",6.51894992857143,6.51900271428571,6.47439128571429,5.395293566,5.3303897865
"KRTAP10-7",5.9512245,6.028217,5.99495014285714,5.24144301616667,5.0938066775
"KRTAP10-8",6.40924785714286,6.48965071428571,6.30205257142857,5.88700206566667,5.7923949475
"KRTAP10-9",6.51672185714286,6.53292,6.49766671428571,5.40903845883333,5.34285346083333
"KRTAP11-1",4.74534428571429,4.82552714285714,4.71508071428571,4.19244064416667,4.26744670883333
"KRTAP12-1",5.86197807142857,5.86532385714286,5.80139985714286,4.10519477133333,4.05020930933333
"KRTAP12-2",6.19096557142857,6.27098628571429,6.15736928571429,6.28976025283333,6.1739396005
"KRTAP12-3",6.4461945,6.60253685714286,6.50318114285714,5.79964914033333,5.68901918866667
"KRTAP12-4",7.06062735714286,6.99583528571429,6.84997785714286,5.34145311616667,5.22532989416667
"KRTAP13-1",3.89303892857143,3.79154685714286,4.01577157142857,2.82136709983333,2.81463507683333
"KRTAP13-2",3.00813285714286,2.92269714285714,2.97393842857143,2.41939800033333,2.39566525483333
"KRTAP13-3",4.07225342857143,4.19732071428571,4.04805914285714,2.96710061683333,2.8824124495
"KRTAP13-4",4.46090178571429,4.50451871428571,4.37318657142857,2.725943761,2.69979305166667
"KRTAP15-1",3.54862228571429,3.51667571428571,3.50978214285714,3.22149919116667,3.1584993
"KRTAP17-1",5.80909464285714,5.86604685714286,5.806695,4.41114759666667,4.4073272275
"KRTAP19-1",4.92758342857143,4.92721371428571,4.95378457142857,3.01669599266667,3.00111321933333
"KRTAP19-2",3.97369957142857,4.054111,3.899397,2.94667491633333,2.9013062025
"KRTAP19-3",4.51825035714286,4.45236071428571,4.296081,3.11179083433333,3.07051433683333
"KRTAP19-4",2.81082964285714,2.83783185714286,2.76608371428571,2.79247116333333,2.79712937816667
"KRTAP19-5",5.3650635,5.35223971428571,5.29750742857143,5.053416599,5.08730634983333
"KRTAP19-6",3.76894335714286,3.84398,3.78347485714286,2.46655219833333,2.45026644116667
"KRTAP19-7",3.468345,3.44223585714286,3.36926971428571,3.06768481333333,3.014139276
"KRTAP19-8",3.49501714285714,3.460241,3.52300285714286,2.89037004466667,2.89083932566667
"KRTAP2-1",7.041124,7.08064925,7.0083315,5.98933352616667,5.9331624615
"KRTAP2-3",6.78228114285714,6.79972585714286,6.72716414285714,2.7798433235,2.78268270066667
"KRTAP20-1",3.57552485714286,3.51011785714286,3.52346028571429,3.57025344033333,3.45880252566667
"KRTAP20-2",4.83821335714286,4.87873114285714,4.93277642857143,3.91574836566667,3.7757412075
"KRTAP20-3",2.85197935714286,2.859767,2.88984414285714,3.42220863583333,3.43794516366667
"KRTAP20-4",4.68583807142857,4.68846685714286,4.61064,3.41973537333333,3.41989548816667
"KRTAP21-1",3.49443967857143,3.59397228571429,3.41500785714286,2.94911324466667,2.87397120233333
"KRTAP21-2",4.04887685714286,4.11500657142857,4.04685971428571,3.02276078166667,2.97850192316667
"KRTAP22-1",4.50481007142857,4.61854585714286,4.47922942857143,2.28241304616667,2.31224622483333
"KRTAP23-1",4.85778092857143,4.82837114285714,4.89728071428571,4.32660887633333,4.25309454733333
"KRTAP24-1",4.50182671428571,4.54362785714286,4.34509157142857,2.9441480145,2.92294823883333
"KRTAP26-1",4.55711442857143,4.51555528571429,4.47982485714286,3.0461610805,2.97709069433333
"KRTAP27-1",4.11920628571429,4.16583157142857,4.19468385714286,3.14131164,3.08514282633333
"KRTAP3-1",5.14751085714286,5.19901128571429,5.13083,3.33036428683333,3.14945523616667
"KRTAP3-2",4.316502,4.33227428571429,4.314614,3.25409543266667,3.22741383916667
"KRTAP3-3",3.38462628571429,3.396173,3.28030614285714,2.3405830705,2.3541215515
"KRTAP4-1",5.06952485714286,5.04526428571429,5.10243585714286,3.781994623,3.72727163566667
"KRTAP4-11",6.100366,6.07147207142857,6.06434492857143,2.39105048083333,2.3704101035
"KRTAP4-12",6.71922514285714,6.65099728571429,6.66388928571429,3.35550583116667,3.269839582
"KRTAP4-2",6.58586885714286,6.642639,6.57314871428571,3.37870277166667,3.296191767
"KRTAP4-3",5.318141,5.35459214285714,5.38888771428571,3.33614366383333,3.27514034033333
"KRTAP4-4",6.61457807142857,6.70574071428571,6.639228,4.22650344616667,4.07548019083333
"KRTAP4-5",4.39178192857143,4.21792114285714,4.36266942857143,3.78522554733333,3.763929795
"KRTAP5-1",7.07350828571429,7.157512,7.00811914285714,5.44936310666667,5.34411538733333
"KRTAP5-10",6.60437507142857,6.78877185714286,6.65072514285714,6.33978573783333,6.282132963
"KRTAP5-11",6.17676,6.22341571428571,6.10874214285714,4.90476823425,4.85158403558333
"KRTAP5-2",6.6324645,6.84321342857143,6.80277342857143,4.9168800425,4.9680029585
"KRTAP5-4",6.49965692857143,6.58101371428571,6.59693657142857,6.922505037,6.82952022016667
"KRTAP5-5",5.850917,5.93668628571429,5.74209571428571,5.42036872716667,5.4115451455
