"","GSM192996","GSM1923003","GSM1923009","GSM1923016","GSM1923019","GSM1923023","GSM192997"
"ADCY10P1",7.5803315,7.022736,7.2188735,7.84372,7.9269965,7.141004,7.800562
"ADCY2",5.470607,5.722715,5.718639,5.541593,5.545178,5.632202,5.261897
"ADCY3",7.377855,7.188148,7.502589,7.158176,7.310208,7.258437,7.024055
"ADCY4",6.362784,6.617506,6.984502,6.906599,6.832571,6.765386,6.63625
"ADCY5",5.027923,5.035983,5.127836,5.250331,5.235184,5.547604,4.84345
"ADCY6",5.375108,5.432869,5.178628,5.274314,5.31656,5.377446,5.036034
"ADCY7",9.27797,9.149227,9.223343,9.441456,9.457129,9.224458,9.496893
"ADCY8",4.84133,5.556636,4.861776,5.034832,4.816486,4.904343,4.697307
"ADCY9",6.962267,6.792314,7.280343,7.137828,7.043015,7.340647,7.84881
"ADCYAP1",4.646623,4.978358,4.68681,4.580505,4.723972,4.585456,4.340263
"ADCYAP1R1",4.32013,4.639179,4.702008,4.512936,4.868351,4.772985,4.419451
"ADD1",9.592801,9.831743,9.801764,9.612804,9.600191,10.02587,9.64456
"ADD2",7.290507,7.318433,7.276884,6.11141,6.721401,7.094933,6.867157
"ADD3",10.34835,10.09638,10.20008,10.15626,10.15258,10.13404,10.1413
"ADGB",2.960252,3.0206,3.131686,2.754326,2.943438,2.732723,3.28798
"ADGRA1",5.088569,5.122031,5.226988,5.114414,5.159805,5.047458,5.003944
"ADGRA2",6.064965,5.979412,6.506341,5.913993,6.047678,6.033545,5.713449
"ADGRA3",5.725661,5.5086905,5.1223855,4.7338025,5.648867,5.0562495,5.093411
"ADGRB1",5.688756,5.870592,5.766356,5.63995,5.992418,5.790656,5.613821
"ADGRB2",5.462624,5.815007,5.61284,5.622835,5.7526,5.736208,5.419093
"ADGRB3",3.832873,4.271847,4.305472,4.054861,4.323137,4.188144,4.055562
"ADGRD1",6.619686,6.482438,6.649894,6.395298,6.339192,5.995118,6.435392
"ADGRD1-AS1",4.500628,4.646897,4.677592,4.548272,4.663729,4.465117,4.471437
"ADGRD2",5.719567,6.07355,5.93611,5.944624,6.022707,5.960339,5.643571
"ADGRE1",9.797206,9.560815,9.939404,9.140029,10.27669,9.860647,9.83687
"ADGRE2",11.4308,10.82776,11.54404,11.43654,10.85272,10.78691,11.45353
"ADGRE3",11.46606,11.46253,11.63686,11.64832,11.5731,11.56186,11.416
"ADGRE4P",7.985698,7.829123,8.377127,8.057887,8.55081,6.935356,8.041906
"ADGRE5",11.76169,11.61555,11.79158,11.98145,12.1768,11.89557,11.94272
"ADGRF1",3.631727,3.726892,3.747824,3.799695,3.747824,3.65767,3.647575
"ADGRF2",4.04805,4.355766,4.108537,4.143261,4.45548,4.203884,3.813679
"ADGRF3",5.523288,6.008855,5.748219,5.890856,5.760422,5.398324,5.457499
"ADGRF4",3.725533,3.793494,3.795041,3.655384,3.827379,3.743378,3.747405
"ADGRF5",3.776948,4.15436,3.81724,4.196301,3.954835,3.866206,3.731163
"ADGRF5P2",4.38769,5.480389,5.247256,5.247256,5.067294,6.814033,4.677529
"ADGRG1",8.789775,8.570517,9.256562,10.17519,8.19669,9.903706,10.29831
"ADGRG2",4.290742,4.448736,4.555534,4.373322,4.486579,4.665571,4.054058
"ADGRG3",10.46186,10.48328,10.5408,10.94334,10.98055,10.60569,10.634
"ADGRG4",2.894343,3.205342,3.077134,3.200682,3.1334,3.063565,2.972219
"ADGRG5",7.654083,7.359405,7.498882,8.157258,7.659768,7.814435,8.551967
"ADGRG6",4.473596,4.937746,4.831174,4.396031,4.860798,4.875407,4.290025
"ADGRG7",3.291101,3.426655,3.695116,3.518923,3.529208,3.48251,3.625835
"ADGRL1",7.230308,7.002522,7.046979,6.918746,6.970978,6.724551,7.16913
"ADGRL2",3.06222,3.309632,3.440661,3.290955,3.345601,3.327702,3.280609
"ADGRL3",3.308808,4.237458,3.479221,3.547892,3.607566,3.414052,3.580272
"ADGRL4",2.67528,2.86099,2.954499,2.666414,2.648009,2.775187,2.770809
"ADGRV1",3.308887,3.445134,3.484557,3.363597,3.421642,3.371226,3.421642
"ADH1A",4.984369,5.229259,5.004565,4.429683,5.314268,5.446725,4.616059
"ADH1B",3.390578,3.246483,2.929244,3.191115,2.942204,3.235917,3.079063
"ADH1C",3.078465,3.241166,3.28139,3.038483,3.496135,3.435325,3.336144
"ADH4",2.862013,3.006136,2.897265,3.075364,2.766445,2.876101,2.813251
"ADH5",7.625859,7.215719,7.183988,7.353077,7.433485,7.388757,7.625859
"ADH5P4",5.46285,5.573578,5.203228,4.882663,5.281844,5.46285,4.92233
"ADH6",2.78969,3.060369,3.045266,3.200455,3.083394,2.740524,2.840269
"ADH7",3.408788,3.89147,4.013505,3.512932,3.693258,3.703117,3.754852
"ADHFE1",7.873368,7.344128,7.52461,8.272659,7.345479,7.787791,8.103746
"ADI1",9.141506,9.064182,8.776985,8.524442,8.762758,8.873878,8.434443
"ADIG",5.56182,5.666916,5.796708,5.626699,5.793618,5.512301,5.41054
"ADIPOQ",3.725935,3.991541,4.088986,4.011073,4.371878,4.149049,4.000639
"ADIPOR1",12.6278,12.93305,12.71468,12.52415,12.70744,12.93646,12.66689
"ADIPOR2",8.334653,8.148619,8.440584,8.0905,8.036843,8.190639,8.364288
"ADK",8.445151,7.928664,8.721628,8.203222,7.831059,7.939548,8.062145
"ADM",8.589083,8.836165,8.797647,8.641994,9.366255,8.804702,9.160782
"ADM2",6.318676,6.769654,6.455119,6.2922485,6.547743,6.474599,6.274448
"ADNP",9.679276,9.362054,9.336708,9.52435,9.372208,9.471475,9.626859
"ADNP2",7.329892,7.340902,7.331361,7.267342,7.067767,7.590304,7.440086
"ADO",7.470621,7.399683,7.667645,7.54078,7.54078,7.407971,7.54078
"ADORA1",6.311778,6.350246,6.140657,6.187812,6.266693,6.237351,5.636326
"ADORA2A-AS1",5.755448,5.660151,5.307034,5.605857,5.716233,5.771412,5.271659
"ADORA2B",6.285647,6.233891,6.23269,6.039635,6.169776,6.205501,5.77548
"ADPGK",9.575845,9.478089,9.677343,9.592782,9.687595,9.537663,9.713813
"ADPRH",5.872318,5.678454,5.754254,5.738894,6.127542,5.525316,6.018499
"ADPRHL1",5.7342665,5.686689,5.575334,5.533964,5.5304845,5.549828,5.276754
"ADPRHL2",6.886577,6.685601,7.259844,7.007694,7.215011,7.019047,6.90328
"ADPRM",6.373472,6.714033,6.663221,6.358355,6.768511,6.629476,6.721838
"ADRA1B",5.497246,5.538302,5.483794,5.412732,5.673954,5.672353,5.22928
"ADRA1D",5.906059,6.232343,6.210845,5.833618,6.097007,6.110334,5.74699
"ADRA2A",6.120392,6.95532,6.183553,6.429131,6.574663,6.183306,6.096635
"ADRA2B",5.792236,6.099108,6.111505,5.897293,5.989949,6.178604,5.593079
"ADRA2C",5.84654,5.93473,5.643523,5.75452,5.670825,5.79397,5.404681
"ADRB1",5.807371,6.198822,6.175583,6.052351,6.279334,6.143105,5.28801
"ADRB2",7.19348,6.819541,7.234097,7.641823,7.15074,7.310538,7.560494
"ADRB3",4.48532,4.939094,4.642469,4.698684,4.553524,4.439024,3.882126
"ADRM1",9.513461,9.378697,9.469241,9.48456,9.513821,9.448596,9.546446
"ADSL",8.313944,8.127918,8.166079,8.353545,8.169321,7.958529,8.158434
"ADSS",8.094897,8.11621,8.135344,8.006781,7.917628,8.056846,8.26807
"ADSSL1",5.887539,6.015555,5.887539,5.822497,5.897971,6.035997,5.827408
"ADTRP",5.745071,4.935306,5.067357,4.710265,5.076695,4.862365,4.836339
"AEBP1",6.233474,6.366361,6.188706,6.208345,6.288431,6.242971,5.684317
"AEBP2",9.029827,8.736135,8.826914,8.89754,8.698666,8.874829,9.09551
"AEN",7.519243,7.30091,7.038675,7.35099,7.207082,7.426688,7.099544
"AFAP1",6.942274,7.102412,6.889371,6.900417,6.70115,6.456266,6.960331
"AFAP1-AS1",4.729537,4.826653,5.063692,4.929675,4.851886,5.066156,4.410835
"AFAP1L1",4.709086,5.124731,4.848289,4.933607,5.062933,4.86433,4.801663
"AFAP1L2",4.952744,5.065213,4.772902,4.979933,4.865047,4.693466,4.903659
"AFDN",5.575046,6.271766,6.466105,6.343572,6.817194,5.794443,6.835814
"AFDN-DT",4.488965,4.582844,4.552691,4.846376,4.668522,4.872629,4.195854
"AFF1",10.20221,10.3245,10.15102,10.27929,10.79458,10.44855,10.31133
"AFF2",6.358943,6.354886,6.141339,5.789055,6.286084,5.91246,6.242172
"AFF3",8.156051,7.018048,7.509826,7.149757,7.710685,6.975375,7.309094
"AFF4",9.409338,9.275866,9.34649,9.496479,9.423082,9.309836,9.446785
"AFG1L",6.39488,6.413568,6.450432,6.530933,6.170355,6.353602,6.669302
"AFG3L1P",6.283851,6.123711,5.98677,6.398205,6.196233,6.159641,6.269477
"AFG3L2",6.968495,6.495347,6.820036,6.878403,6.757115,6.886639,7.066381
"AFM",3.699178,4.052322,3.784538,3.661145,4.038242,3.786492,3.642256
"AFMID",6.305736,6.180855,6.441707,6.698426,6.288329,6.140769,6.14201
"AFP",3.485618,3.656442,3.707508,3.464789,3.536309,3.631915,3.565793
"AFTPH",9.209912,9.226947,9.169503,9.077035,9.233752,9.41741,9.324439
"AGA",8.493652,7.829675,8.028625,8.308248,8.447109,8.125915,8.578021
"AGAP1",6.945939,6.620644,7.330807,7.770792,6.173689,7.247787,7.892837
"AGAP10P",9.2271077,9.0387998,9.1091211,9.4614321,9.0371681,8.8849293,9.3470121
"AGAP11",6.254809,6.2483395,6.2029125,6.4280865,6.085183,6.263191,6.128388
"AGAP2",7.817616,8.056542,7.86354,8.069467,7.936706,8.106167,8.077516
"AGAP3",6.654616,6.621555,6.744285,6.524942,6.863097,6.841414,6.586773
"AGBL1",4.038279,4.248371,4.287299,4.325823,4.716031,4.140078,3.987987
"AGBL2",5.335465,5.293299,5.277154,5.201945,5.359997,5.138208,5.137526
"AGBL3",4.816821,4.701297,4.604825,4.38544,4.467549,4.406806,4.609112
"AGBL4",4.754655,5.208487,4.919398,4.996737,4.950627,4.828223,4.650998
"AGBL5",6.231781,6.47149,6.304827,6.172087,6.281463,6.231472,6.234166
"AGER",7.37820366666667,7.20844333333333,7.298316,7.63205633333333,7.80757166666667,7.56244233333333,7.58289466666667
"AGFG1",10.74718,10.76832,10.83639,10.8303,10.68038,10.86436,10.77753
"AGFG2",6.766043,6.706074,6.892312,7.163653,6.915534,6.952426,6.993546
"AGGF1",8.102567,8.097591,8.278744,8.074475,8.098363,8.056022,8.335329
"AGK",8.153353,7.909047,8.131353,8.401528,7.929513,8.075077,8.510358
"AGL",7.681739,7.370876,7.506505,7.687377,7.645501,7.332872,7.909307
"AGMAT",7.183882,7.296228,7.184422,6.627036,7.234102,6.881679,6.353714
"AGMO",2.859105,3.097931,2.943547,3.105558,3.006592,2.850297,2.92279
"AGO1",9.18726,9.149278,9.332135,9.194611,9.481398,9.174232,9.343316
"AGO2",10.10708,10.59122,10.11691,10.00392,9.981893,10.59875,10.09232
"AGO3",6.652467,6.7551695,6.7562365,6.8501485,6.7566455,6.981408,6.7048795
"AGO4",9.641825,9.406333,9.617805,9.807862,9.698277,9.446568,9.792367
"AGPAT1",8.87652,9.089055,8.934935,8.874473,8.760734,9.000566,9.080904
"AGPAT2",7.430768,7.411331,7.553761,7.113657,7.443182,7.212406,7.187037
"AGPAT3",8.370366,8.455092,8.295791,8.311561,8.48474,8.681611,8.366249
"AGPAT4",6.9907945,6.5409845,6.969629,7.324417,7.1404375,7.6886115,7.6999895
"AGPAT5",7.697206,7.416067,7.423794,7.388176,7.436297,7.366669,7.393483
"AGPS",8.277539,8.063981,8.20558,8.118529,7.973494,8.195351,8.333866
"AGR2",3.247659,3.570195,3.328311,3.546281,3.54934,3.766248,3.440714
"AGR3",2.768736,3.061181,2.727634,3.046671,2.933924,2.948343,2.896214
"AGRN",5.733148,5.946669,5.609617,5.454001,5.864899,5.737538,5.385579
"AGRP",6.460933,6.010652,5.849784,5.652956,6.035973,6.078994,5.783621
"AGT",4.964918,4.997076,4.771966,5.096905,4.756083,4.94066,4.702599
"AGTPBP1",9.778355,9.828595,9.914365,9.919666,9.695819,10.05904,9.986949
"AGTR1",3.615853,3.820241,3.514471,3.434317,3.52809,3.638571,3.617589
"AGTR2",3.255967,3.687141,3.403275,3.528261,3.52379,3.555969,3.501786
"AGTRAP",9.732931,9.820408,10.08957,9.873667,9.984901,9.964759,9.925972
"AGXT",5.551423,5.589588,5.165339,5.308722,5.515524,5.508413,4.605596
"AGXT2",4.49298,5.077449,4.767863,4.458586,4.634594,5.033672,4.300585
"AHCTF1",9.418972,9.282029,9.426249,9.550479,9.467815,9.261364,9.4080595
"AHCY",7.749772,7.144845,7.642393,7.221602,7.748784,7.043231,7.417367
"AHCYL1",10.27624,9.972174,10.34796,10.16263,10.16039,10.16703,10.25257
"AHCYL2",8.032157,7.741973,8.000739,7.988597,7.901033,7.896699,7.967012
"AHDC1",6.410394,6.509964,6.197995,6.533738,6.420046,6.449803,6.314432
"AHI1",6.041514,6.123613,6.607892,6.706679,6.074118,6.298562,6.734507
"AHNAK",10.55322,9.869513,10.18856,10.72496,10.43565,10.44131,10.74131
"AHNAK2",4.185843,4.657184,4.172817,4.71802,4.445591,4.263134,4.172415
"AHR",6.5570625,6.5803605,6.5227745,6.5592985,6.8002135,6.591594,6.417657
"AHRR",6.349594,6.368703,6.48367,6.132889,6.437562,6.476153,6.361019
"AHSA1",7.849874,7.719065,7.662786,7.722208,7.789531,7.773117,7.954617
"AHSA2P",8.569366,7.960007,8.268154,8.384724,8.22648,8.151253,8.492978
"AHSG",4.246437,4.427879,4.260746,4.2427,4.084414,4.198897,4.016294
"AHSP",10.71988,12.1007,10.72716,10.21032,10.68389,11.72051,10.69217
"AICDA",4.983953,5.355935,4.964447,5.116434,5.26096,5.471606,4.979519
"AIDA",8.530048,8.7451595,8.3263755,8.2573495,8.332776,8.8814255,8.539343
"AIF1",9.934691,9.747509,9.862332,9.788506,9.621614,9.299875,9.627223
"AIF1L",5.068783,5.181852,5.119965,5.174063,5.224573,5.119965,5.050555
"AIFM1",7.650131,7.148565,7.457616,7.630691,7.654581,7.490039,7.947689
"AIFM2",6.015636,6.146523,5.9821,6.184727,5.701355,5.686615,5.994603
"AIFM3",5.635988,5.537261,5.352741,5.192612,5.507479,5.4548,5.22319
"AIG1",6.849755,6.626946,6.775194,6.611773,6.747777,6.765841,6.595985
"AIM2",7.28569,7.734765,7.394556,8.156399,8.533947,8.006651,8.063072
"AIMP1",6.86648,6.659566,6.833228,6.554696,6.529832,6.560713,6.500269
"AIMP2",7.743528,7.787838,7.964982,7.764642,7.951682,7.699819,7.874827
"AIP",7.981997,7.757635,7.899785,7.931724,7.843394,7.898798,8.102214
"AIPL1",5.239308,5.504447,5.241836,5.161824,5.309475,5.555427,5.207903
"AIRE",5.805704,6.005284,5.98846,6.127948,6.087073,6.059853,5.399464
"AJAP1",5.365995,5.436363,4.955171,5.42496,5.566785,4.735479,5.333506
"AJM1",6.5892945,6.4394375,6.880364,6.9762095,6.519914,6.898084,6.8220675
"AJUBA",5.538828,5.459592,5.350678,5.371425,5.520828,5.332242,5.152421
"AK1",7.450938,8.408236,7.807181,7.454586,7.560042,7.93184,7.780239
"AK2",9.3496875,9.156015,9.3092665,9.0840285,9.088154,9.086416,9.244949
"AK2P2",6.924216,7.51345,6.938037,7.40083,7.282924,7.165404,6.493583
"AK3",8.213136,8.162261,8.139301,8.195086,7.804089,8.218846,8.320359
"AK4",5.877384,6.102242,6.016626,5.906328,6.06203,6.029865,5.896869
"AK4P6",5.89018,5.363825,5.415627,5.79041,6.08737,5.830416,6.43789
"AK5",8.436568,7.698754,7.905811,6.56709,7.891536,6.779191,7.303426
"AK6",6.543778,6.535306,6.577132,6.503663,6.473851,6.431528,6.703084
"AK7",3.189935,3.615885,3.354806,3.365364,3.242984,3.543354,3.323704
"AK8",5.805015,5.604878,5.793158,5.572769,5.301319,5.515921,5.409401
"AK9",5.70383033333333,5.30045933333333,5.400853,5.44718233333333,5.349531,5.27675166666667,5.41771966666667
"AKAP1",7.501402,7.155375,7.38094,7.338065,7.339368,7.233041,7.523289
"AKAP10",8.996403,8.904614,9.022608,9.058661,9.035378,9.180614,9.050447
"AKAP11",8.300417,8.295105,8.260872,8.349629,8.336237,8.229161,8.312754
"AKAP12",6.482179,5.91569,6.328301,5.486399,5.951077,5.72549,5.859989
"AKAP13",9.810575,9.598877,9.684907,10.03272,10.17263,9.763679,10.02326
"AKAP14",3.10936,3.26258,2.993851,3.098971,3.268096,2.940677,2.979479
"AKAP3",5.078242,5.250418,5.17541,4.807967,4.842264,4.750901,4.668595
"AKAP4",4.407241,4.564838,4.308854,4.486453,4.529938,4.425839,4.224459
"AKAP5",3.951546,4.015152,4.080281,3.951546,3.790211,3.636522,4.132698
"AKAP6",6.441488,5.57417,5.674195,5.456662,5.781135,5.133848,5.734221
"AKAP7",6.262211,6.115607,6.388279,6.228736,6.263571,5.726299,6.328021
"AKAP8",8.654166,8.28329,8.496166,8.577177,8.633224,8.423897,8.614792
"AKAP8L",9.364304,9.547945,9.344954,9.264462,9.208978,9.515045,9.285442
"AKAP9",8.107383,8.022132,8.113036,8.194151,7.948828,8.07568,8.351182
"AKIP1",6.858867,6.668729,6.939634,6.948511,6.596752,7.194963,7.233251
"AKIRIN1",9.609477,9.667376,9.65586,9.484199,9.562338,9.91209,9.679393
"AKIRIN2",9.900175,9.805765,9.922227,9.946738,10.02799,10.00294,10.03449
"AKNA",9.863843,9.655152,9.825591,10.16404,9.95478,9.937757,9.988602
"AKNAD1",3.526104,4.152636,3.802517,3.77855,3.996626,3.679919,3.302989
"AKR1A1",8.485022,8.302982,8.589602,8.458852,8.484797,8.25722,8.62262
"AKR1B1",10.30446,9.933825,10.09812,9.982028,9.921874,9.946371,10.34214
"AKR1B10",4.433082,4.437064,4.321175,4.32349,4.179677,4.412924,4.303117
"AKR1C1",5.700388,5.387784,5.257463,5.517771,5.479143,5.479279,5.8956
"AKR1C2",6.19945,5.727012,5.492988,5.03581,5.403363,5.298144,5.761343
"AKR1C3",5.837343,5.80387,5.333591,5.568616,5.017533,5.219224,6.332436
"AKR1C4",3.787989,3.619302,3.746977,3.649947,3.477579,3.824822,3.783207
"AKR1C6P",3.61661,4.451694,3.416376,3.598334,3.788216,3.519929,3.685169
"AKR1C8P",4.342363,4.563406,4.35687,4.756958,4.795316,4.94017,4.711502
"AKR1D1",3.77578,3.94248,3.817517,3.7585585,3.811163,4.055556,3.6565065
"AKR1E2",6.875142,6.849545,6.700494,6.777211,6.742344,7.162497,6.731026
"AKR7A2",7.78982,8.093065,7.962598,8.07353,8.068306,8.102598,8.032807
"AKR7A2P1",5.447987,5.88098,5.717415,5.702053,5.691995,5.69887,5.513631
"AKR7A3",7.057526,6.989776,6.818578,6.681193,6.75004,6.994785,6.907063
"AKR7L",4.572162,4.871252,4.447451,4.581751,4.920076,4.553474,4.254731
"AKT1",9.972614,10.02474,10.1336,10.0472,10.0196,9.880426,10.0455
"AKT1S1",7.23122,8.120011,7.671317,7.064321,7.316566,7.850596,7.247393
"AKT2",10.32485,10.60386,10.50908,10.28817,10.34757,10.26485,10.2536
"AKT3",8.380972,8.018796,7.973838,8.362988,8.093915,8.102274,8.508501
"AKTIP",8.701205,8.566866,8.577315,8.297239,8.691072,8.325969,8.470404
"ALAD",7.432269,7.685742,7.578979,7.465046,7.439294,8.316172,7.376557
"ALAS1",8.576853,8.313957,8.734646,8.427622,8.584687,8.34212,8.637562
"ALAS2",12.67071,13.21952,12.84475,12.73345,12.7621,13.20143,13.0478
"ALB",3.572551,3.755356,3.752194,3.562589,3.922207,3.629184,3.603193
"ALCAM",7.949841,7.978682,8.16453,7.61761,7.529819,7.57511,7.955584
"ALDH16A1",7.136508,7.134611,7.212595,7.251728,7.432319,7.106423,7.242609
"ALDH18A1",7.107526,6.917655,7.028549,7.23683,7.027629,7.141139,7.569003
"ALDH1A1",7.432837,6.532122,7.353758,6.91906,7.595643,7.420718,7.187119
"ALDH1A2",4.800911,4.833421,4.614916,4.781678,4.970739,4.935075,4.729736
"ALDH1A3",4.786048,5.048828,4.79891,4.690217,4.824848,5.052395,4.303021
"ALDH1B1",6.705064,6.550358,6.629441,6.60415,6.774659,6.538366,6.985967
"ALDH1L1",5.212524,5.685336,5.506604,5.657165,5.551127,5.740097,5.34839
"ALDH1L2",3.246813,3.822881,3.747824,3.66081,3.682638,3.687168,3.487463
"ALDH2",9.801455,9.394207,10.09326,9.49362,10.23468,9.619779,10.02882
"ALDH3A1",5.498651,5.888334,5.458187,5.697811,5.724545,5.288908,5.355635
"ALDH3A2",5.915716,5.487603,5.745183,5.7243715,5.9954915,5.598097,5.717847
"ALDH3B1",8.479828,8.611702,8.691339,8.374434,8.571014,8.542948,8.503592
"ALDH3B2",4.804607,5.322942,4.986524,4.955661,4.975378,4.961743,5.047158
"ALDH4A1",5.353713,5.414,5.18822,5.306968,5.892677,5.437534,5.18774
"ALDH5A1",8.092734,8.634794,7.955797,7.553405,7.552294,9.218049,7.572071
"ALDH6A1",5.4594635,5.389304,5.32664,5.3415185,5.42061,5.292852,5.2859715
"ALDH7A1",3.446247,3.313862,3.194702,3.270417,3.2719665,3.722047,3.262588
"ALDH8A1",5.22177,5.125096,4.703398,4.834925,4.955839,4.66368,5.047961
"ALDH9A1",9.013537,8.820245,8.79789,8.745963,8.763083,8.857032,8.803727
"ALDOA",8.747379,8.605246,8.712238,8.816213,8.580698,8.566808,8.672493
"ALDOAP2",5.848441,6.090778,6.003761,5.9245,6.104034,6.128142,5.73455
"ALDOB",4.896694,5.195449,4.702198,4.676084,4.928703,5.013466,4.893795
"ALDOC",8.466444,8.324783,8.14197,8.144482,8.166946,8.159652,8.298155
"ALG1",8.432037,7.924943,8.129362,8.218869,8.116485,8.232884,8.132504
"ALG10",7.5748905,7.4966305,7.691502,7.7494925,7.59072,7.3493915,7.636376
"ALG12",8.241822,8.128583,8.027681,8.147875,8.194841,8.080158,8.300449
"ALG13",7.7632935,7.7184375,7.880179,8.0901805,7.7307065,7.6953555,8.090556
"ALG14",6.161424,5.880159,5.910331,5.863984,5.792274,5.927953,6.062312
"ALG1L",4.228845,5.088029,4.796447,4.538656,4.564108,4.674198,4.964992
"ALG2",8.043711,7.74433,8.046735,7.991612,8.103108,7.940044,8.160502
"ALG3",9.25668,9.372196,9.515061,9.398833,9.517998,9.434656,9.318439
"ALG5",7.548646,7.235541,7.684142,7.561241,7.205704,7.351286,7.765198
"ALG6",7.230226,7.105546,7.143842,7.197513,6.896107,7.010016,7.498631
"ALG8",9.005178,8.82671,8.860958,8.896482,8.66431,8.890741,8.842285
"ALG9",8.320223,8.193344,8.209593,8.323954,8.087288,8.102556,8.469481
"ALK",5.108653,5.254168,5.154716,5.017589,5.227225,4.996542,5.061535
"ALKAL1",4.473028,4.811966,5.05792,4.782471,4.726212,4.776652,4.766914
"ALKAL2",6.150216,6.460474,6.422227,6.394812,6.40943,6.350186,5.789214
"ALKBH1",7.902253,7.606081,7.680045,7.669105,7.721889,7.700581,8.157015
"ALKBH2",6.317905,6.273506,6.322223,6.347585,6.483749,6.011641,6.328573
"ALKBH3",7.922692,7.60605,7.710989,7.782156,7.728589,7.626335,7.881457
"ALKBH4",5.817691,6.232972,6.08628,6.042953,5.562216,5.933368,5.892712
"ALKBH5",9.279379,9.463046,9.255003,9.453492,9.357881,9.821294,9.475571
"ALKBH6",7.618653,7.699106,7.709897,7.698995,7.607745,7.470068,7.589071
"ALKBH7",5.960574,5.926657,5.813915,5.844011,5.977269,5.872557,5.818774
"ALKBH8",6.972731,6.493276,6.794658,6.981493,6.57513,6.600832,7.188401
"ALLC",4.170259,4.072885,4.223941,4.130539,3.885108,4.015353,4.002013
"ALMS1",8.194415,7.923132,7.924023,8.029432,7.81419,7.807726,8.067905
"ALMS1P1",5.848743,5.177734,5.513893,5.612316,5.392247,5.813452,5.278754
"ALOX12",7.356477,8.270296,7.480599,7.209309,7.241967,7.43594,7.52062
"ALOX12B",4.995344,5.015384,4.759922,4.881919,4.993642,5.202717,4.93319
"ALOX12P2",5.415709,5.792985,5.792405,5.614794,5.901645,5.50282,6.161514
"ALOX15",8.119132,7.503975,7.563985,7.484712,9.382847,5.260391,6.336634
"ALOX15B",5.954794,5.96674,6.08953,5.971228,5.837608,6.20801,5.485311
"ALOX5",11.44889,11.31579,11.43565,11.47515,11.65864,11.39818,11.47858
"ALOX5AP",11.88459,11.70428,11.8033,11.97261,11.96119,11.66211,11.91307
"ALOXE3",5.014596,5.328331,5.067124,5.037868,5.159684,5.133842,4.506578
"ALPG",5.822084,5.822084,6.074676,5.922125,5.883921,5.803722,4.682049
"ALPI",5.776725,5.961057,5.909889,5.756852,5.956601,5.903968,5.493945
"ALPK1",9.701714,9.812499,9.776853,9.777791,9.985723,9.743064,9.935663
"ALPK2",4.631194,4.88673,4.647934,5.108179,4.385837,5.009665,6.027439
