"","GSM192996","GSM1923003","GSM1923009","GSM1923016","GSM1923019","GSM1923023","GSM192997"
"BAG2",6.82244,6.950414,6.821084,6.527003,7.050279,6.592613,6.919516
"BAG3",7.542036,7.471563,7.245606,7.194981,7.596497,7.43551,7.336653
"BAG4",7.655709,7.454534,7.746292,7.462407,7.460793,7.383354,7.574425
"BAG5",7.304393,7.073468,7.285392,7.244647,7.240891,7.291349,7.244342
"BAG6",9.76232666666667,10.7171133333333,10.2616033333333,9.62301766666667,9.773015,10.66758,9.90561666666667
"BAGE2",7.30500416666667,7.42493116666667,7.3988915,7.50957516666667,7.35747666666667,7.49791883333333,7.5487805
"BAHCC1",6.046977,6.047221,5.982057,6.075889,5.940477,5.883194,5.840362
"BAHD1",7.063943,6.694335,7.063288,7.407222,7.13997,6.948153,7.428593
"BAIAP2",6.656816,6.477295,6.425935,6.828919,6.399189,6.504594,6.323824
"BAIAP2-DT",6.450116,6.283814,6.238844,6.306274,6.067001,6.257451,6.259652
"BAIAP2L1",5.059209,4.828027,4.71757,4.28128,4.673113,4.503534,4.988474
"BAIAP2L2",5.778926,5.563324,5.838347,5.722665,5.866496,5.960692,5.706704
"BAIAP3",6.399301,6.421482,6.54678,6.754251,6.552884,6.614656,6.267104
"BAK1",7.979223,8.287777,8.294741,8.206919,8.411518,7.848902,8.385046
"BAK1P1",7.305245,7.4812,7.371615,7.215034,7.340341,7.329082,7.360885
"BAK1P2",5.57486,6.093615,5.781821,5.831781,6.056182,6.392958,5.551701
"BAMBI",4.279706,4.521585,4.494215,4.569406,4.828557,4.53446,4.339086
"BANF1",8.572669,8.825064,8.660042,8.504584,8.988921,8.6439525,8.3075595
"BANF1P3",8.305355,8.670956,8.702623,8.525531,8.664314,8.706818,8.454174
"BANF2",4.161993,4.282803,4.273555,4.32348,4.481977,4.341684,4.05928
"BANK1",8.898438,8.137144,8.478908,8.035452,8.093782,7.490346,7.926594
"BANP",6.589883,6.233767,6.633024,6.545208,6.603252,6.409172,6.484049
"BAP1",8.747984,8.854771,8.949754,8.778049,8.867557,8.827139,8.975969
"BARD1",6.062754,6.172303,6.408932,6.099589,6.044689,6.207933,6.269525
"BARHL1",5.904661,6.470866,5.951274,6.141858,6.307695,6.102279,6.063111
"BARHL2",5.83777,6.198743,5.80425,5.66933,5.901999,6.137548,5.543672
"BARX1",6.060659,6.469048,6.323086,6.167916,6.305082,6.566874,5.698816
"BARX2",5.274228,5.740816,5.426002,5.465959,5.689337,5.504986,5.455809
"BASP1",11.6286,11.37474,11.5618,11.45928,11.81878,11.55035,11.53462
"BASP1-AS1",5.7212155,5.7962915,5.3310475,5.478757,6.2458895,5.969198,5.758207
"BATF",6.869076,6.744308,6.806039,7.136953,7.036837,7.274884,7.563123
"BATF2",6.351385,6.829781,6.539509,6.784644,7.675616,6.896534,6.706095
"BATF3",6.411414,6.117094,6.377291,6.148995,6.28479,6.337579,6.521169
"BAX",8.38271,8.449702,8.539473,8.510353,8.462887,8.201881,8.336551
"BAZ1A",10.18461,10.042,10.0624,9.981714,10.2419,10.17914,10.26272
"BAZ1B",8.418756,8.114309,8.069349,8.385214,8.138807,8.230789,8.425502
"BAZ2A",9.919579,9.851314,9.894078,10.1435,10.27442,9.888357,10.07397
"BAZ2B",9.276873,9.415826,9.434568,9.335876,9.625414,9.372626,9.488444
"BBC3",6.75563,7.458125,6.966007,6.898199,7.276704,7.16246,6.907681
"BBOF1",7.482733,9.435266,8.050997,7.566235,7.722712,9.591305,7.654172
"BBOX1",3.020659,3.134295,3.252799,3.102569,3.125356,3.083946,3.060863
"BBS1",7.010616,6.833492,6.862611,7.037798,6.880782,6.741963,7.137358
"BBS10",7.14406,6.93903,7.097168,6.90253,6.728719,6.883995,7.051046
"BBS12",5.398618,5.82665,5.399598,5.47353,5.557558,5.674466,5.95444
"BBS2",7.945612,7.877509,8.150712,8.124642,8.142466,8.037485,8.150282
"BBS4",6.790447,6.363138,6.746665,6.716021,6.67449,6.452563,6.884781
"BBS5",5.351941,5.085359,5.047337,5.322153,5.139252,5.277402,5.37217
"BBS7",6.678675,6.478867,6.612572,6.625013,6.479387,6.769442,6.908107
"BBS9",6.3303685,6.0707535,6.177611,6.329197,6.278444,5.971886,6.479187
"BBX",9.022292,8.98507,8.998207,9.091398,9.095973,8.860834,9.244673
"BCAM",6.015478,6.717993,6.667629,5.82723,5.627341,6.02073,5.665049
"BCAN",5.480761,5.733922,5.581816,5.742706,5.648174,5.514614,5.368037
"BCAP29",7.050366,6.878476,7.091549,6.968628,6.93443,6.772184,7.128319
"BCAP31",8.566317,8.912879,9.088179,9.018016,8.692072,8.840239,8.836838
"BCAR1",5.358296,5.357561,5.439876,5.362673,5.453616,5.471992,5.338196
"BCAR3",5.61179,5.362078,5.219947,5.269868,5.33213,5.396022,5.184257
"BCAS1",5.19135,5.122814,5.464802,5.467033,5.579251,5.039102,5.208402
"BCAS2",8.110912,7.832313,8.132934,7.962045,7.855685,7.939352,7.960484
"BCAS3",9.342274,9.132388,9.279864,9.470045,9.344743,9.324316,9.291793
"BCAS4",7.8183,7.416882,7.388852,7.506758,7.675642,7.531708,7.066017
"BCAT1",5.487117,5.144245,6.560782,5.524717,5.759788,5.592251,5.853643
"BCAT2",6.526085,6.304651,6.772692,6.514649,6.665018,6.794539,6.908153
"BCCIP",7.488494,6.873469,7.211311,7.084558,6.814166,6.85892,7.254946
"BCDIN3D",6.266232,5.974629,6.288003,6.443026,6.617332,6.311318,6.721349
"BCHE",2.363086,2.383857,2.494069,2.242755,2.287734,2.252481,2.36627
"BCKDHA",9.288836,8.810731,8.460183,8.460272,8.929983,8.80558,8.999166
"BCKDHB",7.841544,7.736898,7.752666,7.775808,7.347338,7.764469,8.057435
"BCKDK",8.55188,8.48427,8.739106,8.595004,8.878442,8.493456,8.682407
"BCL10",7.438954,7.274498,7.380339,7.474182,7.524673,7.30153,7.414085
"BCL11A",8.506938,7.962438,8.254839,7.850802,8.260205,7.906096,7.780321
"BCL11B",8.759464,8.764174,8.567924,8.714685,8.686629,8.622157,8.647783
"BCL2",8.458858,8.196031,8.291574,7.563907,8.195673,8.07239,7.978371
"BCL2A1",7.463908,7.408996,7.419221,7.777879,7.549309,7.486013,7.69595
"BCL2L1",12.36698,12.77391,12.58286,12.10274,12.29547,12.78788,12.35735
"BCL2L10",4.291084,4.236504,4.401895,4.129993,4.002192,4.353091,4.275418
"BCL2L11",9.01383,8.793619,8.968925,8.577894,8.957136,8.757133,8.873217
"BCL2L12",6.051128,6.287731,6.363459,6.421909,6.616141,6.338805,6.354667
"BCL2L13",8.12636,8.564574,8.263891,8.077986,8.096955,8.789501,8.128984
"BCL2L14",5.001321,5.344875,5.198178,5.233644,5.289963,5.222845,4.811214
"BCL2L15",4.110682,4.459877,4.019263,3.8985025,3.6139065,4.0382325,4.008587
"BCL2L2",5.979371,5.95749,5.803751,5.757736,5.864909,5.951693,6.092518
"BCL2L2-PABPN1",9.985636,9.739457,9.880111,9.851511,9.921247,9.665337,9.892563
"BCL3",9.409688,9.84647,9.751717,9.789093,10.11852,9.728103,9.706804
"BCL6",11.45878,11.57791,11.52885,11.59822,11.75924,11.57397,11.69265
"BCL6B",5.006262,5.592495,5.206865,5.225143,5.407353,5.413041,4.827605
"BCL7A",7.399719,6.520153,6.984814,6.848626,7.013038,6.884448,6.470687
"BCL7B",9.152493,8.943222,9.034777,9.027618,9.010082,8.894323,9.259589
"BCL7C",7.304086,7.403849,7.189142,7.471133,7.455999,7.356394,7.364231
"BCL9",7.773373,7.501238,7.557019,7.309892,7.697365,7.331403,7.302401
"BCL9L",8.295658,8.160804,8.119145,8.552111,8.177514,8.344,8.366745
"BCLAF1",9.891873,9.668989,9.664057,9.793294,9.701338,9.68228,9.822928
"BCLAF3",7.373912,7.253665,7.603233,7.315834,7.35847,7.335182,7.756107
"BCO1",3.740939,4.131823,4.067363,4.04767,4.10775,4.157272,4.018729
"BCO2",4.97877,4.87571,4.819141,5.137438,5.145109,5.018421,5.280342
"BCOR",7.651935,7.386097,7.606203,7.739964,7.643705,7.439163,7.912728
"BCORL1",7.506474,7.430078,7.562676,7.508195,7.730199,7.485408,7.388636
"BCORP1",3.769409,3.551238,3.082494,4.016129,3.550523,2.493289,3.190577
"BCR",8.564665,8.319654,8.123199,8.43563,8.285089,8.050442,8.470885
"BCRP2",6.5189965,6.3188015,6.296935,6.528032,6.5528515,6.274609,6.5500185
"BCRP8",5.947687,6.09687,5.906048,6.001212,6.093739,6.033589,5.771595
"BCS1L",7.096042,6.849704,6.843957,7.207876,6.97189,6.695586,7.305056
"BDH1",6.67407,6.921551,6.738985,6.50905,6.806169,6.681737,6.735633
"BDH2",6.248392,6.024096,6.146515,6.159025,5.416639,5.488437,6.666584
"BDH2P1",5.318445,4.592555,4.40027,4.36885,3.314995,4.435867,4.498854
"BDKRB1",4.900916,4.797328,4.930987,4.813302,4.514952,4.92455,4.300502
"BDKRB2",4.660144,5.236836,5.095341,4.784245,5.281189,4.68721,4.957937
"BDNF",3.212393,3.682197,3.534754,3.230535,3.262406,3.520426,3.122469
"BDP1",8.3160085,8.1757775,8.246889,8.203665,8.080996,8.309328,8.4735385
"BEAN1",5.890778,6.039234,6.181719,6.210829,5.983252,5.841837,5.578885
"BECN1",8.801017,8.844923,8.847814,8.636339,8.91798,8.724731,8.93506
"BEGAIN",5.808806,5.306178,5.70844,5.238196,5.648734,5.339203,5.402605
"BEND2",7.154003,9.317189,7.553979,6.965336,6.723251,7.222548,7.220089
"BEND3",5.921984,5.793459,5.458118,5.666331,5.703835,5.866274,6.081623
"BEND4",6.120103,6.122731,5.767797,5.855525,5.800542,5.919841,5.778088
"BEND5",6.20027,5.4066,5.366574,5.355293,5.59412,5.06362,5.592347
"BEND6",3.251732,3.329304,3.161224,3.171165,3.271605,3.368089,3.154891
"BEND7",5.030924,6.673016,6.326008,5.800793,5.719364,6.299601,5.80261
"BEST1",9.279745,9.192341,9.344475,9.456043,9.710564,9.328685,9.299111
"BEST2",4.613237,4.739039,4.704027,4.828168,4.835315,4.92143,4.750536
"BEST3",2.849108,2.989525,2.989525,2.977748,2.989525,3.110552,2.988162
"BEST4",5.745403,5.722254,5.730856,5.759525,5.951463,5.868019,5.562958
"BET1",7.805947,7.805997,7.664289,7.587039,7.305547,7.592244,7.696317
"BET1L",8.088843,8.229811,8.584369,8.333756,8.396062,8.007506,8.301256
"BEX1",5.72354,5.698429,5.351713,5.415458,5.496578,5.221477,4.921614
"BEX2",5.024368,5.416907,4.93616,4.613107,4.758436,4.899396,4.609469
"BEX3",5.818286,6.393739,5.873829,5.966265,5.962703,6.176951,5.966265
"BEX4",8.004237,7.478497,7.80428,7.331748,7.787924,7.17356,7.685987
"BEX5",5.059555,5.509244,5.136446,5.255513,5.511401,5.505964,5.318753
"BFAR",8.923672,8.776442,8.914515,8.890027,8.805843,8.797063,8.986228
"BFSP1",4.864701,4.869387,5.04118,5.67168,4.811156,4.982066,5.416028
"BFSP2",4.634186,5.246554,5.098509,4.825255,5.308045,5.219893,5.091401
"BGLAP",6.689511,6.789907,6.871258,6.993745,7.130861,6.840772,6.826102
"BGN",5.507576,6.087629,5.788794,5.876855,5.885111,6.575191,5.292575
"BHLHA9",5.971339,7.067995,6.047842,6.308508,6.546967,6.222408,5.813097
"BHLHB9",5.505059,5.710782,5.729214,5.580429,5.771545,5.585667,5.557729
"BHLHE22",5.483207,5.644643,5.448041,5.229185,5.459083,5.519584,4.984884
"BHLHE23",5.976214,6.471057,6.152639,5.863652,6.257558,6.333158,5.729949
"BHLHE40",9.576114,9.140064,9.091524,9.471287,9.385342,9.282963,9.547976
"BHLHE41",6.571569,6.289144,6.458934,6.456626,6.506449,6.246664,6.382157
"BHMT",4.629517,4.705144,4.313693,4.779819,4.678614,4.86286,4.678614
"BHMT2",5.185989,5.177387,4.731161,5.059799,4.859682,5.007529,4.643595
"BICC1",3.898361,3.989133,3.869732,4.039006,4.160481,3.785802,4.093322
"BICD1",7.5375,6.999005,7.306015,7.438854,7.365611,7.221186,7.631371
"BICD2",9.028768,8.522461,8.852645,8.834317,8.640604,8.8569,8.993387
"BICDL1",6.509881,6.509055,6.539195,6.8295,6.674,6.656583,6.806519
"BICDL2",5.539719,6.050584,5.694368,5.694368,5.501937,5.636414,5.508216
"BICRA",7.253356,7.11932,7.198469,7.376335,7.285336,7.108516,7.14194
"BICRAL",9.249981,9.14019,9.2069,9.486032,9.224913,9.220319,9.396219
"BID",10.23851,10.33641,10.44473,10.26384,10.32015,10.12608,10.25136
"BIK",5.295801,5.621957,5.417671,5.696099,5.935386,5.699231,5.4183
"BIN1",9.089005,9.080782,8.891988,9.130942,8.995072,8.873764,9.051449
"BIN2",11.33231,11.20118,11.17271,11.30552,11.1256,11.12671,11.40135
"BIN2P1",6.961825,6.842915,6.610821,6.475656,6.613712,6.619263,6.732051
"BIN3",7.788868,7.656014,7.70362,8.017559,8.070768,7.659596,7.820672
"BIRC2",8.938355,9.107991,8.959021,8.878418,8.896809,10.01249,9.087395
"BIRC3",9.110731,8.974319,8.868004,8.689011,8.624628,8.625401,8.625313
"BIRC5",4.95879,5.039371,4.856531,4.987771,5.081713,4.948919,4.933625
"BIRC6",9.526402,9.379899,9.440327,9.790371,9.578886,9.460806,9.659966
"BIRC7",6.252367,6.218092,6.103938,6.220852,6.272927,6.278137,6.070964
"BIRC8",3.96172,4.650559,3.938733,4.180046,4.269631,4.127752,3.958826
"BIVM",6.256043,5.995632,6.040031,6.2236625,6.086277,6.0368685,6.3507145
"BIVM-ERCC5",8.850882,8.572743,8.687277,8.826449,8.806771,8.604597,9.14096
"BLCAP",9.580036,9.494946,9.622389,9.443862,9.344098,9.374785,9.340173
"BLID",3.868485,3.936143,4.062552,3.97822,4.391992,4.173039,3.654324
"BLK",7.037078,6.569692,6.933916,6.735382,6.46754,6.215656,6.788128
"BLM",6.827835,6.47647,6.983543,6.855874,6.680125,6.732372,7.092134
"BLMH",6.6382785,6.7768315,6.657289,6.7703675,6.8572345,6.6549555,6.7724035
"BLNK",8.12620866666667,7.43320066666667,7.58520633333333,7.44170033333333,7.54925233333333,6.85909066666667,7.26361933333333
"BLOC1S1",8.956226,9.189098,9.369252,9.247052,9.053604,9.014555,9.364458
"BLOC1S2",8.240169,8.808538,8.149206,8.161321,7.741427,7.984033,8.222273
"BLOC1S3",8.577684,8.028823,8.222097,8.381587,8.483328,8.387787,8.340307
"BLOC1S4",6.208289,5.969406,6.256652,6.233085,6.254893,6.11736,6.147881
"BLOC1S5",8.629921,8.412138,8.239277,8.321712,8.205256,8.366781,8.784248
"BLOC1S6",8.728673,9.058032,8.828914,8.672544,8.615294,9.104849,8.875382
"BLVRA",7.48227,7.111077,7.772188,7.390359,7.452483,7.427421,7.342536
"BLVRB",9.708691,10.90041,10.1235,9.659356,10.01122,10.29791,10.15188
"BLZF1",9.334822,9.147052,9.25971,9.205554,9.071799,9.215281,9.301911
"BMERB1",5.360951,5.286629,5.80875,5.410452,5.695802,5.294404,6.423282
"BMF",7.481868,7.16618,7.462504,7.354597,7.498559,7.471805,7.622458
"BMP1",5.398808,5.810559,5.4940975,5.535261,5.655327,5.8246045,5.666361
"BMP10",3.378989,3.586453,3.741569,3.601515,3.439217,3.601992,3.481266
"BMP15",4.248105,5.040595,4.464507,4.421101,4.551754,5.049636,4.452727
"BMP2",5.742221,5.985757,5.553162,5.553162,5.593878,5.553162,5.463237
"BMP2K",9.746512,10.21387,9.720982,9.470221,9.800388,9.887494,9.670758
"BMP3",5.126,5.217863,5.042068,4.773958,5.20404,5.188382,4.80477
"BMP4",5.067646,5.004731,4.870561,4.7969,4.573313,4.802331,4.548014
"BMP5",3.605785,3.798835,3.852378,3.702086,3.649252,3.71239,3.74904
"BMP6",7.908017,8.109082,7.785347,7.333393,7.813567,7.946218,7.970685
"BMP7",3.963483,4.300783,4.312903,4.182439,4.179768,4.203271,3.866146
"BMP8A",5.479951,5.5849605,5.385662,5.184703,5.533525,5.5100035,5.4584275
"BMP8B",5.735675,5.940488,5.778656,5.763289,6.287072,5.779896,6.008962
"BMPER",4.527685,5.137752,4.772735,4.625641,4.871913,5.062691,4.68378
"BMPR1AP1",7.045573,7.075251,7.2547945,7.474437,6.840845,7.172658,7.8060595
"BMPR1B",4.209487,3.9414,4.007516,3.79861,4.157753,4.366081,4.043339
"BMPR2",8.523661,8.166789,8.279416,8.594441,8.615512,8.521599,8.727081
"BMS1",7.625852,7.460115,7.565483,7.399055,7.520874,7.465333,7.745037
"BMS1P1",7.702167,7.039555,7.365076,8.1089285,7.210994,7.6089135,7.5881355
"BMT2",8.54567,8.314112,8.468206,8.379509,8.360062,8.314465,8.53237
"BMX",5.571323,5.690288,5.992844,5.99179,6.30256,5.642453,6.076573
"BNC1",4.740859,4.47276,4.687266,4.481776,4.515985,4.307446,4.279688
"BNC2",6.137057,5.686417,6.263446,5.89857,5.514062,5.396263,6.868956
"BNIP1",5.790374,5.71421,5.827821,5.831913,5.090004,5.830896,6.044611
"BNIP2",9.896173,9.645414,9.908949,9.657113,9.622768,9.763727,9.953896
"BNIP3L",12.28256,12.37418,12.2836,12.21262,12.17339,12.40724,12.19411
"BNIP3P1",5.766261,5.743996,5.8656495,5.659693,5.8430235,5.55251,5.840344
"BNIP5",4.920719,5.085743,4.876319,4.691106,4.792104,4.876319,4.498662
"BNIPL",6.3457975,6.1917525,6.349416,6.3469805,6.5014275,6.4085945,6.2859875
"BOC",4.773894,4.834835,4.697148,4.904483,4.778644,4.697388,4.334213
"BOD1",7.425892,7.119971,7.239358,7.096668,7.298784,7.012674,7.354139
"BOD1L1",9.575943,9.376825,9.519012,9.76101,9.697084,9.601516,9.782748
"BOD1L2",6.158983,6.243781,5.981124,6.002511,6.064283,6.008684,5.77024
"BOK",6.575448,6.526766,6.278087,6.526328,6.646069,6.578376,6.272112
"BOLA1",6.364561,6.403066,6.382842,6.618181,6.661011,6.304133,6.490165
"BOLA2P2",2.836557,3.037687,3.284621,2.837521,3.14606,2.923322,2.847438
"BOLA3",8.180474,8.113787,7.92462,8.278914,8.160846,8.040254,8.016789
"BOLL",4.216905,4.710452,4.30866,4.471929,4.420001,4.336395,4.249294
"BOP1",7.1530485,7.166979,7.377432,7.153679,7.294312,7.2474205,7.34372
"BORA",6.481056,6.23645,6.352901,6.48101,5.95506,6.442714,6.75621
"BORCS5",8.123061,7.865547,8.277171,8.152978,8.003611,7.959879,8.183422
"BORCS6",6.914726,7.097544,7.138872,7.070237,7.121605,6.970792,6.950851
"BORCS7",6.127909,5.950141,6.028095,6.159744,5.867725,6.129736,6.446579
"BORCS7-ASMT",6.125371,6.281354,6.057664,6.10788,5.902664,6.64024,6.327246
"BPESC1",5.044628,5.045239,4.744237,5.24018,5.376933,4.813489,4.915018
"BPGM",10.43557,11.24461,10.55314,10.12478,10.09377,11.54292,10.30021
"BPHL",6.38982733333333,6.360838,6.20367766666667,5.98944733333333,6.62337766666667,7.16476233333333,6.24623133333333
"BPI",8.773459,8.932484,8.321594,7.318356,8.360065,6.826026,7.180474
"BPIFA1",4.580473,4.56555,4.563077,4.587647,4.567005,4.629324,4.414884
"BPIFA2",4.587895,4.75929,4.717009,4.123409,5.007848,4.522484,4.474071
"BPIFA3",4.509481,5.046679,4.766418,4.569916,4.680497,4.741457,4.56686
"BPIFA4P",3.376271,3.627783,3.770069,3.747166,3.554117,3.631887,3.577063
"BPIFB1",4.477984,4.641106,4.208772,4.525007,4.591464,4.610127,4.082142
"BPIFB2",5.021122,5.137422,5.084441,5.069532,5.258815,5.085688,5.118963
"BPIFB3",4.892682,5.335678,4.950669,5.292937,5.03897,5.298609,4.99423
"BPIFB4",4.733117,5.365078,5.240283,4.82455,5.070415,5.195057,4.789516
"BPIFB6",4.685376,4.788456,4.900125,4.621557,5.066015,4.812933,4.441767
"BPIFB9P",4.4863125,4.6682935,4.1793315,4.3657975,4.3142135,4.569012,4.309437
"BPIFC",3.576185,3.773566,3.57089,3.5737,3.728998,3.558782,3.714267
"BPNT1",6.713329,6.493577,6.594294,6.624192,6.66455,6.465219,6.84645
"BPTF",9.984004,9.743507,9.689753,9.844566,9.746394,9.808773,10.0403
"BPY2",3.535119,3.478576,3.775038,3.52104,3.656154,3.774752,3.753877
"BRAF",9.860443,10.05344,9.883627,9.92089,10.01997,10.0676,10.06938
"BRAP",8.906911,9.004691,8.949696,9.078709,8.983688,9.019939,9.005404
"BRAT1",6.792536,6.800542,6.969357,6.915061,7.149763,7.05283,6.925603
"BRCA1",6.165448,5.954648,5.994956,6.396367,6.242954,5.965276,6.386786
"BRCA2",5.002528,5.505245,5.372924,5.270971,5.058408,5.052492,5.514679
"BRCC3",8.424234,8.484395,8.605042,8.158257,8.371255,8.10253,8.38564
"BRD1",7.412024,7.106592,7.219386,7.583385,7.393089,7.224005,7.536037
"BRD2",9.8788305,9.683707,9.8521545,9.7509235,9.8468465,9.6652175,10.059645
"BRD3",7.765429,7.539171,7.799079,7.799522,7.636278,7.757823,7.70409
"BRD3OS",5.933671,5.834133,5.85586,5.553367,5.651485,5.342288,5.306033
"BRD4",9.288688,9.741318,9.286277,9.20365,9.390083,9.751603,9.350739
"BRD7P2",7.306975,7.0262785,6.8753835,7.097967,7.0058765,6.9216465,7.420992
"BRD8",7.657082,7.51847,7.832673,7.801191,7.891579,7.705523,7.86318
"BRD9",7.706282,7.402538,7.662768,7.663164,7.89441,7.355225,8.044498
"BRDT",3.676392,4.19748,4.045461,3.796218,3.882883,3.896082,3.819558
"BRF1",7.224838,7.073113,7.122304,7.312499,7.224838,7.193548,7.385447
"BRF2",6.6111,6.555634,6.744573,6.72759,6.860313,6.662153,6.920905
"BRI3",7.6961195,7.589818,7.802311,7.197884,7.7668655,7.682913,7.8091175
"BRI3BP",8.888844,8.67442,8.932727,8.824441,8.788009,8.843329,8.748274
"BRI3BPP1",4.477262,5.215709,4.91301,4.633138,4.899145,4.772748,4.863058
"BRICD5",6.902486,6.930001,6.978096,7.093266,6.994677,6.99624,6.72593
"BRINP1",4.639405,4.88323,4.772917,4.47648,4.857207,4.94051,4.623956
"BRINP2",4.701915,5.019254,4.429583,4.541538,5.100528,4.846293,4.411065
"BRINP3",3.055714,3.432034,3.085566,3.169568,3.194497,3.39823,3.006671
"BRIP1",5.787857,5.693219,5.865143,5.556438,5.152061,5.514139,5.956566
"BRIX1",6.789174,6.278797,6.647325,6.490231,6.223185,6.195692,6.761497
"BRK1",9.897625,9.70907,9.720533,9.80127,9.478334,9.628828,9.943138
"BRMS1",7.286442,7.108357,7.187523,7.438557,7.181781,7.152303,7.231301
"BRMS1L",4.378592,4.351814,4.280855,4.118943,4.145492,4.215367,4.312972
"BROX",10.34692,10.34212,10.34968,10.39469,10.37779,10.57775,10.51158
"BRPF1",8.44105,8.048972,8.400995,8.461698,8.459917,8.354964,8.558354
"BRPF3",8.135904,7.957101,8.083263,8.284247,8.236142,8.471753,8.147884
"BRS3",3.11165,3.7528,3.311204,3.195798,3.31973,3.726983,3.246374
"BRSK1",5.740282,6.027449,6.016303,5.811892,5.876009,6.0754,5.362917
"BRSK2",5.110162,4.959052,5.089222,5.038214,5.340957,5.240057,4.839632
"BRWD1",9.1415145,8.969044,8.87201,8.995097,8.553727,8.8230725,9.1230985
"BRWD3",9.341347,9.402673,9.373909,9.419267,9.562714,9.508787,9.691621
"BSCL2",7.687208,7.50698,7.633454,7.513479,7.342004,7.621701,7.516799
"BSDC1",8.822489,8.975478,9.006688,8.684455,8.906053,8.812182,8.978249
"BSG",12.14243,12.78922,12.43616,12.11231,12.19662,12.48468,12.27001
"BSN",4.944199,5.487206,5.127648,5.282948,5.390818,5.192331,4.903114
"BSND",4.997299,5.381044,5.330341,5.273641,5.264456,5.463353,5.680595
"BSPH1",2.987367,3.385265,3.06004,2.928993,3.078842,2.958486,2.842896
"BSPRY",5.582438,5.615676,5.585678,5.938619,5.28405,5.585842,5.671673
"BST1",10.37437,10.19759,10.63696,10.33585,10.73491,10.55945,10.28048
"BST2",7.758239,7.988185,8.090128,8.216514,8.412433,8.120882,8.055634
"BSX",5.754265,5.854071,5.787497,5.955193,6.026238,5.837417,5.027575
"BTAF1",8.883175,8.660105,8.842466,8.923011,8.741734,8.600434,9.026336
"BTBD1",8.475727,8.120563,8.273863,8.115307,7.964698,8.367237,8.457916
"BTBD10",8.425667,8.536285,8.508309,8.649229,8.306864,8.194684,8.711463
"BTBD11",5.372416,5.3393285,5.2064305,5.502503,5.0867365,5.4762645,4.9118325
"BTBD16",4.511228,4.862551,4.561915,4.293963,4.687173,4.593765,4.665217
"BTBD2",8.989017,8.697164,9.033169,8.889084,8.914635,8.863832,8.936487
"BTBD3",6.485109,6.217562,6.421122,6.052779,6.431049,6.362349,6.319451
"BTBD6",6.908638,7.215671,7.231857,7.14819,7.031928,7.079894,7.237062
"BTBD7",7.999739,7.712268,8.053005,8.002581,7.86808,7.939982,8.2736
"BTBD8",6.321943,6.259336,6.179186,6.1013695,6.0219665,6.93809,6.2336725
"BTBD9",7.668639,7.650225,7.761526,7.841867,7.641128,7.889163,7.750076
"BTC",3.508905,3.851145,3.472553,3.657339,3.605136,3.686944,3.440601
"BTD",7.47014,7.146631,7.508183,7.329261,7.132703,7.273474,7.598807
"BTF3",9.558125,9.871916,9.540421,9.442978,9.399564,9.777063,9.461284
"BTF3L4P2",9.213527,8.8833615,8.8632565,8.5820385,8.5091935,8.6238,8.738707
"BTF3P10",6.575143,6.968432,5.983872,6.30916,6.460686,6.815625,6.115054
"BTF3P11",4.689153,4.597894,4.591708,4.488694,4.386372,4.404836,4.300349
"BTF3P13",3.764543,3.606874,3.588377,3.335126,3.408391,3.388373,3.4305
"BTF3P9",5.043999,5.371522,5.308187,4.900936,5.407183,5.563141,5.007913
"BTG1",11.67129,11.55577,11.49204,11.78448,11.67415,11.58212,11.54823
"BTG2",10.48117,10.52497,10.40936,10.37814,10.33042,10.53185,10.34264
"BTG3",5.851725,5.734759,5.931355,6.000068,5.639959,5.661824,6.531666
"BTG4",2.648046,2.796467,2.917064,2.780455,2.705989,2.863448,2.754465
"BTK",9.026261,8.761603,8.888717,8.509933,8.880965,8.635021,8.408314
"BTLA",8.769588,8.270621,8.190785,8.300702,8.290212,7.838759,8.260272
"BTN1A1",4.33357,4.591495,4.278204,4.359377,4.463124,4.288684,4.362317
"BTN2A1",8.516883,8.39528,8.543734,8.521186,8.655551,8.610703,8.581356
"BTN2A2",7.727816,7.680186,7.844732,7.59725,7.978129,7.64023,7.650953
"BTN2A3P",5.155008,4.597418,4.960053,5.338114,4.808938,4.614796,5.530835
"BTN3A1",10.64727,10.34316,10.44548,10.59386,10.69275,10.5301,10.89177
"BTN3A2",9.705449,9.610556,9.656585,9.861864,9.76241,9.739854,10.09036
"BTN3A3",9.382976,9.036377,9.125319,9.419699,9.362593,9.199321,9.599552
"BTNL2",5.266939,5.660442,5.429189,5.549068,5.328341,5.725106,4.87014
"BTNL3",3.8034455,3.9832035,3.7246215,4.1784475,4.3671435,3.7618945,3.8390095
"BTNL8",8.14929,8.3613045,8.3268575,8.3801625,8.450339,8.168706,8.304955
"BTNL9",5.270252,4.938395,5.216905,4.92331,5.247519,5.133767,4.692411
"BTRC",7.443837,7.266511,7.249845,7.31084,7.208346,7.154883,7.495549
"BUB1",5.507004,5.671845,5.627383,5.763961,5.529383,5.326728,6.003019
"BUB1B",4.609096,4.801239,4.475296,4.472039,4.676103,4.505011,4.671447
"BUB3",8.793089,8.553539,8.751136,9.001657,8.729573,8.7239,8.944231
"BUD13",7.312706,7.193086,7.416154,7.358536,7.562584,7.326493,7.53575
"BUD23",8.454412,8.042955,7.937258,8.32476,8.28177,7.888317,8.346087
