,Posttreatment_Placebo1,Posttreatment_Placebo2,Posttreatment_Placebo3,Posttreatment_Placebo4,Posttreatment_Placebo5,Posttreatment_Placebo6,Posttreatment_Placebo7
ID_REF,GSM1923001,GSM1923005,GSM1923011,GSM1923013,GSM1923021,GSM1923006,GSM1923014
8105146,4.953873,4.19476,4.834146,4.190938,4.345011,4.626003,4.426187
7925003,9.268573,9.430923,9.267469,9.20571,9.230375,9.295709,9.169766
8004195,5.739055,5.723294,5.896168,5.511405,5.784798,6.198353,5.920749
8003722,6.66533,6.987411,6.762571,6.628648,6.692378,6.833596,6.776661
8023757,9.424533,10.00006,9.702023,10.10463,9.78063,9.895994,9.781183
8064007,9.204302,9.577417,9.185267,9.268949,9.517464,9.188455,9.231539
7987145,5.361855,6.974019,5.761551,6.932971,4.847606,5.815687,5.144688
8053379,8.385004,8.691248,7.952206,8.509455,8.329155,8.304128,8.723995
7936419,8.309818,8.317259,8.135037,8.411692,8.64179,8.477728,8.298096
8001046,5.97852,5.81727,5.811162,5.699725,5.815763,5.643795,5.741425
8073430,9.387245,9.517345,9.572141,9.436844,9.185696,9.372486,9.52948
8122689,8.585878,8.365429,8.607706,8.686079,8.952296,8.628778,8.78988
8179049,12.80728,12.79509,12.80242,12.70116,12.62985,12.72935,12.87441
8032023,4.971753,4.829145,4.977099,4.917065,4.776533,4.78956,4.786848
8074962,5.455519,5.285599,5.370038,5.068218,5.449333,5.387219,5.399574
8069836,2.794549,2.796096,2.828186,2.835547,2.961284,2.772629,2.876532
7977693,8.445166,8.262845,8.686113,8.066849,8.480456,8.409077,8.253166
8044552,4.915987,4.623236,4.988808,4.763599,5.035161,4.569767,4.657624
8179238,6.805867,7.479336,7.151979,7.705539,7.733717,7.434165,7.386711
8142096,10.30068,10.42111,10.4438,10.39108,10.13479,10.31385,10.5872
8010770,8.71408,8.462578,8.697041,8.615519,8.60844,8.675307,8.828076
8016215,8.614503,8.425234,8.496757,8.653843,8.548098,8.56333,8.670431
8065321,3.483425,3.625095,3.827211,3.420134,3.513656,3.28654,3.541344
7987554,6.954594,7.178908,7.129045,7.007008,7.392824,6.598094,7.034865
8175524,3.596091,3.354671,3.469156,3.202058,3.369467,3.734243,3.442513
7990839,6.800297,7.228701,7.079628,7.1679,6.593096,6.969009,6.971558
8109990,4.785832,4.605748,4.49947,4.355146,4.2636,4.486574,4.249054
8031311,8.2038,6.826242,7.410513,7.918748,7.22298,8.029191,8.134001
8078916,6.498509,6.889557,6.467308,6.429566,6.280388,6.215538,6.763788
7916969,9.18835,9.486236,9.083798,9.354748,9.403641,9.30047,9.195391
8064857,9.956482,9.85796,9.854396,9.978083,10.00412,9.781179,10.02111
7968732,2.489315,2.513294,2.524603,2.675165,2.559612,2.549148,2.420353
8005603,6.020601,5.555314,6.109073,5.409837,5.341354,5.51053,5.806806
8001048,7.6196,7.889793,7.650249,8.111785,7.687213,7.748086,7.976418
7984540,5.323859,5.321699,5.390097,5.118562,5.696239,5.603233,5.135805
8023710,3.50569,3.154407,3.131825,2.816774,3.268755,3.347531,3.084796
7982712,7.34093,6.931061,7.450928,7.477707,7.723086,7.446974,7.759669
8016390,5.967928,6.3379,6.064503,6.216806,6.217364,5.91447,6.198027
8096002,5.547773,5.400943,4.889297,5.630357,5.762397,5.633821,4.940289
7902992,7.697409,7.917725,7.601222,7.726058,7.795517,7.870297,7.841859
8153664,7.042688,7.294654,6.975772,7.003027,6.780539,7.058917,7.066197
8103437,7.431052,7.403425,7.483264,7.831369,7.689143,7.610159,7.17982
8074249,4.044762,3.72647,3.602883,3.66439,3.861995,3.53771,3.883603
8085056,3.1631,2.974546,3.139933,3.002369,3.152324,3.033189,2.900332
8026488,5.785522,5.40212,5.561624,5.307027,5.774021,5.846774,5.69397
8080128,5.936847,5.7179,5.756551,6.019928,5.863222,5.433635,5.691488
8130565,8.321222,8.10931,7.852618,8.348612,7.78668,7.869198,8.279839
8126937,4.614074,4.354111,4.417212,4.337492,4.387077,4.354111,4.233891
7963061,5.209819,4.595571,5.190658,5.01365,4.8272,4.970899,4.996367
8141659,5.350271,5.096141,5.211834,5.486099,5.33905,5.20527,4.977023
8140356,7.894353,7.654922,7.924479,7.206212,7.558802,7.445373,7.850133
8122200,3.670985,3.792879,3.776388,3.743629,3.693394,3.628173,3.786506
7975779,10.05005,9.531637,9.796981,9.934954,10.14721,9.80769,10.29083
8004175,5.165637,5.442887,5.578294,5.598384,5.742307,5.769752,5.30623
7977888,5.508953,5.250161,5.488624,5.123719,5.428148,5.384089,5.38707
8096897,5.967321,5.702567,5.899432,5.927568,5.763346,6.109301,5.803785
8005955,7.594526,8.306681,7.727701,7.876311,7.394958,7.438954,7.762746
7988467,4.458147,4.648345,4.780305,4.79214,4.567326,4.703822,4.644032
8015104,4.563025,4.720397,4.672913,4.436137,4.444327,4.807676,4.661854
8130462,4.62315,4.606932,4.722029,4.60491,4.700231,4.574937,4.997783
8009913,7.287516,7.493647,7.888844,7.120175,7.354766,7.066428,7.476179
8019651,7.570182,7.776689,7.720083,8.083746,7.869156,7.735888,8.734257
8123362,6.752103,6.362615,6.415278,6.219498,6.295556,6.121969,6.39653
7949995,6.982335,7.71191,7.520131,7.600132,7.776613,7.68099,7.182217
8086482,8.113078,8.236464,8.193789,8.124484,8.228645,8.128384,8.320597
7911529,7.395567,7.289389,7.391039,7.174432,7.470119,7.384784,7.681592
8066161,5.501968,5.346818,5.44042,5.512523,5.438119,5.532755,6.052861
7927389,8.244421,8.460796,8.343724,8.446635,8.51413,8.42027,8.32111
8033738,3.972579,4.055808,4.276572,4.095239,4.091396,4.146976,4.145723
8101340,9.0711,9.172654,9.108946,9.115991,8.960457,8.967418,9.180504
8058568,3.678907,3.652111,3.436907,3.528104,3.324264,3.430147,3.266694
8030368,12.01708,12.27578,12.12966,12.25418,12.32168,12.15363,12.16781
8159476,6.933187,7.076048,7.042163,6.983515,6.972208,7.112628,7.100323
8098732,6.548694,6.54438,6.649235,6.441432,6.472345,6.657158,6.5424
7904796,4.630757,4.39662,4.417651,4.165068,4.381875,4.563112,4.375459
7898833,7.891702,8.01159,8.128387,7.78914,7.858375,7.785487,7.977444
8011797,6.68662,6.365633,6.647422,6.266643,6.372226,6.444693,6.609554
7947332,5.168098,5.799466,5.028171,5.84213,5.972616,5.704754,5.594458
8151430,2.851342,2.841273,3.022572,2.709911,2.72972,2.955231,2.886216
8025895,10.63329,10.74827,10.89592,10.56549,10.67692,10.53403,10.73396
8043157,5.610269,5.624326,5.466824,5.258554,5.446983,5.539568,5.328767
8043902,5.928591,6.340285,5.97133,6.336627,6.079969,6.557216,6.302087
8129872,4.510427,4.375503,4.904686,4.279832,4.496496,4.30632,4.310266
7896861,3.984022,3.956557,3.811548,3.762681,4.018226,4.083941,3.833135
8006477,7.360594,7.543415,7.196189,7.82938,7.790996,7.567752,7.459261
8090872,5.837776,5.789735,5.688491,5.869059,5.918883,5.771383,5.741044
8020668,6.780774,7.119551,6.954501,6.797132,6.719746,7.031275,6.732004
7928937,7.464972,7.91516,7.643826,8.126096,7.946464,7.955994,7.768891
8006161,5.856201,5.639621,5.850523,5.674728,5.66615,5.892334,5.74405
8127500,4.479945,4.209254,4.090531,4.108009,4.438973,4.373675,4.436641
7933707,5.182486,5.35355,5.703736,5.326645,5.37345,5.542712,5.463997
8138277,4.305045,4.245543,4.79244,5.442542,5.046599,4.834845,6.114575
7916834,3.310923,3.232223,3.278476,3.169183,3.196331,3.164989,3.275779
8167195,4.860665,4.681149,4.976728,4.496916,4.701513,4.828122,4.861022
7946330,2.679884,2.814401,2.730304,2.493043,2.460462,2.540297,2.658535
7926283,8.631588,8.686261,8.732933,8.666858,8.826682,8.647253,8.662163
8170630,6.496005,6.211863,6.278875,6.164928,6.098019,6.372509,6.316041
7942824,12.70482,12.97795,12.84372,12.84976,12.792,12.96721,12.85768
7934068,2.357747,2.409402,2.30709,2.570923,2.439484,2.357747,2.11903
8109999,11.04587,10.80003,10.70005,11.03474,10.88323,10.86072,10.84028
8072721,4.194955,3.917804,4.213037,3.807799,4.006405,3.978046,4.071853
8070795,5.825062,5.990314,5.935461,5.848658,5.675733,5.75408,6.027959
8154892,4.868995,4.454817,4.722405,4.78089,4.633428,4.646437,4.795458
8076851,8.195784,8.325706,8.162411,8.399796,8.103398,8.054945,8.504887
7960514,3.28385,3.291095,3.289049,3.343609,3.939034,3.628812,3.721594
7985569,4.180145,4.210113,3.954695,3.797247,3.772941,3.80669,3.929123
8035901,2.39477,2.16854,2.384117,2.322343,2.250925,2.228343,2.090169
8056611,4.314448,3.956378,4.207544,3.957662,4.196084,4.261746,4.044203
7960896,8.904222,8.94698,8.965891,8.865438,8.762489,8.822127,8.887291
8008702,7.714821,7.355723,7.790046,7.48772,7.334558,7.438424,7.48772
8097288,4.865198,4.729742,4.890887,4.802346,4.675464,4.922575,4.856093
8143144,5.304263,5.119937,5.228462,4.994174,4.873458,5.212851,5.190165
7951205,2.934015,3.099887,2.967146,2.918169,2.824454,2.967146,3.160508
8156240,4.357331,4.23608,4.449954,4.563027,4.496396,4.461396,4.566228
7965429,4.18124,5.305682,4.631293,4.665046,4.451752,5.537791,5.116071
8003087,6.187655,5.612221,5.903977,5.642951,6.439734,5.744673,5.687267
7956908,9.304676,9.493787,9.342029,9.137808,9.146272,9.127381,9.414812
8076584,6.490995,6.196267,6.190258,6.126192,6.311522,6.149035,6.189523
7937900,8.771456,8.724531,8.783241,8.596546,8.552216,8.880428,8.739901
8003802,4.711687,4.056069,4.553491,4.044548,4.332268,4.189182,3.949239
8093298,5.940706,6.060051,6.125282,6.005629,5.878983,5.940242,5.901884
8022245,2.862707,3.005169,2.911217,2.957749,2.969632,2.97372,2.943967
8052524,6.034229,6.118999,5.897654,6.054305,6.213858,5.887506,5.857955
8113879,6.47558,5.749586,6.4779,5.588823,6.331501,6.108395,5.940429
8101893,3.70359,3.355099,3.576139,3.482291,3.250545,3.591868,3.140868
8078448,4.804692,4.161012,4.792738,4.570427,4.3808,4.518331,4.512658
8015037,6.14489,6.207026,6.228069,6.234165,6.042118,6.329682,6.257789
7972663,6.79206,6.616096,6.590322,6.590322,6.496829,6.715968,6.460332
8090044,5.626305,5.528551,5.40634,4.988835,5.305707,5.412155,5.52662
8038643,5.304092,5.408013,5.310512,5.003026,5.166453,5.219984,5.342773
8013965,11.12107,10.72824,11.04626,10.86766,11.11848,10.87942,10.86606
7940431,6.267584,6.586204,7.011558,6.513196,6.282084,6.003376,6.079739
8039526,6.552021,6.405728,6.315806,6.457436,6.298732,6.433474,6.526254
8052735,5.451283,5.470519,5.450171,5.028622,5.344111,5.319303,5.60599
8178289,4.827379,4.304722,4.750973,4.238758,4.487304,4.596845,4.544524
8043381,4.062397,3.79602,3.8586,3.8586,3.917963,3.641739,3.762053
8117869,7.139953,7.082356,7.12714,7.391687,7.340302,7.047082,6.940113
7910466,4.065137,4.139822,4.226887,3.98632,3.965081,4.33786,4.087575
8045423,7.694123,7.568322,7.458223,6.874069,7.280537,7.461636,7.351325
8128356,8.108295,8.320093,8.244276,8.083944,8.420582,8.160854,8.123769
7992854,6.739696,6.418668,6.543677,6.45419,6.465951,6.570213,6.447742
8009713,5.148521,4.869547,5.275509,4.961227,5.157783,5.163838,5.25033
8129761,2.188268,2.074265,2.138831,2.161224,2.127902,2.088806,2.083581
7984011,5.870169,5.611162,5.776817,5.727036,5.671633,5.613438,5.565616
8096281,5.613234,5.297691,5.351603,5.163007,5.082572,5.270573,5.279387
7916262,9.232924,9.62761,9.320836,9.57327,9.58066,9.391943,9.283464
8104652,2.502547,2.287907,2.341697,2.269259,2.490864,2.225479,2.327812
7973012,3.940849,3.672054,3.844764,4.004503,3.456755,3.750234,3.90557
7975412,8.2996,7.743284,8.382161,7.970057,7.94761,8.021053,7.856797
8003607,7.022913,5.308376,5.199735,6.395429,5.401608,7.005424,5.513462
8004219,5.216205,5.265421,5.289267,4.968163,5.226243,4.932201,4.780227
8130522,4.441399,4.233136,4.505531,4.099396,4.269741,4.489291,4.282261
8090349,6.872518,7.331864,7.125865,7.121125,7.073489,7.267061,7.051977
8152867,10.98817,10.56909,10.75895,10.63556,10.92482,10.67606,10.63756
8144582,2.665384,2.633433,2.616096,2.413039,2.633433,2.616598,2.641584
8008870,12.54885,12.42115,12.32088,12.58123,12.56113,12.46179,12.36424
8157141,4.711328,4.563305,4.716363,4.514833,4.34838,4.429603,4.491462
7961983,8.311626,8.454282,8.458145,8.539425,8.605803,8.448169,8.366922
8126248,6.65505,6.511555,6.578191,6.521876,6.45579,6.343727,6.540269
8112959,5.621107,5.817289,5.39545,5.370693,5.600269,6.019765,5.477221
8109620,7.005806,7.277925,7.197201,7.530901,7.335555,7.242311,7.396146
7949619,6.770437,6.727517,6.654969,6.713249,6.755363,6.629955,6.800779
7993638,5.205091,5.282855,5.476558,5.353217,5.384098,5.363007,5.323584
8041711,2.906342,2.776178,2.590422,2.813198,2.54317,2.816178,2.844434
7952361,6.211832,6.42642,6.408782,6.388273,6.205759,6.334959,6.546805
7944382,9.120063,9.213091,9.165394,9.092415,8.990528,9.278904,9.32581
7905530,4.426533,4.36979,4.720646,4.102201,4.322682,4.605806,4.404638
7979127,6.714257,6.647297,6.617648,6.439978,6.711888,6.369639,6.648661
8135594,5.291029,5.799579,7.845604,5.598543,5.16765,5.312009,5.282434
8086218,2.031241,2.135768,1.976662,1.956644,2.02083,2.042461,1.93872
7945958,5.387344,4.984862,5.47574,4.81372,5.062541,5.191713,5.166061
8058857,4.178826,4.006087,4.623289,4.052382,4.172024,4.343705,4.134913
8137666,10.45035,9.818273,10.03714,10.22059,10.45098,10.13422,9.851011
8130732,7.277846,7.755435,7.657824,7.788492,7.710118,7.611319,7.783528
8178598,10.48363,10.54156,10.47163,10.86813,10.89415,10.72676,10.56135
8082244,9.60844,9.884814,9.79821,9.797535,9.560919,9.905099,10.13932
7993898,5.101689,5.003987,4.958103,4.923248,5.256646,5.16129,4.747542
8023154,5.499883,5.219877,5.119844,5.33077,4.976139,5.05635,5.17918
8112998,4.529823,4.469183,4.589192,4.315179,4.647008,4.653284,4.484774
8109368,10.09049,10.2088,10.21414,10.09671,9.95682,10.07474,10.07353
8150266,6.483834,6.920386,6.577917,6.933267,7.020478,6.872684,6.651523
7976698,4.939968,4.701911,5.046221,4.429337,4.74469,4.800169,4.78973
8155284,4.06068,3.97406,3.963496,3.998363,4.218619,4.158811,4.259069
8039316,7.479543,7.748915,7.641956,7.637665,7.36561,7.78147,7.867856
7999769,9.769012,9.764181,9.769012,9.455395,9.660135,9.699917,9.89275
8178882,5.193568,5.211195,5.023164,5.252463,5.186065,5.149259,5.38728
8085784,3.987681,3.70644,3.814888,3.60269,3.663873,4.0041,3.609503
7974912,2.872514,2.891686,2.886865,2.723623,2.786685,2.899919,2.968236
7948037,6.27983,5.974598,5.98774,5.887383,5.933357,6.13236,6.225804
8047265,6.688288,6.823546,6.687834,6.796638,6.793587,6.858163,6.942837
8148018,4.834849,4.735737,4.986258,5.128891,4.861396,4.820927,4.639971
7955997,3.942831,3.849874,4.007673,3.751412,4.237463,3.924376,4.302675
7987468,2.394316,2.526545,2.338617,2.312743,2.286014,2.338081,2.437253
8001576,6.33079,6.489897,6.178935,6.528948,6.245587,6.235377,6.149916
8130003,7.862174,8.330515,7.982255,8.386285,8.379437,8.439697,8.06793
8015337,4.974374,4.763335,5.138777,4.765468,5.178235,4.953853,4.894563
8095451,4.325211,4.009004,4.161158,3.988223,4.221845,4.055431,4.068437
8122805,2.674142,2.633525,2.692979,2.566155,2.477529,2.549692,2.471239
7916584,4.939656,5.534299,5.298917,6.001365,4.852116,5.123884,4.77072
7956097,6.41564,6.51646,6.841182,6.843179,6.516488,6.450964,6.762046
8113367,5.629774,5.470934,5.342595,5.430541,5.406739,5.624876,5.282697
8157036,5.23009,5.166483,5.044011,5.063861,5.005113,5.163696,5.1923
7973873,4.888537,5.025697,4.857363,4.996502,4.853924,4.947264,5.142209
8117888,8.543924,8.887671,8.86305,8.848523,8.858099,8.838718,8.687907
8105267,4.701012,4.932066,4.45573,4.584826,4.736564,4.664625,4.892052
8081032,4.988052,5.111976,4.95303,4.831834,5.087178,4.953843,4.890236
8026679,8.47307,8.817291,8.518798,8.747211,8.439544,8.551983,8.590994
8124331,4.220909,4.376064,4.431673,4.220909,4.095467,4.445085,4.445578
7941269,6.372605,5.854783,5.982078,6.369938,6.32402,6.35756,6.157882
7903186,4.096457,4.034058,3.991892,3.820246,4.081954,3.70755,3.92756
7905503,4.618647,4.400412,4.311678,4.44183,4.331135,4.344761,4.942445
8027932,9.528835,9.627531,9.408957,9.759639,9.636415,9.684385,9.661464
8097236,2.848512,2.896039,2.994124,2.89444,2.863926,2.916918,2.945446
7940824,7.742224,7.977562,7.787955,8.083792,7.868064,7.856058,8.13714
8134676,3.321613,3.407431,3.278476,3.32225,3.267956,3.418455,3.208263
8081458,3.385877,3.236636,3.3653,3.183506,3.49094,3.236636,3.048107
8067033,5.872361,5.812045,5.704679,5.885075,5.558297,5.747212,5.557519
7949946,5.112254,5.109058,5.172918,5.025073,5.109058,5.128119,5.243788
8067554,7.578362,7.595866,7.284893,7.933359,7.483237,7.710197,7.729343
8111952,5.674503,5.985113,5.781449,6.362538,6.100533,6.035313,5.851245
8068154,3.528936,3.77045,3.311757,3.606999,3.544416,3.401584,3.406683
8164008,7.277818,7.088219,6.921953,7.655688,7.055588,7.072262,7.20532
7977103,8.118644,8.159639,8.315511,7.787552,8.202219,8.235621,8.253165
8171921,4.407453,4.188581,4.311005,4.057837,4.176209,4.119354,4.099669
8073573,6.206235,6.443542,6.38025,6.270022,6.348192,6.522934,6.456561
8141024,7.300748,7.993238,7.444511,8.08474,7.918988,7.690945,7.614219
7969428,7.393961,7.638779,7.436823,7.570198,7.692301,7.820759,7.513065
7951337,2.486004,2.10201,2.305347,2.489959,2.249432,2.687492,2.234746
7977125,4.453083,5.031651,4.722764,4.936214,4.024528,4.503472,5.702188
8179088,7.139953,7.082356,7.12714,7.391687,7.340302,7.047082,6.940113
8068363,5.396808,5.681526,5.486732,5.252983,5.57372,5.158894,6.007092
8082797,5.267538,4.676326,4.775119,4.582173,4.467085,4.636927,4.566236
8014956,7.323868,7.477641,6.900093,7.295663,7.38507,7.337831,7.40379
8055273,2.66855,2.5782,2.564349,2.686439,2.540504,2.477704,2.564349
7971122,4.244562,3.966317,4.558011,3.891463,4.16611,4.16611,4.369263
8034108,7.797778,7.925664,7.771528,7.913911,7.923491,7.86284,8.026743
8177410,5.27092,4.84204,5.158416,5.288155,5.262522,5.172248,5.461721
7898516,5.371331,4.933945,5.562336,5.196647,5.336708,5.356933,5.182145
8093807,6.605526,6.141814,6.533269,6.215676,6.167475,6.399607,6.363513
8129313,2.371194,2.213933,2.224194,2.116559,2.222284,2.319336,2.293719
7916998,3.007826,3.032489,3.017598,3.187152,3.206822,3.06785,3.022404
7979260,7.128151,7.656179,7.246667,8.015297,8.083957,7.644341,7.498269
8081202,2.515267,2.85469,2.551311,2.443009,2.559589,2.628721,2.62806
8042326,7.552058,7.915556,7.676785,7.881317,7.768412,7.762575,8.242372
8126855,5.304464,5.234124,5.298079,5.298079,5.460488,5.446527,5.472528
8010078,6.201557,6.502343,6.036111,6.498008,6.99529,6.378611,5.99852
8086391,4.826307,4.748178,5.01013,4.707963,4.706938,4.953701,4.415314
7977445,5.897071,5.897516,5.855222,6.319851,5.525525,5.671537,5.650261
7977472,4.024233,3.888471,3.915749,3.912612,4.063504,4.076219,3.91336
7963988,9.125759,8.994286,9.130839,8.832133,8.941629,9.039911,9.096936
8026806,8.874201,8.973232,9.079123,8.811866,8.631459,9.026463,9.199448
8109967,4.466483,4.462253,4.717312,4.760427,4.289024,4.197114,4.080986
8147796,3.983947,4.156629,4.100195,3.82877,3.978716,3.957341,3.879055
8078759,5.606179,5.49442,5.753722,5.488536,5.672592,5.456682,5.410904
8065855,8.714733,8.730536,9.000305,9.03112,8.840371,8.642664,8.822276
7953943,9.375805,9.036796,8.92734,9.230444,9.326431,9.157759,9.050783
7951859,5.562681,5.213685,5.476465,5.043791,5.112525,5.271905,5.221978
8066027,2.685953,3.412066,3.431344,2.911646,2.683867,3.577713,3.523394
8039896,8.334912,6.818634,7.748154,8.82177,7.975977,8.258465,7.998312
8152962,7.351816,5.883061,6.511636,7.256453,7.063134,7.084095,6.070937
8126784,7.085164,7.671835,8.430161,7.146093,7.542839,7.661004,7.694396
8120943,9.754179,9.638227,9.538804,9.744933,9.981326,9.690704,9.452608
8046169,7.137551,6.926622,6.899752,7.012758,7.174311,7.168064,6.975657
8136580,7.24184,6.770541,6.824638,7.214664,7.076995,7.143594,7.326128
8013622,6.252958,6.406743,6.490784,6.184712,6.150955,6.381783,6.290303
8067802,9.3092,9.102631,9.117729,9.447338,9.126273,9.249139,9.324378
8007043,6.139382,5.940631,6.005975,6.254005,6.282637,5.864374,6.249541
8169378,4.447356,4.298637,4.493492,4.221855,4.493564,4.488548,4.723369
8008547,3.82813,3.703294,4.004873,3.892048,4.128469,4.02964,4.010602
7984759,5.39008,5.1745,5.457216,5.243465,5.201314,5.597768,5.390055
8021900,6.148772,6.152386,6.001691,5.859813,6.159507,6.182571,6.228442
7959500,6.868596,6.865171,6.790112,6.986913,6.781279,6.735012,7.013124
8020037,5.61226,5.429525,5.735618,5.435094,5.3322,5.591482,5.49015
8136589,5.983087,5.678629,6.177927,5.847894,6.382489,6.272631,6.133491
7954375,2.070616,2.139877,2.041639,2.170738,2.250707,1.944975,2.053813
8128618,2.607945,2.595029,2.754909,2.706616,2.680369,2.516302,2.646563
7951335,2.772601,2.541045,2.556957,2.809715,2.969764,2.515745,2.651745
8175611,4.773589,4.369503,4.633388,4.510839,4.774942,4.682997,4.533071
8108321,9.326358,8.873835,9.069918,9.121987,9.399487,9.176879,9.152563
8092390,6.692099,6.136138,6.493375,6.385104,6.472831,6.448923,6.385104
8143294,2.436922,2.771026,2.599091,2.325984,2.653543,2.648453,2.399259
7960682,6.055348,5.758458,5.743357,5.690972,5.299412,5.827229,5.63901
8098924,6.86767,6.953272,7.197978,7.006159,6.94809,7.254945,7.058507
7915472,10.23866,10.64159,9.859921,10.42405,10.38534,10.22013,10.2342
7905949,4.054142,4.068369,4.369758,4.321352,3.891033,4.008507,4.073247
8084496,5.672811,5.048138,5.456889,5.358516,5.160662,5.809227,5.501656
7932610,2.755921,2.60921,2.917933,2.6788,2.588461,2.82298,2.613759
8072894,7.941599,7.728741,7.993908,7.881869,7.812567,7.773674,7.964961
7964976,6.172616,6.050476,6.187691,5.923929,6.036389,6.169914,6.235562
8005155,4.073007,4.271568,4.313954,4.480973,4.329822,4.313646,4.280259
8054200,4.467876,4.376277,4.468676,4.258847,4.725578,4.24293,4.447058
8169447,3.775966,3.389324,3.802823,3.827888,3.410425,3.491879,3.598416
7936096,6.142717,5.750978,6.048441,5.683747,5.882123,6.046717,6.253206
7914180,8.676412,8.857094,9.21397,9.020157,8.817808,8.668441,8.778334
8042079,5.306946,5.4956,5.640345,5.335603,5.367393,5.456583,5.38566
8130038,8.201286,8.272559,8.276708,8.183287,8.198627,8.138349,8.297587
7964285,5.105433,4.707423,5.069386,4.448366,4.891148,4.692918,4.891148
8121144,8.056202,8.78647,8.975379,8.22023,8.442782,8.365949,8.786709
8083850,6.797781,6.249281,6.508378,6.543261,7.093082,6.232746,6.482803
7970388,5.209156,5.985577,4.929369,6.780524,5.050723,6.198734,7.008824
7978407,4.450153,3.676298,3.842903,3.553339,3.946501,3.804431,3.770498
8100902,9.56259,9.4301,9.58859,9.181966,9.359782,9.303216,9.447699
8026013,6.235861,6.535454,6.245503,6.418818,6.096507,6.113178,6.249281
8034514,9.155684,9.356256,9.018058,9.309247,9.375477,9.326822,9.220053
8103802,3.87874,3.717235,3.95684,3.933308,4.034293,3.971547,3.888766
7965871,4.803749,4.765968,4.604528,4.979586,4.659775,4.598937,4.642004
7971663,6.810926,6.598436,6.957869,6.645274,6.800728,6.81149,6.619215
7985809,10.63686,10.11856,10.42256,10.31345,10.42822,10.48575,10.42416
