,Posttreatment_Placebo1,Posttreatment_Placebo2,Posttreatment_Placebo3,Posttreatment_Placebo4,Posttreatment_Placebo5,Posttreatment_Placebo6,Posttreatment_Placebo7
ID_REF,GSM1923001,GSM1923005,GSM1923011,GSM1923013,GSM1923021,GSM1923006,GSM1923014
7896245,6.71906,7.462328,7.482901,6.856798,6.84963,6.703724,7.194592
7896246,7.593856,7.353069,7.465548,7.89003,7.773543,7.807954,7.714619
7896247,11.72686,11.8509,11.76737,11.77794,11.54989,11.68675,11.76486
7896248,5.258041,5.56576,5.062033,5.484456,5.540879,5.355587,5.112753
7896249,11.2719,11.37986,11.45032,11.37474,11.26698,11.20522,11.42418
7896250,10.05266,9.950133,10.22349,9.672512,9.577356,9.794155,9.966319
7896251,8.2441,8.268993,8.188086,8.091095,8.453942,8.178907,8.166945
7896252,11.7677,11.73331,11.79994,11.47653,11.6746,11.60973,11.77073
7896253,12.66093,12.79979,12.64862,12.82319,12.68319,13.03838,12.30709
7896254,3.384052,4.750086,3.455003,4.133586,4.19066,4.525175,4.447768
7896255,5.708028,5.387172,6.163827,5.695675,5.943968,5.384403,5.459167
7896256,6.784237,6.74598,7.072761,6.736357,6.729798,6.755678,7.067304
7896257,6.432551,6.298707,6.098459,6.261919,5.330089,6.612629,6.304518
7896258,11.23653,11.70236,11.39515,11.48532,11.38129,11.17475,11.63174
7896259,9.141585,9.473388,8.712383,9.192686,8.940252,9.016032,9.076964
7896260,5.732268,5.625492,5.946459,5.710525,6.304076,5.593803,4.820701
7896261,5.428337,5.622783,5.244733,5.429071,5.826499,4.406575,5.941401
7896262,6.885198,7.248604,7.095876,6.342959,6.411769,6.380464,6.177555
7896263,7.86577,8.101384,7.695931,7.680392,8.189523,7.625122,7.756188
7896264,4.071213,4.238632,4.012625,3.881535,3.914691,4.453005,3.737967
7896265,3.08265,2.908163,3.622228,3.312486,2.79725,3.237531,3.189583
7896266,10.9549,10.85383,10.95787,10.87492,10.94129,11.00061,10.93161
7896267,2.323129,2.446767,2.152494,2.845979,3.113241,2.554931,2.401366
7896268,3.164873,3.202402,3.92462,3.385744,3.958721,2.843804,3.944531
7896269,8.440575,8.747854,8.957415,8.27482,8.671649,8.590457,8.523695
7896270,5.565804,5.027218,4.740811,5.036332,5.088849,4.018102,4.865854
7896271,6.073645,6.804101,6.841427,7.082085,6.981247,6.452291,6.623748
7896272,4.606367,4.547444,3.97737,4.294553,4.122777,4.183071,4.244568
7896273,5.372543,6.601529,5.659279,5.553943,6.036898,5.04862,5.462824
7896274,5.719482,5.189536,5.800845,5.951165,5.703864,5.482056,5.363602
7896275,6.574966,7.01382,6.081297,6.283869,6.71327,6.87915,7.048339
7896276,5.239164,6.050132,5.393674,4.652367,4.821293,6.03443,5.59859
7896277,7.599228,6.834865,7.180323,7.565123,7.175422,6.868171,7.225648
7896278,9.370613,9.710084,9.581608,9.488854,9.057816,9.613864,9.537547
7896279,8.42902,9.019789,8.048547,7.984972,8.635633,8.37505,8.754147
7896280,6.221752,5.921146,6.20331,6.193691,6.60843,6.823873,6.449591
7896281,8.276936,8.064493,8.330446,8.125002,8.305466,8.502346,7.837342
7896282,11.35441,11.32933,11.3655,10.96893,11.45449,11.3579,11.42402
7896283,3.570185,5.762467,4.961358,3.343607,2.345197,5.165771,6.081658
7896284,5.053872,4.492006,3.550061,3.562265,3.20947,4.565035,5.016186
7896285,5.719257,5.191526,5.676702,5.815351,5.51054,5.063864,4.482578
7896286,4.88942,5.100016,4.763897,6.15609,6.370276,6.546664,5.693107
7896287,10.35724,10.14901,10.1657,10.31347,10.18773,9.980975,10.32861
7896288,7.24015,7.702434,7.589247,7.11262,7.643,7.367028,6.560557
7896289,4.058454,4.720459,4.437298,5.23571,5.423366,4.713736,4.448229
7896290,7.460886,7.60266,7.011409,7.206582,7.383481,7.078511,6.555419
7896291,8.66604,8.597876,8.208958,8.509213,8.572412,8.564797,8.724043
7896292,13.01606,13.26371,13.09042,13.18426,13.00596,13.09201,13.17842
7896293,6.355877,6.357131,5.776106,4.771197,6.129805,6.301307,4.586355
7896294,6.554351,6.80367,6.985489,6.874521,6.791044,6.285387,6.72745
7896295,7.486335,7.571001,6.9106,8.056046,7.757663,8.12675,7.164995
7896296,6.968554,7.176125,6.659143,6.368753,6.630007,6.301111,6.850694
7896297,8.251718,8.267947,8.357183,8.10398,8.346647,7.844691,7.999288
7896298,8.378768,7.766831,8.433228,7.742138,8.492731,8.129505,8.163812
7896299,5.176816,5.331456,4.633388,5.845201,5.541538,3.759551,3.169438
7896300,7.592025,7.190122,7.824306,7.707294,7.520828,7.456654,7.660468
7896301,6.519398,6.838136,6.772968,7.014226,6.902949,6.848561,7.014266
7896302,10.34295,10.68807,10.38222,10.53537,10.57289,10.44105,10.48114
7896303,3.370861,3.160746,3.226661,3.070012,2.78875,3.446874,2.724566
7896304,5.443717,6.420281,6.12801,6.748575,6.700929,5.543373,5.859145
7896305,4.261974,5.609867,3.622245,5.281646,5.138208,4.970357,5.712149
7896306,2.798428,2.896896,2.86643,3.694539,2.873935,3.16361,3.736104
7896307,5.163443,5.331963,5.375074,5.159256,5.873343,5.602869,5.343482
7896308,10.98642,10.91943,11.6707,11.12219,11.17089,11.01848,11.0781
7896309,6.074477,6.826305,4.848641,6.061126,6.364213,5.832465,6.219664
7896310,9.531677,9.607092,9.883134,9.857116,9.170494,9.519324,9.707956
7896311,8.551389,8.412173,7.612236,8.550778,7.765166,8.220334,8.130133
7896312,7.189948,6.01719,6.827008,6.699484,7.021148,5.766297,6.514253
7896313,7.409369,7.620845,7.471851,7.414213,7.14062,7.391529,7.63649
7896314,7.092885,7.851071,7.857386,7.527899,7.007391,7.994005,7.527899
7896315,3.637437,3.289685,2.858051,4.826489,4.87638,3.935466,3.491721
7896316,3.417711,4.289975,3.727931,3.713113,3.317614,3.416814,4.104393
7896317,5.439739,5.643978,4.376363,5.432359,5.259063,4.475973,5.7384
7896318,6.391095,5.626924,5.357263,5.460459,6.236884,4.220624,5.37805
7896319,8.506011,8.665113,8.882936,8.522041,8.888674,8.576889,8.58717
7896320,5.908265,5.82378,5.870775,6.326844,5.614352,5.368223,5.640882
7896321,10.12328,10.14926,10.24854,10.24159,10.23752,9.797168,10.02894
7896322,6.234032,6.440662,5.81155,6.152422,5.200084,5.19926,5.683348
7896323,6.879475,6.688816,6.603883,6.785263,6.798845,7.011215,6.469295
7896324,8.352331,8.990854,7.799526,8.852562,8.200583,8.894032,8.638009
7896325,8.693419,8.463092,8.552654,8.446774,8.386939,8.63326,8.300678
7896326,3.378731,3.208669,2.98552,2.855022,3.366562,2.921616,2.746226
7896327,6.766846,6.558522,5.642191,6.198719,5.89344,6.600986,6.220443
7896328,7.925213,8.411031,8.507272,8.036922,7.708314,7.379642,7.506021
7896329,8.580879,8.421584,8.720321,7.945629,8.435009,8.442283,8.315124
7896330,8.833818,8.95188,8.709497,8.992212,8.776898,8.649035,8.587618
7896331,9.905053,9.790098,9.98071,9.927544,9.856497,9.493914,10.19303
7896332,5.27948,5.613311,5.553558,6.557451,6.104536,6.131569,5.856241
7896333,10.31388,10.03682,10.07154,9.657405,10.26552,10.10621,10.0854
7896334,4.127428,4.705809,3.04004,3.777301,3.865076,3.704854,4.489173
7896335,9.51614,9.09773,9.246032,8.991703,9.180343,8.99577,9.440469
7896336,6.439221,7.510331,6.926538,5.710738,5.59585,6.383583,6.331735
7896337,6.772115,7.301689,6.799697,6.432837,7.036757,6.941514,6.837892
7896338,7.256019,7.367046,7.024796,7.215206,7.141122,7.533121,6.999439
7896339,9.909237,10.11175,9.909414,9.504994,9.78296,10.01176,10.0612
7896340,5.608841,6.525055,6.042942,5.090772,5.854138,4.914598,4.85133
7896341,7.336591,7.870976,7.99342,7.589415,7.994578,8.382975,8.216175
7896342,5.752823,6.243057,5.587882,5.814772,6.06395,6.150938,5.336806
7896343,7.344503,7.52606,7.345082,7.127501,7.046105,6.87233,7.067185
7896344,5.374596,4.445127,3.370106,4.405522,3.895647,5.330169,3.278113
7896345,12.22498,12.2894,12.42349,12.25544,12.20331,12.2722,12.14114
7896346,12.48655,12.28312,12.41748,12.13233,12.37156,12.37818,12.33614
7896347,5.016575,5.867582,4.998428,5.070781,5.059133,5.070246,5.445386
7896348,7.578135,7.649561,7.40948,7.090254,7.356205,7.723314,7.584314
7896349,12.69977,12.93142,12.59733,12.77206,12.5493,12.90445,12.83203
7896350,6.809618,6.163356,7.027261,6.190824,6.64158,6.584678,6.354463
7896351,8.867355,9.704906,9.133793,9.209823,8.571782,9.241249,8.837531
7896352,9.089758,9.167197,8.648449,8.674414,8.495014,8.703216,8.879051
7896353,4.235135,5.34816,4.377353,4.36692,5.220492,4.478178,5.187345
7896354,2.547031,2.573825,2.579365,2.956455,2.731763,2.910149,2.74845
7896355,5.901626,6.844024,6.16607,6.477004,5.806238,6.023445,5.491419
7896356,8.464288,8.472396,8.651738,8.463902,8.157342,8.248571,8.334587
7896357,2.225974,3.373008,3.124737,2.623169,2.39387,2.502081,2.234823
7896358,8.489005,8.484531,8.670672,8.185186,8.000852,8.567391,8.513168
7896359,6.631724,6.190696,6.795469,6.107862,5.721894,6.452259,6.684716
7896360,11.57258,11.87147,11.21921,11.69166,11.90729,11.64239,11.84166
7896361,10.30692,10.07959,10.17544,9.893631,10.15417,10.04325,10.38543
7896362,10.16563,10.28997,10.28385,10.02372,9.977594,10.1256,10.05891
7896363,8.116505,8.24185,8.270035,7.916512,7.889374,8.166506,7.777236
7896364,5.402419,5.888137,5.150577,5.168689,5.812439,5.605377,5.175269
7896365,7.500568,7.406598,7.513165,7.803604,7.656647,7.529566,7.637253
7896366,11.75721,11.73709,11.59069,11.7333,11.69257,11.42968,11.69669
7896367,9.991854,9.871455,9.634577,9.770889,10.13463,10.00141,9.923289
7896368,8.065198,8.016981,7.627085,7.90132,7.561997,8.109495,7.901338
7896369,8.295603,8.658585,7.940418,8.654156,8.844862,8.714714,7.770478
7896370,8.335863,8.314926,8.253328,8.452215,8.332163,8.573133,8.22999
7896371,9.321611,9.767323,9.422676,9.492967,10.71033,10.54953,8.858179
7896372,5.681715,6.017965,4.831873,4.427973,5.410924,5.630546,5.558063
7896373,6.229756,6.280083,6.305941,7.119939,6.80988,6.393416,6.560621
7896374,2.41732,2.128685,2.073022,2.206617,2.008786,2.162402,1.959344
7896375,12.57173,12.63462,12.66893,12.55702,12.57615,12.47561,12.5819
7896376,7.37619,7.219403,7.422077,7.180085,7.085688,6.561241,7.044105
7896377,2.011278,2.054773,2.298927,2.889932,2.32583,2.031619,3.510689
7896378,6.985273,7.695386,7.024725,7.458961,8.141604,7.467412,6.790474
7896379,5.116441,6.063603,5.305158,5.093544,5.818779,4.39867,4.757047
7896380,8.709585,8.629087,8.917965,8.324236,9.114959,8.804489,8.571152
7896381,9.592914,9.813048,9.426012,9.563322,9.464096,9.681613,9.057611
7896382,2.213057,2.65606,1.850965,2.756874,1.986317,3.32014,3.123098
7896383,4.649835,5.049747,5.024273,4.834617,4.895689,4.282905,4.369953
7896384,8.569226,9.010156,8.976472,9.009706,9.252601,8.87361,8.987674
7896385,11.91143,11.77997,11.67385,11.81928,11.86816,11.76401,11.76926
7896386,6.331432,6.347379,6.60317,6.60173,6.555039,6.015216,6.237053
7896387,10.8399,10.71503,11.10765,10.98561,10.47224,10.66216,10.88786
7896388,8.147305,8.091221,8.032396,8.237774,7.991574,8.309045,7.9378
7896389,4.094473,4.653886,4.12007,4.016845,4.506096,4.88131,4.479726
7896390,5.465592,3.52304,4.92979,4.867772,6.134469,6.329708,5.713372
7896391,4.432708,5.102157,5.484188,5.590569,5.84339,4.497486,5.50489
7896392,7.313311,7.714921,7.619144,7.592813,7.131453,7.533123,7.85627
7896393,6.410565,6.204728,6.270004,5.743396,6.61787,5.674726,6.218364
7896394,7.159956,7.453403,7.46072,7.631698,7.630321,7.792564,7.39087
7896395,9.152988,9.494576,9.018862,9.538405,8.956177,9.343897,9.26187
7896396,4.136176,3.844329,3.321177,4.197698,2.465538,2.992076,2.050743
7896397,11.62915,11.78846,12.17644,12.04304,12.33748,12.14448,11.61823
7896398,8.076445,8.59975,8.189878,8.542236,8.530718,8.275634,8.601132
7896399,5.361355,6.529836,6.381364,6.407398,6.045058,5.904651,5.681791
7896400,3.772931,3.692252,3.506994,4.98592,3.349436,5.622112,5.153502
7896401,5.952125,5.995965,5.749321,6.548741,5.948677,5.573411,6.078207
7896402,6.461654,6.907111,6.398687,6.557904,6.818637,6.995871,7.308846
7896403,12.23955,12.09165,12.11754,11.83541,11.94312,12.04935,12.12419
7896404,9.362293,9.579285,9.742126,8.822485,9.628134,9.248864,9.124744
7896405,7.231492,7.891512,7.099267,7.60685,7.031721,7.18452,6.93243
7896406,7.856306,7.978291,7.651691,7.67716,7.40543,7.766341,7.788255
7896407,5.110362,5.056174,4.315765,5.427335,4.092279,4.348033,4.444566
7896408,6.580684,6.292565,6.58923,7.019278,6.043068,7.022614,6.31757
7896409,5.200144,5.224398,5.323321,5.488601,5.635698,5.122326,5.760427
7896410,3.994954,3.898785,3.193296,3.428403,3.718472,3.878424,2.92364
7896411,6.291263,6.900059,5.727156,6.615728,6.822899,6.257316,6.276946
7896412,10.84073,10.21155,10.68009,10.21428,10.52009,10.58547,10.57894
7896413,9.401402,9.030728,9.552773,8.834978,9.355742,9.170505,9.171043
7896414,3.682597,3.321363,3.263513,3.324203,3.267948,3.174753,3.778256
7896415,6.025226,6.618952,6.391261,6.159979,6.570146,6.280777,6.791885
7896416,7.300382,7.657775,7.266018,7.136012,7.529607,7.074051,7.364553
7896417,6.091753,6.747955,5.909518,6.077251,6.4262,6.342649,6.712314
7896418,7.471212,7.214214,6.951447,6.723801,7.360653,7.113585,7.530312
7896419,3.72938,3.569785,3.833553,3.617686,3.617686,3.621936,3.602699
7896420,8.346938,8.112911,8.053695,7.839373,8.206008,8.01284,7.983801
7896421,11.24782,11.55715,11.8275,11.5504,11.59715,11.43017,11.38517
7896422,10.24345,10.9167,10.93375,10.73029,10.93661,10.8822,10.7115
7896423,8.379384,8.239214,8.275854,8.075056,7.891538,8.147048,7.669014
7896424,6.3912,5.810905,5.822096,5.13721,6.222939,5.942601,6.172417
7896425,8.531153,8.670451,8.27311,8.530186,8.355279,8.960739,8.812808
7896426,4.461515,5.147443,5.353334,6.049172,6.058105,6.181674,4.898653
7896427,10.83644,11.05732,10.66197,11.04859,10.96913,10.74241,10.94445
7896429,4.426358,4.749489,3.812819,4.699375,4.332833,3.509654,4.221581
7896430,7.861048,7.707471,8.530456,7.738648,7.77337,7.704555,8.013638
7896431,3.573943,3.869781,3.168412,3.493053,4.284653,3.411751,2.693678
7896432,8.196534,8.216324,8.210222,8.573294,8.489114,8.128403,8.427293
7896433,5.211772,6.071204,5.788216,5.375954,6.134845,5.713887,5.410588
7896434,11.13074,11.7585,11.33671,12.02411,11.82372,11.58647,11.67652
7896435,5.247054,5.789869,5.335466,6.19482,6.14486,6.024035,6.178922
7896436,4.764025,4.146545,4.039568,4.231019,4.474729,4.152051,4.221375
7896437,6.964663,6.51818,6.774136,6.550915,6.349685,6.697258,6.866987
7896438,11.52819,11.5117,11.52381,11.64429,11.62321,11.72223,11.71735
7896439,8.13021,7.988482,7.868595,8.097637,7.777634,7.688346,7.793533
7896440,5.933235,5.154799,5.526085,4.431928,5.608681,5.342764,5.744033
7896441,3.54405,4.29842,2.944526,3.510728,3.667229,5.024002,3.82124
7896442,4.477816,4.00852,4.149314,3.898275,3.903541,3.892204,4.123526
7896443,9.692898,10.02506,9.361467,9.869934,10.25311,10.15976,9.851294
7896444,8.835921,9.071022,8.513551,8.691898,8.875932,8.603786,8.901504
7896445,8.661712,8.849953,8.891863,8.806639,8.585247,8.865731,8.591236
7896446,6.653179,7.495078,6.932711,6.99239,7.111938,7.118872,6.765156
7896447,8.332236,8.609557,8.244905,8.391474,8.256244,8.225819,8.304696
7896448,9.393611,9.255716,9.343857,9.056035,9.197502,9.256794,9.259166
7896449,6.072258,5.647535,5.97262,5.89388,5.528818,5.699497,5.721507
7896450,6.744192,7.191364,7.400087,7.445091,7.287589,6.565032,7.238036
7896451,4.317582,3.473631,4.74705,3.610019,4.042191,3.737033,3.217561
7896452,6.090032,5.763,6.086358,6.457663,5.848597,5.994873,6.478801
7896453,4.616425,6.209766,6.269627,6.412232,5.726684,6.071081,6.012661
7896454,3.566229,3.542528,2.589397,2.385664,2.249432,2.604642,2.294642
7896455,1.791993,1.860378,1.848771,2.116559,1.933608,2.002912,1.791413
7896456,8.609572,8.31691,8.569963,8.515735,8.676105,8.514497,8.649421
7896457,6.797965,6.976785,7.299845,6.886784,6.700123,5.820464,7.104974
7896458,11.98168,12.0431,12.01958,12.10127,11.90875,11.97791,12.02516
7896459,4.692082,4.30759,4.388146,4.430698,4.655806,5.170555,3.810907
7896460,1.759601,3.406136,3.032489,4.741076,2.680369,2.477271,3.92756
7896461,6.209843,6.295655,6.134975,6.458845,5.648405,6.366447,6.576252
7896462,8.945112,9.070748,9.034384,8.654854,9.071556,9.112058,8.985371
7896463,4.696886,5.12942,4.745884,4.139277,6.171396,5.348396,5.750567
7896464,9.207359,9.108829,9.288262,8.970799,8.944317,8.953537,8.766626
7896465,2.260791,2.787117,2.408038,2.688689,2.313663,2.503967,2.681269
7896466,9.43395,9.7253,8.856277,9.536277,9.663725,9.310671,9.864424
7896467,5.299736,6.086298,5.561226,6.727617,6.050476,6.517418,6.521912
7896468,8.108801,8.50596,8.583744,8.679457,9.002561,8.851274,8.24572
7896469,2.275996,2.310261,2.389459,2.124163,3.62626,2.130641,2.357447
7896470,5.353373,5.692319,4.628355,4.550298,5.202885,5.870306,4.634532
7896471,5.098204,5.658936,5.208815,5.435784,5.539779,5.329222,5.576827
7896472,9.593575,9.754191,9.155491,9.456686,9.876153,9.929156,9.69618
7896473,2.219394,1.987183,2.160978,2.434396,2.328971,2.121027,2.027969
7896474,8.970139,8.851513,9.174609,8.525558,8.989992,9.291105,9.301334
7896475,3.220249,3.531883,3.682132,3.47157,4.587746,3.305378,3.532818
7896476,8.364456,8.394287,8.5246,8.614409,8.094096,8.204662,8.3002
7896477,7.809064,7.770927,8.036657,7.752804,7.289152,7.898452,8.180727
7896478,5.346293,6.53124,5.811656,5.929855,5.368733,5.31531,5.326806
7896479,5.58487,5.927917,5.729785,5.050808,5.764341,5.659504,6.472252
7896480,6.074883,5.481169,4.932737,6.358215,5.506192,5.104784,5.890563
7896481,9.953726,9.868277,9.784115,9.705189,9.476912,9.603752,9.925831
7896482,9.286505,9.702774,9.402564,9.652191,9.134237,9.331469,9.345711
7896483,10.0716,10.03475,10.07724,9.756008,9.733312,9.768745,9.758473
7896484,10.66325,10.60763,10.68842,10.54959,10.58513,10.66771,10.44016
7896485,8.954486,9.380644,8.854918,9.02149,10.58222,10.45385,8.779573
7896486,4.623304,4.773202,4.68841,5.103694,5.138208,4.640558,4.956075
7896487,4.24736,4.266814,4.019488,4.187852,2.646396,3.201221,3.586336
7896488,10.84377,10.45652,10.91295,10.40389,10.70554,10.34345,10.74723
7896489,2.755515,4.873226,4.115663,2.385707,4.597418,3.422322,4.396807
7896490,7.09332,7.576501,7.620206,7.69804,7.474617,7.390861,7.435301
7896491,10.42623,10.57575,10.61256,10.52491,10.45271,10.51601,10.5368
7896492,6.19701,6.175935,6.038349,5.209821,6.285227,6.389232,5.612745
7896493,10.1527,10.2094,10.12394,10.2808,10.1473,10.16519,10.29655
7896494,9.671829,9.462125,9.414527,9.194216,9.450827,9.420111,9.573003
7896495,1.630133,1.750085,1.772708,1.852443,1.981011,1.828407,1.654189
7896496,11.88434,11.72258,11.77589,11.54581,11.68939,11.78536,11.77693
7896497,10.40916,9.970017,10.34208,9.738438,10.15896,10.04353,10.2934
7896498,10.11499,10.58396,10.59968,10.81791,10.26504,10.51809,10.332
7896499,7.737292,7.630579,7.799685,7.494632,7.737292,7.475495,8.345422
7896500,8.42834,8.408435,8.503848,8.102944,8.383036,8.398608,8.039529
7896501,10.57333,10.4301,10.74348,10.19171,10.32034,10.40822,10.53177
7896502,7.298193,7.465728,7.445191,7.562275,7.618351,7.325221,7.446206
7896503,6.21515,6.764896,6.639405,6.200978,6.574391,6.990626,6.898112
7896504,6.532597,7.250958,6.347692,6.263596,6.862977,6.52868,6.54287
7896505,5.706053,5.64345,5.292651,6.026746,4.278256,5.817807,5.730537
7896506,5.615105,5.072619,6.312217,5.347218,5.578998,5.777101,5.639354
7896507,4.541631,3.945403,3.615479,4.030237,3.8858,3.375838,3.69705
7896508,10.71499,10.34248,10.59475,10.09825,10.26866,10.63593,10.60497
7896509,5.4856,5.258634,5.315041,5.236322,5.168487,5.19231,5.024063
7896510,6.504027,6.325834,5.821587,5.792617,6.174997,6.025008,6.293808
7896511,10.17395,10.14564,10.05154,10.09184,10.6729,10.35592,10.08661
7896512,10.27095,10.40255,10.51721,10.64306,10.63028,10.58498,10.49229
7896513,3.466231,5.278085,3.916816,4.325564,4.197176,4.528812,3.811087
7896514,6.716365,7.201469,7.206955,7.306304,7.429776,6.964755,6.758003
7896515,2.461864,1.884277,1.786894,2.035605,2.250707,1.744438,2.161223
7896516,5.147179,5.302245,4.585814,4.415571,4.510773,4.856416,5.321799
7896517,9.650784,9.587194,9.49857,10.0519,9.613625,9.36883,9.305923
7896518,5.637063,6.152474,5.827236,5.804599,5.93869,5.699789,6.132929
7896519,4.266093,4.231987,5.180718,4.707499,3.951374,4.826622,3.949944
7896520,9.195593,9.302062,9.320532,9.437351,8.72191,9.264793,9.286575
7896521,6.238315,6.717978,6.549859,7.321468,6.548947,6.793322,6.347824
7896522,9.892073,10.04308,9.746532,9.910421,9.68806,9.584239,9.930858
7896523,6.640328,7.31221,6.37624,7.066305,6.856923,7.105701,6.873577
7896524,3.150631,3.925949,4.05819,3.977768,3.514828,3.306681,3.138116
7896525,6.022382,5.981446,5.518406,5.523243,5.130741,5.825317,5.290125
7896526,6.349106,6.148376,6.082264,6.611974,5.594376,5.329786,6.116036
7896527,2.615992,2.075546,2.702419,2.589033,2.43226,2.493715,2.607368
7896528,10.43008,11.043,10.87587,11.16573,10.27832,10.88171,10.50847
7896529,10.89745,11.33239,10.66338,11.03769,11.6976,11.14651,11.47011
7896530,2.71655,2.461186,2.19456,2.074108,2.537363,2.168118,1.883422
7896531,10.25798,10.54087,10.72465,10.39956,10.71082,10.33881,10.70118
7896532,3.141423,2.787256,3.749338,2.68119,2.912197,3.313341,3.198919
7896533,11.50554,11.71541,11.4444,11.63592,11.20797,11.74236,11.66928
7896534,10.17936,10.18032,10.29003,9.914293,9.798785,10.12078,10.22201
7896535,4.71343,3.879217,4.216677,4.978086,3.782462,3.246962,3.788774
7896536,3.583932,3.26951,2.63577,2.940704,2.518838,3.599401,3.528018
7896537,6.391265,6.10842,6.580531,6.595472,6.165186,6.11432,6.502028
7896538,3.686888,4.759171,5.227323,5.153346,4.653864,4.71859,3.925836
7896540,5.72324,6.119013,6.279078,6.203408,6.521056,5.889297,5.881116
7896541,12.98851,12.93328,13.05713,12.90859,12.96949,12.97933,13.171
7896542,11.34722,11.37829,11.30395,11.51825,11.47377,11.39183,11.4906
7896544,11.49393,11.82118,11.7434,11.74309,11.50693,11.60364,11.66
7896545,5.552981,6.328017,6.410592,6.008414,6.049716,5.113684,5.296887
7896546,9.642209,9.807712,9.529871,9.564488,9.401527,9.615585,9.800155
7896547,9.228016,9.367185,8.958172,9.657977,9.208234,8.968049,9.468654
7896548,7.863523,7.705853,7.490251,7.909996,7.709558,7.70409,8.043036
7896549,10.98175,10.95332,10.79537,10.76212,10.83315,10.59022,10.68198
7896550,4.619741,5.401746,5.871102,5.91727,6.194332,5.306392,4.548964
7896551,3.774892,4.536578,3.786437,3.573819,3.6279,3.052508,3.772354
7896552,7.095149,7.25806,7.208804,7.913316,7.883921,7.438954,6.854575
7896553,6.617219,6.574956,6.843804,6.854836,6.86809,6.53071,7.378723
7896554,9.411396,9.782917,9.948352,10.22788,10.1981,9.747678,9.697594
7896555,4.713533,4.217565,4.55495,4.213958,5.172334,4.329311,4.369704
7896556,2.058367,1.942739,2.353771,2.485005,1.994571,2.122159,2.176605
7896557,3.439585,3.413655,2.5669,2.561332,4.439269,3.651086,3.541185
7896558,4.86981,5.702948,5.849661,5.698501,4.890927,4.858103,5.529658
7896559,6.189503,5.44677,6.083374,5.847003,5.873258,6.340884,5.611475
7896561,8.900631,9.344353,9.058731,9.092752,9.579487,9.021103,9.013734
7896562,4.868209,5.017675,4.705836,5.106609,5.146842,5.701696,5.242011
7896563,7.669268,7.11071,6.550915,7.263353,6.411769,6.546664,6.782746
7896564,5.186565,5.179363,5.067124,5.032544,5.625679,4.672589,4.641521
7896565,8.080832,7.893599,7.986759,7.236917,7.900765,7.630013,8.202108
7896566,7.654111,8.042659,7.683867,7.855206,7.518139,7.885019,7.784226
7896567,6.062578,6.357749,6.251516,5.611014,7.030473,5.772191,5.884233
7896568,2.7973,5.644433,2.974642,3.544483,3.912465,4.176875,4.097748
7896569,7.682696,7.463823,8.276041,7.500994,8.252508,8.030313,7.596857
7896570,3.432187,2.879022,4.571419,4.323665,2.816749,3.834885,4.177752
7896571,2.870839,4.081824,3.580497,2.902679,3.534192,3.227165,3.846481
7896572,5.420182,5.608901,4.997931,5.299307,4.755809,4.664722,4.605149
7896573,4.747265,4.492006,4.749173,4.541776,4.554646,4.58253,4.554646
7896574,7.764729,7.459016,7.463897,7.384949,7.451019,7.674278,7.478767
7896575,7.051201,7.231346,7.460862,7.803354,7.751572,6.788385,7.534478
7896576,5.797925,5.450735,5.543866,4.913014,5.246953,5.4517,5.078737
7896577,6.753576,7.033771,7.19587,6.764639,6.599531,7.151941,6.430232
7896578,4.216744,4.775324,4.029275,3.55246,4.52736,5.179712,3.871835
7896579,6.171669,6.458574,5.283844,4.9859,6.535016,5.349251,6.41388
7896580,8.708847,8.489408,8.522708,8.185322,8.370586,8.571563,8.494998
7896581,6.356181,6.051804,5.957624,4.976812,5.581686,5.475445,5.750945
7896582,7.905343,8.096295,7.839643,8.00783,7.912261,8.131798,7.929109
7896583,3.194973,2.96213,3.554862,2.961155,3.805209,3.975543,2.824071
7896584,9.892772,9.731198,9.517231,9.204298,9.522544,9.607805,9.614098
7896585,7.275809,7.173054,6.804368,6.593655,6.765473,6.632792,5.941907
7896586,11.2946,11.32621,11.47741,11.2908,11.51957,11.30514,11.37844
7896587,2.077029,2.831131,2.04576,3.828798,2.196453,2.007942,2.13415
7896588,6.515037,6.489346,5.724811,6.84453,7.521397,7.183142,5.727699
7896589,4.022888,3.958102,4.382453,4.601198,4.725956,3.286136,4.014584
7896590,3.831424,4.115456,3.88941,3.267141,3.430141,3.566741,3.484122
7896591,6.032109,5.763638,5.167339,5.573894,5.985929,5.640861,5.632716
7896592,7.438594,7.515252,7.286827,7.311218,7.342546,7.444272,7.243906
7896593,4.60528,5.485438,5.246921,4.757643,5.464645,4.70263,5.708869
7896594,12.24994,11.8782,12.29723,11.76422,12.03264,11.96933,12.15698
7896595,3.451616,4.29975,3.176584,4.534875,3.646073,2.326726,4.338576
7896596,9.456306,9.85205,9.77076,9.564801,9.35426,9.708087,9.621613
7896597,5.06522,5.723444,5.10151,4.982107,4.559389,5.425767,5.487296
7896598,5.434052,6.457367,6.6665,6.027798,5.815686,5.671349,5.670334
7896599,9.866957,9.523417,9.787806,9.525651,9.46059,9.473499,9.601591
7896600,8.931891,9.100884,9.106133,8.756321,8.721894,8.918015,9.237856
7896601,7.719483,8.047153,7.594122,8.071843,8.001083,7.856157,8.011625
7896602,10.52397,10.91926,10.7407,10.8632,10.78986,10.74023,10.83559
7896603,8.342533,8.280049,8.66999,8.268892,7.719971,8.171002,8.076249
